block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,0.577,34,[],[],"[(1162, 839)]",[],[1],[36],[0.6],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.3833333333333333],[0.557],1,0.373
1,True,2,1.017,61,[],[],"[(1190, 895)]",[],[1],[26],[0.43333333333333335],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.0666666666666667],[0.394],1,146.842
1,True,3,0.837,50,[],[],"[(1157, 901)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.6833333333333333],[0.574],1,2453.406
1,True,4,1.045,62,[],[],"[(1166, 876)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.3333333333333333],[0.522],1,2458.56
1,False,1,1.135,68,[],[],"[(1153, 887)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.5833333333333334],[0.805],0,2463.557
1,False,2,0.791,47,[],[],"[(1151, 894)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.3833333333333333],[0.806],0,2467.976
1,False,3,0.667,40,[],[],"[(1111, 889)]",[],[1],[36],[0.6],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.8],[0.561],1,2473.74
1,False,4,0.941,56,[],[],"[(1147, 898)]",[],[1],[39],[0.65],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.55],[0.609],1,2479.165
1,False,5,0.572,34,[],[],"[(1094, 875)]",[],[1],[33],[0.55],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.2666666666666666],[0.508],1,2483.408
1,False,6,1.074,64,[],[],"[(1148, 884)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.1666666666666667],[0.536],1,2487.639
1,False,7,0.555,33,[],[],"[(1117, 870)]",[],[1],[36],[0.6],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.0],[0.562],1,2492.511
1,False,8,1.04,62,[],[],"[(1118, 902)]",[],[1],[44],[0.7333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.65],[0.687],1,2496.842
1,False,9,1.004,60,[],[],"[(1148, 881)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.8333333333333334],[0.527],1,2501.399
1,False,10,1.014,60,[],[],"[(1105, 862)]",[],[1],[36],[0.6],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.9166666666666666],[0.559],1,2505.873
1,False,11,0.866,51,[],[],"[(1143, 873)]",[],[1],[41],[0.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.9833333333333333],[0.643],1,2510.465
1,False,12,0.842,50,[],[],"[(1143, 861)]",[],[1],[32],[0.5333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.7833333333333333],[0.496],1,2515.039
1,False,13,1.193,71,[],[],"[(1191, 875)]",[],[1],"[51, 51]","[0.85, 0.85]","[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.6166666666666667],"[0.802, 0.802]",0,2519.234
1,False,14,1.043,62,[],[],"[(1098, 836)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.15],[0.545],1,2524.942
1,False,15,0.864,51,[],[],"[(1153, 864)]",[],[1],[41],[0.6833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.45],[0.647],1,2732.503
1,False,16,0.654,39,[],[],"[(1136, 867)]",[],[1],[36],[0.6],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.7833333333333333],[0.563],1,2737.827
1,False,17,1.078,64,[],[],"[(1117, 872)]",[],[1],[36],[0.6],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.2666666666666666],[0.556],1,2741.854
1,False,18,1.142,68,[],[],"[(1112, 873)]",[],[1],[36],[0.6],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.0333333333333332],[0.553],1,2746.694
1,False,19,0.837,50,[],[],"[(1144, 876)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.7666666666666666],[0.545],1,2751.476
1,False,20,1.188,71,[],[],"[(1155, 864)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.45],[0.526],1,2755.689
1,False,21,0.904,54,[],[],"[(1098, 856)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.8166666666666667],[0.542],1,2760.821
