block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc,time
1,False,9,0.939,56,[],[],"[(1075, 928)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.459],1,119.018
1,False,10,0.788,47,[],[],"[(1132, 919)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.199],1,122.014
1,False,11,0.834,50,[],[],"[(1127, 900)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.298],1,124.582
1,False,12,0.46,27,[],[],"[(1122, 893)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.807],0,127.184
1,False,13,1.1,66,[],[],"[(1112, 912)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.018],1,129.939
1,False,14,1.328,79,[],[150532],"[(1141, 919)]","[(1141, 919)]",[1],[49],[0.8166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0],0,134.724
1,False,15,1.283,76,[],[164962],"[(1086, 937)]","[(1079, 942)]",[1],[48],[0.8],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0],0,137.178
1,False,16,0.664,39,[],[],"[(1124, 932)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.823],0,151.613
1,False,17,0.649,38,[],[],"[(1116, 912)]",[],[1],[72],[1.2],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.536],1,155.188
1,False,18,0.471,28,[],[],"[(1127, 902)]",[],[1],[48],[0.8],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.313],1,157.895
1,False,19,1.272,76,[],[176066],"[(1130, 910)]","[(1128, 923)]",[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0],0,160.207
1,False,20,0.517,31,[],[],"[(1123, 909)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.511],1,162.73
1,False,21,0.761,45,[],[],"[(1107, 902)]",[],[1],[75],[1.25],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.479],1,165.466
1,False,22,1.04,62,[],[187563],"[(1137, 902)]","[(1091, 916)]",[1],[60],[1.0],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0],0,171.619
1,False,23,1.5,90,[],[190973],"[(1151, 918)]","[(1135, 932)]",[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0],0,174.216
1,False,24,1.152,69,[],[],"[(1129, 902)]",[],[1],[108],[1.8],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.625],1,177.626
1,False,25,0.496,29,[],[],"[(1128, 893)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.512],1,182.201
1,False,26,0.855,51,[],[200587],"[(1146, 898)]","[(1111, 911)]",[1],[50],[0.8333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0],0,184.86
1,False,27,1.187,71,[],[],"[(1117, 907)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.067],1,187.233
1,False,28,0.991,59,[],[],"[(1134, 904)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.799],0,190.294
1,False,29,0.654,39,[],[],"[(1117, 910)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.515],1,193.594
1,False,30,1.186,71,[],[],"[(1136, 899)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.343],1,196.311
1,False,31,0.711,42,[],[],"[(1123, 906)]",[],[1],[72],[1.2],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.475],1,199.379
1,False,32,0.721,43,[],[],"[(1137, 907)]",[],[1],[93],[1.55],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.803],0,202.109
1,False,33,0.903,54,[],[],"[(1105, 906)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.442],1,205.133
1,False,34,0.774,46,[],[],"[(1126, 899)]",[],[1],[75],[1.25],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.474],1,208.006
1,False,35,0.989,59,[],[],"[(1131, 901)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.476],1,210.758
1,False,36,1.008,60,[],[],"[(1132, 902)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.494],1,213.737
1,False,37,1.494,89,[],[],"[(1147, 907)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.195],1,216.696
1,False,38,1.063,63,[],[],"[(1141, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.442],1,219.844
1,False,39,1.127,67,[],[],"[(1142, 907)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.517],1,222.861
1,False,40,1.241,74,[],[],"[(1133, 901)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.529],1,226.07
1,False,41,0.845,50,[],[],"[(1126, 902)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.46],1,229.344
1,False,42,1.394,83,[],[],"[(1146, 909)]",[],[1],[133],[2.216666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.799],0,232.141
1,False,43,1.393,83,[],[],"[(1131, 902)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.435],1,235.799
1,False,44,0.689,41,[],[],"[(1141, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.811],0,243.885
1,False,45,0.698,41,[],[],"[(1107, 919)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.529],1,246.892
1,False,46,0.327,19,[],[],"[(1141, 901)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.805],0,249.986
1,False,47,1.121,67,[],[],"[(1146, 894)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.361],1,252.653
1,False,48,0.798,47,[],[],"[(1144, 916)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.725],1,255.694
1,False,49,1.062,63,[],[],"[(1137, 914)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.804],0,258.73
1,False,50,1.093,65,[],[],"[(1109, 902)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.475],1,262.098
1,False,51,1.223,73,[],[],"[(1131, 909)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.484],1,273.029
1,False,52,0.802,48,[],[],"[(1141, 902)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.602],1,276.746
1,False,53,0.91,54,[],[],"[(1132, 910)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.799],0,279.657
1,False,54,0.854,51,[],[],"[(1131, 922)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.524],1,282.864
1,False,55,1.183,70,[],[],"[(1132, 907)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.448],1,293.683
1,False,56,1.499,89,[],[],"[(1131, 902)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.46],1,296.829
1,False,57,0.943,56,[],[],"[(1134, 902)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.53],1,300.317
1,False,58,0.327,19,[],[],"[(1151, 909)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.607],1,303.292
1,False,59,1.442,86,[],[],"[(1142, 901)]",[],[1],[106],[1.7666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.314],1,305.781
1,False,60,0.886,53,[],[],"[(1115, 904)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.543],1,309.043
2,False,61,1.112,66,[],[],"[(1130, 919)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.507],1,312.005
2,False,62,0.749,44,[],[],"[(1141, 904)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.804],0,315.134
2,False,63,0.377,22,[],[],"[(1122, 886)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.679],1,318.187
2,False,64,0.729,43,[],[],"[(1122, 917)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.495],1,320.811
2,False,65,0.972,58,[],[],"[(1122, 893)]",[],[1],[108],[1.8],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.796],0,323.495
2,False,66,0.77,46,[],[],"[(1107, 910)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.531],1,326.746
2,False,67,1.315,78,[],[],"[(1149, 898)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.166],1,332.424
2,False,68,1.142,68,[],[],"[(1136, 918)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.419],1,335.451
2,False,69,0.316,18,[],[],"[(1146, 902)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.653],1,338.546
2,False,70,1.393,83,[],[357324],"[(1128, 912)]","[(1091, 927)]",[1],"[83, 133]","[1.3833333333333333, 2.216666666666667]","[640.0, 512.0]",vertical,"(390.0, 762.0)","[0, 0.806]",0,341.014
2,False,71,0.935,56,[],[],"[(1123, 898)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.442],1,344.768
2,False,72,1.243,74,[],[],"[(1128, 913)]",[],[1],[124],[2.0666666666666664],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.805],0,347.704
2,False,73,0.789,47,[],[],"[(1131, 914)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.518],1,351.266
2,False,74,0.641,38,[],[],"[(1132, 903)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.545],1,354.121
2,False,75,1.417,85,[],[],"[(1151, 909)]",[],[1],[108],[1.8],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.362],1,356.796
2,False,76,1.072,64,[],[],"[(1136, 912)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.531],1,360.019
2,False,77,0.789,47,[],[],"[(1131, 925)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.672],1,363.143
2,False,78,1.346,80,[],[],"[(1146, 902)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.495],1,366.134
2,False,79,0.775,46,[],[],"[(1122, 922)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.544],1,369.508
2,False,80,0.647,38,[],[],"[(1131, 904)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.807],0,372.955
2,False,81,0.821,49,[],[],"[(1130, 899)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.495],1,375.938
2,False,82,0.616,36,[],[],"[(1114, 902)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.541],1,378.806
2,False,83,1.277,76,[],[],"[(1114, 904)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.672],1,381.443
2,False,84,0.632,37,[],[],"[(1127, 907)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.694],1,384.888
2,False,85,0.664,39,[],[],"[(1137, 931)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.685],1,387.718
2,False,86,1.421,85,[],[],"[(1128, 921)]",[],[1],[120],[2.0],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.568],1,391.5
2,False,87,1.028,61,[],[],"[(1125, 911)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.526],1,395.005
2,False,88,0.769,46,[],[],"[(1102, 897)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.55],1,398.06
2,False,89,0.802,48,[],[],"[(1122, 911)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.542],1,400.877
2,False,90,1.158,69,[],[],"[(1117, 912)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.526],1,403.758
2,False,91,0.662,39,[],[],"[(1112, 912)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.558],1,406.949
2,False,92,1.316,78,[],[],"[(1126, 923)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.561],1,409.698
2,False,93,0.716,42,[],[],"[(1127, 912)]",[],[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.576],1,413.078
2,False,94,0.752,45,[],[],"[(1125, 922)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.551],1,415.869
2,False,95,0.936,56,[],[],"[(1117, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.559],1,418.751
2,False,96,1.46,87,[],[],"[(1136, 899)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.425],1,421.78
2,False,97,0.951,57,[],[],"[(1129, 911)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.459],1,425.184
2,False,98,1.195,71,[],[],"[(1107, 919)]",[],[1],[106],[1.7666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.565],1,428.103
2,False,99,1.436,86,[],[],"[(1107, 916)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.517],1,431.376
2,False,100,0.886,53,[],[],"[(1130, 918)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.526],1,434.917
2,False,101,1.485,89,[],[],"[(1141, 912)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.329],1,437.856
2,False,102,1.395,83,[],[],"[(1128, 917)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.495],1,441.206
2,False,103,1.449,86,[],[],"[(1102, 909)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.364],1,444.634
2,False,104,1.144,68,[],[],"[(1134, 921)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.511],1,447.954
2,False,105,1.093,65,[],[],"[(1127, 911)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.562],1,451.173
2,False,106,0.963,57,[],[],"[(1131, 898)]",[],[1],[90],[1.5],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.526],1,454.326
2,False,107,0.336,20,[],[],"[(1107, 923)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.79],1,457.313
2,False,108,0.915,54,[],[],"[(1118, 912)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.655],1,461.16
2,False,109,0.651,39,[],[],"[(1123, 917)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.498],1,464.861
2,False,110,0.538,32,[],[],"[(1131, 899)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.559],1,467.55
2,False,111,1.266,75,[],[],"[(1122, 909)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.566],1,470.142
2,False,112,0.9,54,[],[],"[(1110, 907)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.493],1,473.506
2,False,113,1.329,79,[],[],"[(1131, 910)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.48],1,476.412
2,False,114,1.245,74,[],[],"[(1119, 916)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.583],1,479.726
2,False,115,0.527,31,[],[],"[(1102, 909)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.527],1,483.055
2,False,116,1.355,81,[],[],"[(1094, 903)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.511],1,486.267
2,False,117,0.576,34,[],[],"[(1112, 912)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.589],1,489.667
2,False,118,1.244,74,[],[],"[(1131, 911)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.44],1,492.322
2,False,119,1.483,88,[],[],"[(1128, 916)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.429],1,495.498
2,False,120,1.182,70,[],[],"[(1129, 907)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.478],1,498.952
3,False,121,1.129,67,[],[],"[(1113, 903)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.526],1,502.132
3,False,122,1.234,74,[],[],"[(1098, 914)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.612],1,505.284
3,False,123,1.345,80,[],[],"[(1126, 910)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.465],1,508.651
3,False,124,0.994,59,[],[],"[(1120, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.524],1,511.992
3,False,125,0.549,32,[],[],"[(1102, 918)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.728],1,515.077
3,False,126,1.399,83,[],[],"[(1137, 915)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.429],1,522.395
3,False,127,0.58,34,[],[],"[(1112, 905)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.612],1,525.746
3,False,128,1.391,83,[],[],"[(1107, 922)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.018],1,528.478
3,False,129,1.05,63,[],[],"[(1117, 922)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.508],1,531.817
3,False,130,0.847,50,[],[],"[(1127, 916)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.546],1,534.922
3,False,131,1.491,89,[],[],"[(1119, 919)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.067],1,537.825
3,False,132,0.981,58,[],[],"[(1102, 921)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.699],1,540.887
3,False,133,1.369,82,[],[],"[(1109, 907)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.476],1,544.094
3,False,134,0.664,39,[],[],"[(1128, 916)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.566],1,547.508
3,False,135,0.787,47,[],[],"[(1141, 912)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.712],1,550.286
3,False,136,0.859,51,[],[],"[(1118, 902)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.494],1,553.357
3,False,137,1.386,83,[],[],"[(1116, 917)]",[],[1],[119],[1.9833333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.576],1,556.237
3,False,138,0.414,24,[],[],"[(1122, 927)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.57],1,559.722
3,False,139,1.386,83,[],[],"[(1124, 906)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.456],1,562.277
3,False,140,0.396,23,[],[],"[(1133, 915)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.596],1,565.625
3,False,141,0.86,51,[],[],"[(1107, 922)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.442],1,568.153
3,False,142,0.427,25,[],[],"[(1105, 925)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.669],1,574.015
3,False,143,0.734,44,[],[],"[(1102, 905)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.59],1,576.665
3,False,144,0.855,51,[],[],"[(1103, 911)]",[],[1],[90],[1.5],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.622],1,579.554
3,False,145,1.098,65,[],[],"[(1122, 929)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.528],1,582.537
3,False,146,0.808,48,[],[],"[(1107, 917)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.595],1,585.69
3,False,147,0.943,56,[],[],"[(1117, 919)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.48],1,588.647
3,False,148,0.866,51,[],[],"[(1112, 906)]",[],[1],[90],[1.5],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.635],1,591.643
3,False,149,0.664,39,[],[],"[(1098, 908)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.541],1,594.64
3,False,150,0.31,18,[],[],"[(1096, 901)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.707],1,597.371
3,False,151,0.356,21,[],[],"[(1107, 908)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.63],1,601.23
3,False,152,0.78,46,[],[],"[(1128, 917)]",[],[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.508],1,603.753
3,False,153,0.335,20,[],[],"[(1102, 928)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.569],1,606.55
3,False,154,0.839,50,[],[],"[(1122, 915)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.526],1,609.021
3,False,155,0.549,32,[],[],"[(1099, 906)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.572],1,611.907
3,False,156,0.36,21,[],[],"[(1125, 920)]",[],[1],[55],[0.9166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.545],1,614.529
3,False,157,0.589,35,[],[],"[(1127, 923)]",[],[1],[69],[1.15],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.545],1,616.951
3,False,158,0.86,51,[],[],"[(1102, 902)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.493],1,619.591
