block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc,time
6,False,347,0.588,35,[],[],"[(1109, 905)]",[],[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.684],1,1245.834
6,False,348,0.997,59,[],[],"[(1112, 908)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.568],1,1248.647
6,False,349,1.434,86,[],[],"[(1087, 922)]",[],[1],[136],[2.2666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.804],0,1251.79
6,False,350,1.303,78,[],[],"[(1106, 914)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.411],1,1255.618
6,False,351,0.659,39,[],[],"[(1106, 917)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.806],0,1258.928
6,False,352,0.953,57,[],[],"[(1093, 920)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.444],1,1261.922
6,False,353,0.997,59,[],[],"[(1109, 920)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.795],0,1264.879
6,False,354,0.557,33,[],[],"[(1105, 939)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.817],0,1268.229
6,False,355,1.247,74,[],[],"[(1075, 928)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.43],1,1271.58
6,False,356,0.529,31,[],[],"[(1102, 925)]",[],[1],[45],[0.75],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.214],1,1274.849
6,False,357,0.349,20,[],[],"[(1107, 917)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.824],0,1277.136
6,False,358,0.569,34,[],[],"[(1102, 909)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.622],1,1279.927
6,False,359,1.05,63,[],[],"[(1107, 911)]",[],[1],[84],[1.4],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.331],1,1283.617
6,False,360,1.307,78,[],[],"[(1107, 913)]",[],[1],[128],[2.1333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.808],0,1286.579
7,False,361,1.152,69,[],[],"[(980, 479), (1123, 923)]",[],"[0, 1]",[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.166],1,1290.236
7,False,362,1.39,83,[],[],"[(1116, 932)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.169],1,1299.697
7,False,363,0.31,18,[],[],"[(1102, 909)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.821],0,1302.822
7,False,364,1.362,81,[],[],"[(1062, 925)]",[],[1],[105],[1.75],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.38],1,1305.959
7,False,365,0.742,44,[],[],"[(1109, 927)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.808],0,1309.287
7,False,366,0.956,57,[],[],"[(1127, 902)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.805],0,1312.393
7,False,367,0.655,39,[],[],"[(1118, 918)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.805],0,1315.761
7,False,368,0.788,47,[],[],"[(1109, 927)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.806],0,1318.802
7,False,369,1.455,87,[],[],"[(1145, 936)]",[],[1],[124],[2.0666666666666664],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.59],1,1324.066
7,False,370,0.477,28,[],[],"[(1107, 916)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.529],1,1327.682
7,False,371,0.412,24,[],[],"[(1114, 931)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.586],1,1331.098
7,False,372,0.98,58,[],[],"[(1117, 925)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.427],1,1333.639
7,False,373,1.494,89,[],[],"[(891, 912), (1120, 919)]",[],"[0, 1]",[139],[2.3166666666666664],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.818],0,1336.633
7,False,374,0.348,20,[],[],"[(1119, 908)]",[],[1],[66],[1.1],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.744],1,1347.237
7,False,375,1.493,89,[],[],"[(1114, 922)]",[],[1],[139],[2.3166666666666664],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.809],0,1349.933
7,False,376,0.319,19,[],[],"[(1098, 901)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.594],1,1353.794
7,False,377,0.338,20,[],[],"[(1095, 932)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.607],1,1356.3
7,False,378,0.695,41,[],[],"[(1099, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.797],0,1358.78
7,False,379,1.258,75,[],[],"[(1102, 937)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.364],1,1361.828
7,False,380,0.381,22,[],[],"[(1112, 925)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.806],0,1365.238
7,False,381,0.814,48,[],[],"[(1126, 894)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.505],1,1368.012
7,False,382,1.327,79,[],[],"[(1122, 907)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.443],1,1370.892
7,False,383,0.716,42,[],[],"[(1102, 916)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.672],1,1374.194
7,False,384,0.842,50,[],[],"[(1110, 907)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.491],1,1377.139
7,False,385,0.659,39,[],[],"[(951, 473), (1127, 921)]",[],"[0, 1]",[75],[1.25],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.575],1,1379.999
7,False,386,1.183,70,[],[],"[(1093, 907)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.511],1,1383.861
7,False,387,1.439,86,[],[],"[(1124, 906)]",[],[1],[136],[2.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.804],0,1391.826
7,False,388,0.954,57,[],[],"[(1097, 904)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.808],0,1395.613
7,False,389,0.912,54,[],[],"[(1102, 912)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.812],0,1398.924
7,False,390,0.663,39,[],[],"[(892, 821), (1097, 899)]",[],"[0, 1]",[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.515],1,1402.249
7,False,391,1.226,73,[],[],"[(1102, 900)]",[],[1],[123],[2.05],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.807],0,1408.647
7,False,392,0.438,26,[],[],"[(1122, 918)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.82],0,1412.216
7,False,393,1.029,61,[],[],"[(1088, 918)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.2],1,1415.07
7,False,394,1.43,85,[],[1439339],"[(1112, 910)]","[(1074, 923)]",[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0],0,1423.21
7,False,395,0.972,58,[],[],"[(1129, 905)]",[],[1],[99],[1.65],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.66],1,1425.998
7,False,396,0.728,43,[],[],"[(1116, 910)]",[],[1],[72],[1.2],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.46],1,1429.196
7,False,397,1.273,76,[],[],"[(1111, 907)]",[],[1],[126],[2.1],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.805],0,1431.98
7,False,398,1.168,70,[],[],"[(1117, 902)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.477],1,1435.552
7,False,399,0.779,46,[],[],"[(1113, 926)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.494],1,1438.766
7,False,400,1.486,89,[],[],"[(1122, 902)]",[],[1],[139],[2.3166666666666664],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.803],0,1441.563
7,False,401,1.189,71,[],[],"[(1112, 902)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.431],1,1445.39
7,False,402,0.746,44,[],[],"[(1101, 906)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.809],0,1448.546
7,False,403,0.43,25,[],[],"[(1102, 907)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.716],1,1451.604
7,False,404,0.747,44,[],[],"[(1091, 917)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.593],1,1454.302
7,False,405,1.434,86,[],[],"[(1106, 907)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.268],1,1457.179
7,False,406,1.42,85,[],[],"[(1117, 915)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.446],1,1460.426
7,False,407,1.299,77,[],[],"[(1083, 908)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.658],1,1463.835
7,False,408,1.213,72,[],[],"[(1128, 902)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.467],1,1467.373
7,False,409,0.96,57,[],[],"[(1116, 917)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.474],1,1470.763
7,False,410,0.663,39,[],[],"[(1102, 903)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.501],1,1473.771
7,False,411,0.722,43,[],[],"[(1110, 917)]",[],[1],[78],[1.3],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.555],1,1476.435
7,False,412,0.764,45,[],[],"[(1107, 917)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.542],1,1479.315
7,False,413,1.182,70,[],[],"[(1096, 913)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.51],1,1482.161
7,False,414,1.15,69,[],[],"[(1115, 916)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.538],1,1485.399
7,False,415,0.941,56,[],[],"[(1097, 918)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.482],1,1488.618
7,False,416,1.472,88,[],[],"[(1099, 916)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.182],1,1491.572
7,False,417,0.772,46,[],[],"[(1106, 918)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.47],1,1494.765
7,False,418,1.044,62,[],[],"[(1098, 917)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.801],0,1497.522
7,False,419,0.465,27,[],[],"[(1097, 922)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.589],1,1500.891
7,False,420,0.635,38,[],[],"[(1122, 915)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.553],1,1503.872
8,False,421,0.976,58,[],[],"[(1107, 912)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.495],1,1506.603
8,False,422,1.371,82,[],[],"[(1110, 907)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.572],1,1509.648
8,False,423,1.361,81,[],[],"[(1088, 917)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.183],1,1513.122
8,False,424,0.646,38,[],[],"[(1102, 907)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.658],1,1516.679
8,False,425,1.251,75,[],[],"[(1107, 912)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.287],1,1519.549
8,False,426,0.693,41,[],[],"[(1107, 914)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.799],0,1522.603
8,False,427,0.375,22,[],[],"[(1100, 917)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.803],0,1525.633
8,False,428,0.785,47,[],[],"[(1112, 922)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.639],1,1528.399
8,False,429,0.328,19,[],[],"[(1122, 930)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.607],1,1531.411
8,False,430,0.357,21,[],[],"[(1107, 920)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.804],0,1533.904
8,False,431,1.382,82,[],[],"[(1084, 923)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.101],1,1536.606
8,False,432,0.97,58,[],[],"[(1107, 927)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.395],1,1539.861
8,False,433,0.486,29,[],[],"[(1112, 917)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.528],1,1542.748
8,False,434,1.095,65,[],[],"[(1079, 906)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.331],1,1545.33
8,False,435,0.875,52,[],[],"[(1102, 917)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.445],1,1548.288
8,False,436,1.484,89,[],[],"[(1127, 909)]",[],[1],[139],[2.3166666666666664],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.816],0,1551.132
8,False,437,0.644,38,[],[],"[(1109, 902)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.521],1,1554.987
8,False,438,0.556,33,[],[],"[(1102, 914)]",[],[1],[69],[1.15],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.579],1,1557.689
8,False,439,1.101,66,[],[],"[(1101, 907)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.539],1,1560.339
8,False,440,1.07,64,[],[],"[(1088, 922)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.407],1,1563.509
8,False,441,0.65,39,[],[],"[(1103, 906)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.541],1,1566.565
8,False,442,0.371,22,[],[],"[(1091, 902)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.622],1,1569.413
8,False,443,1.122,67,[],[],"[(1102, 906)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.476],1,1572.019
8,False,444,1.33,79,[],[],"[(1102, 903)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.479],1,1575.176
8,False,445,1.04,62,[],[],"[(1103, 907)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.8],0,1578.489
8,False,446,0.768,46,[],[],"[(920, 477), (1131, 903)]",[],"[0, 1]",[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.248],1,1581.955
8,False,447,0.967,58,[],[],"[(1097, 893)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.066],1,1606.395
8,False,448,1.1,66,[],[],"[(1112, 913)]",[],[1],[116],[1.9333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.793],0,1609.256
8,False,449,1.174,70,[],[],"[(1088, 912)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.279],1,1612.702
8,False,450,0.923,55,[],[],"[(1088, 898)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.198],1,1616.134
8,False,451,0.556,33,[],[],"[(1120, 912)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.508],1,1619.346
8,False,452,0.854,51,[],[],"[(1099, 912)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.495],1,1621.929
8,False,453,1.344,80,[],[],"[(1123, 902)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.427],1,1624.789
8,False,454,1.304,78,[],[],"[(1118, 922)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.456],1,1628.031
8,False,455,0.874,52,[],[],"[(1127, 916)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.502],1,1631.318
8,False,456,1.207,72,[],[],"[(1112, 909)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.51],1,1634.4
8,False,457,0.8,48,[],[],"[(1107, 909)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.51],1,1637.624
8,False,458,0.546,32,[],[],"[(1127, 911)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.521],1,1640.452
8,False,459,1.224,73,[],[],"[(1130, 928)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.491],1,1643.031
8,False,460,0.976,58,[],[],"[(1102, 916)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.728],1,1646.312
8,False,461,1.44,86,[],[1675774],"[(1122, 923)]","[(1080, 936)]",[1],[63],[1.05],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0],0,1649.786
8,False,462,1.07,64,[],[],"[(1121, 906)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.294],1,1662.416
8,False,463,1.456,87,[],[1681570],"[(1118, 914)]","[(1086, 923)]",[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0],0,1665.363
8,False,464,1.387,83,[],[1684459],"[(1127, 899)]","[(1082, 924)]",[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,1668.22
8,False,465,0.739,44,[],[],"[(1127, 905)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.456],1,1671.101
8,False,466,1.068,64,[],[],"[(1112, 915)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.378],1,1674.173
8,False,467,0.988,59,[],[],"[(1097, 915)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.328],1,1677.158
8,False,468,0.537,32,[],[],"[(1107, 920)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.572],1,1679.994
8,False,469,0.328,19,[],[],"[(1092, 917)]",[],[1],[54],[0.9],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.559],1,1682.688
8,False,470,0.681,40,[],[],"[(1117, 918)]",[],[1],[75],[1.25],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.564],1,1685.169
8,False,471,0.565,33,[],[],"[(1100, 912)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.464],1,1687.935
8,False,472,1.302,78,[],[],"[(1119, 910)]",[],[1],[128],[2.1333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.803],0,1690.5
8,False,473,0.675,40,[],[],"[(1109, 909)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.492],1,1694.122
8,False,474,0.935,56,[],[],"[(1102, 908)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.553],1,1696.851
8,False,475,1.01,60,[],[],"[(1114, 919)]",[],[1],[93],[1.55],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.523],1,1699.894
8,False,476,0.7,42,[],[],"[(1107, 910)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.482],1,1702.974
8,False,477,0.383,22,[],[],"[(1107, 898)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.593],1,1705.699
8,False,478,0.97,58,[],[],"[(1094, 904)]",[],[1],[87],[1.45],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.46],1,1708.2
8,False,479,1.441,86,[],[],"[(1102, 914)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.183],1,1711.171
8,False,480,1.18,70,[],[],"[(1102, 924)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.317],1,1714.325
9,False,481,1.261,75,[],[],"[(1109, 907)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.431],1,1717.356
9,False,482,1.409,84,[],[],"[(1107, 909)]",[],[1],[105],[1.75],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.33],1,1720.551
9,False,483,1.023,61,[],[],"[(1075, 917)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.43],1,1723.83
9,False,484,0.629,37,[],[],"[(1078, 919)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.512],1,1726.828
9,False,485,0.37,22,[],[],"[(1141, 917)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.642],1,1729.553
9,False,486,0.392,23,[],[],"[(1106, 913)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.657],1,1732.083
9,False,487,1.278,76,[],[],"[(1107, 917)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.344],1,1734.694
9,False,488,1.313,78,[],[],"[(1103, 912)]",[],[1],[96],[1.6],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.28],1,1737.791
9,False,489,0.318,19,[],[],"[(1104, 916)]",[],[1],[55],[0.9166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.575],1,1740.89
9,False,490,1.349,80,[],[1759539],"[(1102, 917)]","[(1068, 933)]",[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,1743.297
9,False,491,0.71,42,[],[],"[(1118, 911)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.464],1,1746.192
9,False,492,0.437,26,[],[],"[(1104, 903)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.541],1,1749.022
9,False,493,1.266,75,[],[],"[(1095, 899)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.425],1,1751.554
9,False,494,0.914,54,[],[],"[(1107, 936)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.806],0,1754.77
9,False,495,0.57,34,[],[],"[(1127, 912)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.493],1,1757.987
9,False,496,0.393,23,[],[],"[(1093, 915)]",[],[1],[63],[1.05],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.647],1,1760.613
9,False,497,0.668,40,[],[],"[(1079, 911)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.464],1,1763.179
9,False,498,0.445,26,[],[],"[(1097, 922)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.541],1,1766.051
9,False,499,0.543,32,[],[],"[(1083, 910)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.593],1,1768.532
9,False,500,0.875,52,[],[],"[(1091, 907)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.497],1,1771.214
9,False,501,1.265,75,[],[],"[(1089, 904)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.395],1,1774.101
9,False,502,0.824,49,[],[],"[(1102, 917)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.631],1,1777.292
9,False,503,1.243,74,[],[],"[(1086, 911)]",[],[1],[96],[1.6],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.35],1,1780.245
9,False,504,0.396,23,[],[],"[(1127, 922)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.703],1,1783.45
9,False,505,0.462,27,[],[],"[(1088, 918)]",[],[1],[66],[1.1],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.627],1,1786.069
9,False,506,0.316,18,[],[],"[(1097, 924)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.639],1,1788.684
9,False,507,1.439,86,[],[],"[(1101, 914)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.033],1,1791.164
9,False,508,0.905,54,[],[],"[(1089, 919)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.575],1,1794.16
9,False,509,1.167,70,[],[],"[(1097, 917)]",[],[1],[75],[1.25],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.068],1,1797.178
