block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1113, 832)]",[],[1],[],vertical,"(890.0, 262.0)",,"('fix', 0.751)",0,0.632,0,0.0,same
0,2,valid,"[(1141, 865)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('fix', 0.152)",0,43.769,0,0.0,same
0,3,valid,"[(1131, 861)]",[],[1],[],vertical,"(890.0, 762.0)",,"('fix', 0.268)",0,45.649,0,0.0,same
0,4,valid,"[(1135, 860)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.177)",0,48.879,0,0.0,same
0,5,valid,"[(1130, 850)]","[(1138, 855)]",[1],[0.16666666666666666],horizontal,"(890.0, 262.0)",,"('bar', 0.186)",0,50.874,0,0.0,same
0,6,valid,"[(1129, 886)]",[],[1],[0.3833333333333333],vertical,"(390.0, 762.0)",0.7833333333333333,0.356,1,55.051,1,0.0,same
0,7,valid,"[(1107, 863)]",[],[1],[0.3833333333333333],vertical,"(390.0, 762.0)",1.1,0.357,1,68.074,1,0.0,same
0,8,valid,"[(1110, 859)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 762.0)",1.3,0.357,1,74.186,1,0.0,same
0,9,valid,"[(1068, 815)]",[],[1],[0.45],horizontal,"(890.0, 262.0)",0.5166666666666666,0.417,1,79.513,2,0.0,same
0,10,invalid_adjacent_other_bar,"[(1051, 875)]",[],[1],[0.7333333333333333],vertical,"(890.0, 762.0)",1.2,0.706,1,179.808,2,0.0,other
0,11,catch,"[(1074, 852)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.63),nan",0,11614.965,0,0.09090909090909091,same
0,12,catch,"[(1074, 850)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 0.697),nan",0,12421.655,0,0.16666666666666666,same
0,13,valid,"[(978, 828), (1067, 880)]",[],"[0, 1]",[0.4],vertical,"(890.0, 762.0)",1.1,0.361,1,16022.817,1,0.15384615384615385,same
0,14,valid,"[(1070, 836)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.051)",0,16325.202,0,0.14285714285714285,same
0,15,catch,"[(992, 957), (1179, 865)]",[],"[0, 1]",[],vertical,"(390.0, 762.0)",,"('fix', 0.066),nan",0,16336.086,0,0.2,same
0,16,catch,"[(1012, 740), (1045, 750), (987, 889), (1106, 865)]",[],"[0, 0, 0, 1]",[],vertical,"(390.0, 262.0)",,"('fix', 0.312),nan",0,16339.187,0,0.25,same
0,17,invalid_adjacent_other_bar,"[(1056, 933)]",[],[1],[],vertical,"(890.0, 262.0)",,"('fix', 0.265)",0,16347.277,0,0.23529411764705882,other
0,18,valid,"[(1016, 756)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('fix', 0.085)",0,16349.902,0,0.2222222222222222,same
0,19,catch,"[(1083, 761)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.248),nan",0,16351.525,0,0.2631578947368421,same
0,20,valid,"[(1216, 925)]","[(1180, 919)]",[1],[0.26666666666666666],vertical,"(390.0, 762.0)",,"('bar', 0.281)",0,16354.621,0,0.25,same
