block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1157, 891)]",[],[1],[0.3333333333333333],vertical,"(390.0, 762.0)",1.4,0.304,1,0.875,1
