block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,1.333,79,[],[260716],"[(1203, 895)]","[(1173, 923)]",[1],[41],[0.6833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[],[0],0,0.107
1,True,2,0.519,31,[],[281562],"[(1252, 837), (1203, 835)]","[(1193, 910)]","[0, 1]",[27],[0.45],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[],[0],0,255.235
1,True,3,1.373,82,[],[388515],"[(1185, 846)]","[(1169, 868)]",[1],[18],[0.3],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[],[0],0,276.082
1,True,4,0.586,35,[],[],"[(1143, 850)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[],[0],0,383.011
1,False,1,0.657,39,[],[],"[(1150, 838)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.3333333333333333],[0.462],1,390.437
1,False,2,0.928,55,[],[],"[(1215, 867)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,397.642
1,False,3,1.039,62,[],[],"[(1201, 863)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.4666666666666666],[0.576],1,419.024
1,False,4,0.642,38,[],[],"[(1193, 898)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.6333333333333333],[0.806],0,430.677
1,False,5,1.225,73,[],[],"[(156, 79), (1124, 928)]",[],"[0, 1]",[102],[1.7],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.85],[0.454],1,434.537
1,False,6,1.247,74,[],[],"[(1191, 903)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.2166666666666666],[0.588],1,442.601
1,False,7,0.966,57,[],[],"[(1193, 896)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.1333333333333333],[0.821],0,447.16
1,False,8,1.118,67,[],[],"[(1178, 876)]",[],[1],[105],[1.75],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.55],[0.607],1,451.574
1,False,9,1.143,68,[],[],"[(1194, 894)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.0333333333333332],[0.523],1,461.081
1,False,10,1.176,70,[],[],"[(1196, 904)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.5666666666666667],[0.51],1,465.321
1,False,11,0.518,31,[],[],"[(1188, 888)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.65],[0.53],1,470.054
1,False,12,0.383,22,[],[],"[(1197, 904)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.15],[0.558],1,475.668
1,False,13,1.4,84,[],[],"[(1197, 900)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.25],[0.493],1,479.253
1,False,14,1.074,64,[],[],"[(1149, 902)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.65],[0.8],0,483.9
1,False,15,0.588,35,[],[],"[(1179, 898)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.6333333333333333],[0.724],1,487.988
1,False,16,1.312,78,[],[],"[(1180, 919)]",[],[1],[128],[2.1333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.6833333333333333],[0.806],0,491.613
1,False,17,0.464,27,[],[],"[(1165, 891)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.9833333333333333],[0.685],1,496.876
1,False,18,1.39,83,[],[],"[(1203, 907)]",[],[1],[120],[2.0],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.9166666666666666],[0.59],1,500.873
