block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1091, 873)]",[],[1],[0.3833333333333333],horizontal,"(890.0, 262.0)",0.9833333333333333,0.356,1,0.447,1,0.0,same
0,2,valid,"[(1081, 847)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.2333333333333334,0.509,1,15.888,1,0.0,same
0,3,valid,"[(1123, 792)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",0.45,0.591,1,223.003,1,0.0,same
0,4,valid,"[(1141, 804)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.9666666666666667,0.513,1,227.657,2,0.0,same
0,5,valid,"[(1154, 800)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.55,0.561,1,232.786,2,0.0,same
0,6,valid,"[(1154, 804)]",[],[1],[0.65],vertical,"(890.0, 762.0)",0.5,0.608,1,237.906,2,0.0,same
0,7,catch,"[(1160, 812)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,243.057,2,0.0,same
0,8,valid,"[(1136, 786)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",1.3833333333333333,0.424,1,248.591,3,0.0,same
0,9,valid,"[(1154, 784)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",1.15,0.528,1,255.319,3,0.0,same
0,10,valid,"[(1166, 788)]",[],[1],[0.5],vertical,"(890.0, 762.0)",1.0,0.464,1,261.279,3,0.0,same
0,11,valid,"[(1159, 795)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",0.75,0.455,1,267.208,3,0.0,same
0,12,valid,"[(1150, 776)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.15,nan,0,272.786,0,0.0,same
0,13,valid,"[(1131, 779)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.5,nan,0,277.941,0,0.0,same
0,14,catch,"[(1111, 800)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,283.355,1,0.0,same
0,15,catch,"[(1158, 792)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,292.373,1,0.0,same
0,16,valid,"[(1166, 808)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.3,0.511,1,297.984,1,0.0,same
0,17,valid,"[(1170, 797)]",[],[1],[0.6],vertical,"(890.0, 762.0)",1.3833333333333333,0.557,1,303.841,2,0.0,same
0,18,valid,"[(1136, 765)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",1.1333333333333333,0.49,1,309.539,2,0.0,same
0,19,catch,"[(1162, 800)]",[],[1],[],vertical,"(390.0, 262.0)",1.7,nan,1,315.256,2,0.0,same
0,20,valid,"[(1156, 784)]",[],[1],[0.48333333333333334],vertical,"(390.0, 762.0)",0.6833333333333333,0.445,1,321.184,2,0.0,same
0,21,valid,"[(1132, 800)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.85,nan,0,326.424,0,0.0,same
0,22,catch,"[(1131, 807)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,331.291,1,0.0,same
0,23,valid,"[(1114, 796)]","[(1074, 828)]",[1],[0.55],horizontal,"(390.0, 262.0)",,"('bar', 0.564)",0,336.607,0,0.0,same
0,24,valid,"[(1105, 797)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.6166666666666667,0.535,1,339.273,1,0.0,same
0,25,catch,"[(1157, 815)]",[],[1],[],vertical,"(390.0, 262.0)",1.7,nan,1,756.242,1,0.0,same
0,26,valid,"[(1170, 791)]",[],[1],[0.48333333333333334],vertical,"(390.0, 762.0)",1.15,0.439,1,762.756,1,0.0,same
0,27,valid,"[(1158, 792)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.7,nan,0,768.341,0,0.0,same
0,28,valid,"[(1131, 781)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.45,nan,0,772.943,0,0.0,same
0,29,invalid_same_bar,"[(1106, 834)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.0333333333333332,0.474,1,777.608,1,0.0,same
0,30,valid,"[(1161, 791)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.3833333333333333,nan,0,1139.292,0,0.0,same
0,31,catch,"[(1135, 804)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,1144.441,1,0.0,same
0,32,catch,"[(1140, 810)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,1149.617,1,0.0,same
0,33,valid,"[(1160, 799)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.3666666666666667,0.498,1,1155.86,1,0.0,same
0,34,valid,"[(1159, 791)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",1.3833333333333333,0.53,1,1161.537,2,0.0,same
0,35,valid,"[(1157, 783)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.7833333333333333,nan,0,1167.117,0,0.0,same
0,36,valid,"[(1123, 773)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 762.0)",0.9833333333333333,0.638,1,1171.576,1,0.0,same
0,37,valid,"[(1165, 790)]",[],[1],[0.5],vertical,"(890.0, 762.0)",1.15,0.46,1,1176.933,1,0.0,same
0,38,invalid_adjacent_other_bar,"[(1155, 785)]",[],[1],[0.5],vertical,"(890.0, 762.0)",0.85,0.461,1,1182.041,1,0.0,other
0,39,valid,"[(1153, 766)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.6333333333333333,0.512,1,1187.027,2,0.0,same
0,40,valid,"[(1137, 792)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.1333333333333333,0.561,1,1192.137,2,0.0,same
0,41,valid,"[(1144, 808)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.45,nan,0,1197.86,0,0.0,same
0,42,valid,"[(1129, 787)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",1.1666666666666667,0.558,1,1203.076,1,0.0,same
0,43,catch,"[(1155, 806)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,1208.077,1,0.0,same
0,44,invalid_same_bar,"[(1141, 793)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 762.0)",0.3833333333333333,0.64,1,1213.776,1,0.0,same
