block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,catch,"[(1064, 889)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,0.461,1,0.0,0.25
0,2,catch,"[(1127, 839)]",[],[1],[],vertical,"(390.0, 762.0)",1.6,nan,1,11.688,1,0.0,0.25
0,3,target,"[(1132, 846)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.9666666666666667,nan,0,45.324,0,0.0,0.25
0,4,target,"[(1121, 845)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.7666666666666666,nan,0,49.977,0,0.0,0.25
0,5,target,"[(1127, 836)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.7833333333333333,nan,0,60.662,0,0.0,0.25
0,6,target,"[(1129, 833)]",[],[1],[0.6833333333333333],vertical,"(390.0, 262.0)",0.5666666666666667,0.659,1,65.509,1,0.0,0.25
0,7,catch,"[(1150, 799)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,70.385,1,0.0,0.25
0,8,target,"[(1184, 800)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.4666666666666667,nan,0,75.496,0,0.0,0.25
0,9,catch,"[(1165, 799)]",[],[1],[],vertical,"(390.0, 262.0)",1.6,nan,1,80.108,1,0.0,0.25
0,10,target,"[(1157, 785)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",1.2166666666666666,0.585,1,86.044,1,0.0,0.25
0,11,target,"[(1176, 792)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.4166666666666667,0.476,1,91.356,1,0.0,0.25
0,12,target,"[(1175, 772)]",[],[1],[0.5],vertical,"(390.0, 762.0)",1.4166666666666667,0.473,1,97.426,2,0.0,0.25
0,13,target,"[(1147, 751), (1155, 818)]",[],"[0, 1]",[0.5333333333333333],horizontal,"(890.0, 762.0)",1.2166666666666666,0.491,1,103.607,2,0.0,0.25
0,14,catch,"[(1149, 769)]",[],[1],[],vertical,"(390.0, 762.0)",1.6,nan,1,110.13,2,0.0,0.25
0,15,target,"[(1175, 775)]",[],[1],[0.45],horizontal,"(890.0, 762.0)",1.3666666666666667,0.422,1,115.824,2,0.0,0.25
0,16,catch,"[(1160, 763)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,121.36,3,0.0,0.25
0,17,target,"[(1167, 767)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",1.0,0.632,1,127.382,3,0.0,0.25
0,18,catch,"[(1165, 771)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,133.428,3,0.0,0.25
0,19,target,"[(1175, 778)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 762.0)",0.8,0.333,1,139.179,3,0.0,0.25
0,20,target,"[(1172, 789)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.8666666666666667,0.521,1,144.959,3,0.0,0.25
0,21,target,"[(1160, 765)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",0.4,0.59,1,150.302,3,0.0,0.25
0,22,catch,"[(1180, 748), (1162, 796)]",[],"[0, 1]",[],horizontal,"(390.0, 262.0)",1.6,nan,1,155.802,3,0.0,0.25
0,23,target,"[(1172, 766)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.2,0.504,1,162.844,3,0.0,0.25
0,24,catch,"[(1162, 763)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,168.682,3,0.0,0.25
0,25,target,"[(1158, 781)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.65,nan,0,174.35,0,0.0,0.25
0,26,target,"[(1161, 789)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.0666666666666667,0.544,1,178.504,1,0.0,0.25
0,27,catch,"[(1185, 767)]",[],[1],[],horizontal,"(390.0, 262.0)",1.6,nan,1,183.535,1,0.0,0.25
0,28,target,"[(1170, 767)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.95,0.479,1,188.83,1,0.0,0.25
0,29,target,"[(1180, 792)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.36666666666666664,nan,0,194.055,0,0.0,0.25
0,30,target,"[(1180, 759)]",[],[1],[0.4666666666666667],vertical,"(390.0, 262.0)",1.1166666666666667,0.436,1,198.555,1,0.0,0.25
0,31,catch,"[(1184, 781)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,203.374,1,0.0,0.25
0,32,target,"[(1151, 795)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.4166666666666667,nan,0,208.545,0,0.0,0.25
0,33,target,"[(1153, 789)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",0.43333333333333335,0.502,1,213.08,1,0.0,0.25
0,34,target,"[(1180, 789)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 262.0)",1.0666666666666667,0.443,1,217.72,1,0.0,0.25
0,35,target,"[(1188, 790)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.4166666666666667,0.59,1,223.288,1,0.0,0.25
0,36,catch,"[(1179, 766)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,227.887,2,0.0,0.25
0,37,target,"[(1179, 768)]",[],[1],[0.5],vertical,"(890.0, 262.0)",0.35,0.467,1,233.492,2,0.0,0.25
0,38,target,"[(1180, 762)]",[],[1],[0.4],vertical,"(390.0, 262.0)",1.2666666666666666,0.369,1,238.645,2,0.0,0.25
0,39,target,"[(1181, 779)]",[],[1],[0.5],vertical,"(390.0, 762.0)",1.1833333333333333,0.467,1,244.193,2,0.0,0.25
0,40,target,"[(1180, 767)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.85,0.464,1,250.045,3,0.0,0.25
0,41,catch,"[(1176, 756)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,255.767,3,0.0,0.25
0,42,target,"[(1179, 765)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",0.6833333333333333,0.429,1,261.855,3,0.0,0.25
0,43,target,"[(1180, 765)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.8333333333333334,0.49,1,267.337,3,0.0,0.25
0,44,target,"[(1171, 760)]",[],[1],[0.16666666666666666],horizontal,"(890.0, 762.0)",1.0,0.135,0,273.14,0,0.0,0.25
0,45,target,"[(1180, 786)]","[(1143, 833)]",[1],[0.6666666666666666],vertical,"(890.0, 262.0)",,"('bar', 0.675)",0,277.494,0,0.0,0.25
0,46,target,"[(1145, 803)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.9666666666666667,nan,0,280.504,0,0.0,0.25
0,47,target,"[(1155, 780)]",[],[1],[0.5],vertical,"(390.0, 762.0)",0.9833333333333333,0.461,1,284.957,1,0.0,0.25
0,48,catch,"[(1178, 751), (1154, 816)]",[],"[0, 1]",[],vertical,"(390.0, 762.0)",1.6,nan,1,289.797,1,0.0,0.25
0,49,target,"[(1178, 779)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.7,0.542,1,295.879,1,0.0,0.25
0,50,target,"[(1147, 760)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.2166666666666666,0.564,1,300.869,2,0.0,0.25
0,51,target,"[(1183, 787)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.243)",0,306.39,0,0.02,0.25
