block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1135, 861)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",0.5,0.434,1,0.408,1
0,2,target,"[(1041, 813), (1041, 813)]",[],"[1, 1]",[0.85],vertical,"(890.0, 762.0)",1.5666666666666667,nan,0,13.472,0
0,3,target,"[(1017, 870)]",[],[1],[0.7333333333333333],horizontal,"(890.0, 762.0)",0.6,0.694,1,23.941,1
0,4,target,"[(1048, 881)]",[],[1],[0.43333333333333335],vertical,"(390.0, 762.0)",1.3666666666666667,0.397,1,48.041,1
0,5,target,"[(1032, 883)]",[],[1],[0.7833333333333333],horizontal,"(890.0, 762.0)",0.5833333333333334,0.747,1,53.358,1
0,6,target,"[(1055, 849)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.4,0.525,1,58.457,2
0,7,target,"[(1059, 834)]",[],[1],[0.5],vertical,"(890.0, 762.0)",0.9666666666666667,0.46,1,64.273,1
0,8,target,"[(1065, 837)]",[],[1],[0.8166666666666667],vertical,"(390.0, 262.0)",0.5166666666666666,0.774,1,69.308,1
0,9,target,"[(1055, 826)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.7333333333333333,0.495,1,73.941,1
0,10,target,"[(1049, 822)]",[],[1],[0.16666666666666666],vertical,"(890.0, 262.0)",0.9333333333333333,0.132,1,78.676,2
0,11,target,"[(1030, 856)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.7333333333333333,0.504,1,84.042,1
0,12,target,"[(1051, 846)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 762.0)",1.2333333333333334,0.329,1,88.643,1
0,13,target,"[(1018, 857)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.9833333333333333,0.475,1,93.458,1
0,14,target,"[(1048, 837)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",1.25,0.491,1,98.177,2
0,15,catch,"[(1053, 825)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",1.1666666666666667,nan,1,104.065,1
0,16,target,"[(1068, 837)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 762.0)",0.8833333333333333,0.379,1,108.889,1
0,17,target,"[(1054, 825)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 1.236)",0,113.491,0
0,18,target,"[(1053, 844)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.5666666666666667,0.483,1,118.248,1
0,19,target,"[(1071, 809)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.426)",0,122.843,0
0,20,target,"[(1036, 842)]",[],[1],[0.31666666666666665],vertical,"(390.0, 262.0)",1.3,0.274,1,126.918,1
0,21,catch,"[(1070, 813)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.2,nan,1,131.605,1
0,22,target,"[(1068, 842)]",[],[1],[0.43333333333333335],vertical,"(890.0, 762.0)",1.3,0.392,1,136.442,1
0,23,target,"[(1057, 830)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",0.5666666666666667,0.545,1,141.637,2
0,24,target,"[(1053, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.55,nan,0,146.807,0
0,25,target,"[(1055, 847)]",[],[1],[0.6333333333333333],vertical,"(390.0, 262.0)",0.6666666666666666,0.597,1,150.713,1
0,26,catch,"[(1037, 809)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.25,nan,1,156.058,1
0,27,target,"[(1053, 835)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 1.244)",0,160.592,0
0,28,target,"[(1041, 824)]",[],[1],[0.35],horizontal,"(390.0, 762.0)",1.25,0.315,1,165.032,1
0,29,target,"[(1053, 808)]",[],[1],[0.36666666666666664],vertical,"(390.0, 262.0)",0.8166666666666667,0.331,1,169.974,1
0,30,catch,"[(1053, 808)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 1.176)",0,174.833,0
0,31,target,"[(1041, 837)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",0.8666666666666667,0.589,1,179.308,1
0,32,catch,"[(1061, 814)]",[],[1],[0.05],vertical,"(890.0, 762.0)",1.2833333333333332,nan,1,184.042,1
0,33,target,"[(1058, 828)]",[],[1],[0.08333333333333333],vertical,"(890.0, 262.0)",1.5666666666666667,0.051,1,188.742,1
0,34,target,"[(1053, 815)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.517)",0,193.852,0
0,35,target,"[(1037, 825)]",[],[1],[0.6333333333333333],horizontal,"(890.0, 762.0)",0.8,0.589,1,198.257,1
0,36,target,"[(1053, 826)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.075)",0,202.954,0
0,37,target,"[(1051, 829)]",[],[1],[0.36666666666666664],vertical,"(890.0, 762.0)",1.2,0.329,1,207.474,1
0,38,target,"[(1052, 806)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.453)",0,212.342,0
0,39,target,"[(1039, 831)]",[],[1],[0.4],horizontal,"(890.0, 262.0)",1.45,0.361,1,216.836,1
0,40,target,"[(1047, 808)]",[],[1],[0.3],vertical,"(390.0, 262.0)",1.5,0.264,1,221.853,1
0,41,target,"[(1061, 799)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.468)",0,226.926,0
0,42,target,"[(1052, 825)]",[],[1],[0.13333333333333333],horizontal,"(890.0, 262.0)",1.5166666666666666,0.101,1,231.111,1
0,43,target,"[(1053, 812)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.9,0.521,1,236.624,1
0,44,target,"[(1054, 809)]",[],[1],[0.26666666666666666],vertical,"(890.0, 262.0)",1.2333333333333334,0.233,1,241.87,1
0,45,target,"[(1069, 818)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 1.603)",0,246.992,0
0,46,target,"[(1043, 820)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.5166666666666666,0.505,1,251.765,1
0,47,catch,"[(1051, 813)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",1.0,nan,1,256.958,1
0,48,target,"[(1049, 819)]",[],[1],[0.3333333333333333],horizontal,"(890.0, 762.0)",1.15,0.296,1,261.621,1
0,49,target,"[(1056, 816)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.55,0.506,1,266.677,2
0,50,target,"[(1052, 852)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",0.9833333333333333,0.593,1,271.351,1
0,51,target,"[(1065, 820)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 762.0)",1.2833333333333332,0.201,1,276.416,1
0,52,target,"[(1056, 823)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.5333333333333333,nan,0,281.44,0
0,53,target,"[(1042, 852)]",[],[1],[0.35],vertical,"(890.0, 262.0)",1.3,0.313,1,285.566,1
0,54,target,"[(1057, 844)]",[],[1],[0.65],horizontal,"(390.0, 762.0)",0.5333333333333333,0.611,1,290.932,1
0,55,target,"[(1054, 812)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.9333333333333333,0.477,1,295.625,1
0,56,target,"[(1053, 808)]",[],[1],[0.7],vertical,"(390.0, 262.0)",0.5833333333333334,0.652,1,300.474,2
0,57,target,"[(1049, 804)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.5333333333333333,0.576,1,305.954,1
0,58,target,"[(1053, 803)]",[],[1],[0.3],vertical,"(890.0, 762.0)",1.1833333333333333,0.263,1,310.758,1
0,59,target,"[(1039, 815)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.5666666666666667,0.519,1,315.743,1
0,60,target,"[(1057, 812)]",[],[1],[0.1],horizontal,"(890.0, 762.0)",1.4,0.066,1,320.597,2
0,61,target,"[(1055, 812)]",[],[1],[0.06666666666666667],horizontal,"(890.0, 262.0)",1.6166666666666667,0.036,1,325.922,1
0,62,target,"[(1057, 795)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 762.0)",1.3333333333333333,0.201,1,330.608,1
0,63,catch,"[(1057, 835)]",[],[1],"[0.05, 0.05]",vertical,"(390.0, 762.0)",1.0666666666666667,"0.018,nan",1,335.809,1
0,64,target,"[(1061, 819)]",[],[1],[0.2],horizontal,"(390.0, 262.0)",1.3666666666666667,0.169,1,341.109,2
0,65,target,"[(1037, 817)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.6666666666666666,0.51,1,346.4,1
0,66,target,"[(1034, 799)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.382)",0,351.309,0
0,67,target,"[(1028, 852)]",[],[1],[0.6333333333333333],vertical,"(890.0, 762.0)",0.7333333333333333,0.586,1,355.892,1
0,68,target,"[(1057, 834)]",[],[1],[0.7],horizontal,"(890.0, 762.0)",0.8666666666666667,0.657,1,361.141,1
0,69,target,"[(1057, 823)]",[],[1],[0.5166666666666666],vertical,"(390.0, 762.0)",1.0333333333333332,0.478,1,366.426,1
0,70,target,"[(1055, 823)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.9333333333333333,0.507,1,371.432,2
0,71,target,"[(1056, 818)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",1.45,0.379,1,377.209,1
0,72,target,"[(1068, 823)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.85,0.536,1,382.259,1
0,73,target,"[(1041, 800)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.6,nan,0,387.193,0
0,74,target,"[(1050, 833)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",0.55,0.548,1,391.526,1
0,75,target,"[(1053, 840)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 262.0)",1.1833333333333333,0.402,1,396.358,1
0,76,catch,"[(1057, 813)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.3666666666666667,nan,1,402.002,1
0,77,target,"[(1051, 802)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.6833333333333333,0.576,1,407.225,2
0,78,target,"[(1049, 824)]",[],[1],[0.65],horizontal,"(390.0, 762.0)",0.55,0.606,1,412.541,1
