block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc
1,True,1,0.479,28,[],[],"[(1131, 861)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,True,2,0.306,18,[],[],"[(1125, 876)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,0
1,True,3,1.338,80,[],[],"[(1137, 892)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,True,4,1.257,75,[],[],"[(1156, 914)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,1,0.842,50,[],[],"[(1124, 896)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,2,1.492,89,[],[],"[(1105, 906)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,3,0.744,44,[],[],"[(1121, 879)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,4,0.842,50,[],[],"[(1124, 861)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,5,0.676,40,[],[],"[(1105, 899)]",[],[1],[69],[1.15],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
1,False,6,0.832,49,[],[],"[(1130, 911)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,7,1.446,86,[],[],"[(1105, 885)]",[],[1],[117],[1.95],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,8,0.831,49,[],[],"[(1140, 880)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
1,False,9,0.726,43,[],[],"[(1122, 897)]",[],[1],[69],[1.15],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,10,0.373,22,[],[],"[(1141, 921)]",[],[1],[52],[0.8666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,11,1.406,84,[],[],"[(1139, 883)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,12,1.34,80,[],[],"[(1149, 919)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
1,False,13,1.157,69,[],[],"[(1124, 903)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
1,False,14,1.276,76,[],[],"[(1142, 897)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,15,0.593,35,[],[],"[(1121, 890)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,16,1.387,83,[],[],"[(1158, 903)]",[],[1],[117],[1.95],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,17,0.821,49,[],[],"[(1130, 919)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,18,0.65,39,[],[],"[(1134, 920)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,19,1.475,88,[],[],"[(1162, 928)]",[],[1],[119],[1.9833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,20,1.402,84,[],[],"[(1159, 902)]",[],[1],[127],[2.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,21,0.683,40,[],[],"[(1130, 936)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
1,False,22,0.71,42,[],[],"[(1153, 886)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,23,1.278,76,[],[],"[(1159, 903)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,24,0.426,25,[],[],"[(1146, 917)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,25,0.758,45,[],[],"[(1159, 915)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,26,1.046,62,[],[],"[(1126, 904)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
1,False,27,0.98,58,[],[185661],"[(1162, 933)]","[(1174, 919)]",[1],[52],[0.8666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,0
1,False,28,0.956,57,[],[],"[(1131, 935)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,29,1.439,86,[],[],"[(1147, 880)]",[],[1],[117],[1.95],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,30,0.891,53,[],[],"[(1152, 898)]",[],[1],[81],[1.35],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,31,0.972,58,[],[197041],"[(1155, 905)]","[(1155, 905)]",[1],[4],[0.06666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,0
1,False,32,0.867,52,[],[],"[(1148, 884)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,False,33,1.413,84,[],[],"[(1142, 910)]",[],[1],[124],[2.0666666666666664],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,34,0.599,35,[],[],"[(1141, 921)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,35,1.202,72,[],[],"[(1160, 892)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,36,1.128,67,[],[],"[(1154, 896)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,37,1.377,82,[],[],"[(1158, 873)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,38,1.37,82,[],[],"[(1158, 898)]",[],[1],[108],[1.8],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
1,False,39,1.007,60,[],[232151],"[(1135, 887)]","[(1102, 915)]",[1],[19],[0.31666666666666665],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,0
1,False,40,1.034,62,[],[],"[(1167, 884)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,41,1.145,68,[],[236872],"[(1154, 843)]","[(1148, 852)]",[1],[9],[0.15],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,0
1,False,42,0.893,53,[],[238359],"[(1179, 850)]","[(1121, 885)]",[1],[12],[0.2],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,0
1,False,43,0.789,47,[],[],"[(1153, 881)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,44,0.92,55,[],[],"[(1128, 916)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,45,1.131,67,[],[],"[(1149, 897)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
1,False,46,1.333,79,[],[],"[(1144, 906)]",[],[1],[127],[2.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,47,1.152,69,[],[],"[(1115, 898)]",[],[1],[119],[1.9833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,0
1,False,48,0.67,40,[],[],"[(1102, 916)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,49,0.358,21,[],[],"[(1162, 899)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
1,False,50,0.347,20,[],[],"[(1142, 895)]",[],[1],[52],[0.8666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,51,1.47,88,[],[],"[(1146, 888)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,52,1.135,68,[],[278646],"[(1161, 908)]","[(1161, 908)]",[1],[4],[0.06666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,0
1,False,53,0.527,31,[],[],"[(1163, 889)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,54,1.346,80,[],[],"[(1151, 897)]",[],[1],[106],[1.7666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
1,False,55,1.25,75,[],[],"[(1145, 888)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,56,0.997,59,[],[],"[(1140, 888)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
1,False,57,0.404,24,[],[],"[(1106, 908)]",[],[1],[54],[0.9],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
1,False,58,0.388,23,[],[],"[(1153, 902)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,59,1.146,68,[],[],"[(1143, 909)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
1,False,60,0.531,31,[],[],"[(1124, 925)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,61,1.359,81,[],[],"[(1138, 893)]",[],[1],[121],[2.0166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,62,0.419,25,[],[],"[(1136, 885)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,63,1.438,86,[],[],"[(1158, 909)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,64,1.431,85,[],[],"[(1143, 911)]",[],[1],[117],[1.95],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
2,False,65,0.767,46,[],[],"[(1140, 894)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,66,0.584,35,[],[],"[(1130, 875)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,67,1.306,78,[],[],"[(1140, 897)]",[],[1],[105],[1.75],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,68,1.426,85,[],[],"[(1164, 881)]",[],[1],[116],[1.9333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
2,False,69,0.834,50,[],[],"[(1163, 899)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,70,1.211,72,[],[],"[(1126, 895)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
2,False,71,0.515,30,[],[],"[(1159, 896)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,72,0.507,30,[],[],"[(1137, 907)]",[],[1],[57],[0.95],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,73,0.938,56,[],[],"[(1147, 916)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,74,0.833,49,[],[],"[(1142, 887)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,75,0.662,39,[],[],"[(1152, 897)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,76,0.355,21,[],[],"[(1145, 899)]",[],[1],[50],[0.8333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,77,0.535,32,[],[],"[(1145, 898)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
2,False,78,0.319,19,[],[],"[(1153, 901)]",[],[1],[57],[0.95],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,79,0.973,58,[],[],"[(1144, 902)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
2,False,80,1.009,60,[],[],"[(1144, 900)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,81,1.119,67,[],[],"[(1142, 888)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,82,1.131,67,[],[],"[(1124, 943)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,83,0.853,51,[],[],"[(1158, 901)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,84,0.956,57,[],[],"[(1141, 904)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
2,False,85,0.849,50,[],[],"[(1140, 905)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,86,0.996,59,[],[],"[(1144, 894)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,87,0.985,59,[],[],"[(1135, 914)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
2,False,88,1.288,77,[],[684630],"[(1154, 907)]","[(1140, 926)]",[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,0
2,False,89,0.467,28,[],[],"[(1080, 880)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,90,0.683,40,[],[],"[(1127, 906)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,91,0.659,39,[],[],"[(1124, 901)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
2,False,92,0.99,59,[],[],"[(1151, 904)]",[],[1],[90],[1.5],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,93,1.203,72,[],[],"[(1144, 932)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
2,False,94,1.497,89,[],[],"[(1124, 931)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
2,False,95,0.386,23,[],[],"[(1124, 933)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
2,False,96,1.365,81,[],[],"[(1145, 927)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,97,1.306,78,[],[],"[(1159, 888)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,98,0.494,29,[],[],"[(1140, 929)]",[],[1],[57],[0.95],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,99,1.404,84,[],[],"[(1155, 899)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
2,False,100,1.215,72,[],[],"[(1156, 915)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,101,1.252,75,[],[],"[(1168, 903)]",[],[1],[99],[1.65],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,102,1.339,80,[],[],"[(1138, 915)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,103,0.737,44,[],[846984],"[(1163, 920)]","[(1143, 913)]",[1],[31],[0.5166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,0
2,False,104,1.472,88,[],[],"[(1155, 881)]",[],[1],[134],[2.2333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,105,1.099,65,[],[],"[(1130, 895)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,106,0.343,20,[],[],"[(1142, 894)]",[],[1],[54],[0.9],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
2,False,107,1.436,86,[],[],"[(1141, 918)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,108,0.373,22,[],[],"[(1149, 887)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
2,False,109,1.251,75,[],[],"[(1153, 892)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,110,0.854,51,[],[],"[(1156, 890)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
2,False,111,0.391,23,[],[],"[(1153, 888)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
2,False,112,0.341,20,[],[],"[(1148, 897)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
2,False,113,0.856,51,[],[],"[(1168, 891)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,114,1.141,68,[],[],"[(1158, 874)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,115,0.867,52,[],[],"[(1172, 898)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
2,False,116,0.64,38,[],[],"[(1171, 881)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
2,False,117,0.465,27,[],[],"[(1155, 879)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
2,False,118,1.072,64,[],[],"[(1158, 871)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
2,False,119,0.425,25,[],[],"[(1167, 894)]",[],[1],[63],[1.05],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
2,False,120,1.069,64,[],[],"[(1160, 903)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
3,False,121,0.616,36,[],[],"[(1181, 897)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,122,0.908,54,[],[],"[(1127, 901)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
3,False,123,0.707,42,[],[],"[(1106, 919)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
3,False,124,1.238,74,[],[],"[(1137, 905)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
3,False,125,1.292,77,[],[],"[(1125, 903)]",[],[1],[103],[1.7166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
3,False,126,0.834,50,[],[],"[(1126, 901)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
3,False,127,0.578,34,[],[],"[(1152, 896)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,128,0.939,56,[],[],"[(1142, 919)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,129,0.772,46,[],[],"[(1142, 898)]",[],[1],[75],[1.25],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,130,0.608,36,[],[],"[(1134, 923)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
3,False,131,1.138,68,[],[],"[(1141, 912)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,132,0.524,31,[],[],"[(1144, 901)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,133,0.872,52,[],[],"[(1136, 911)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,134,1.027,61,[],[],"[(1128, 906)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
3,False,135,0.556,33,[],[],"[(1125, 907)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
3,False,136,0.482,28,[],[],"[(1144, 910)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,137,0.403,24,[],[],"[(1108, 911)]",[],[1],[48],[0.8],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,138,1.273,76,[],[],"[(1155, 896)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
3,False,139,0.55,33,[],[],"[(1143, 915)]",[],[1],[63],[1.05],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,140,0.769,46,[],[],"[(1102, 928)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,141,0.437,26,[],[],"[(1137, 896)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,142,0.468,28,[],[],"[(1144, 920)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,143,0.835,50,[],[],"[(1113, 904)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
3,False,144,1.253,75,[],[],"[(1157, 946)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
3,False,145,1.213,72,[],[],"[(1123, 912)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
3,False,146,1.217,73,[],[],"[(1145, 918)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,147,0.764,45,[],[],"[(1158, 919)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,148,1.137,68,[],[],"[(1127, 902)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,149,1.157,69,[],[],"[(1148, 890)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,150,0.379,22,[],[],"[(1146, 910)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,151,0.816,48,[],[],"[(1132, 897)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,152,1.149,68,[],[],"[(1158, 885)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,153,0.774,46,[],[],"[(1143, 907)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,154,0.811,48,[],[],"[(1122, 915)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,155,0.509,30,[],[],"[(1140, 899)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
3,False,156,0.812,48,[],[],"[(1123, 914)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
3,False,157,0.618,37,[],[],"[(1139, 919)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
3,False,158,1.19,71,[],[],"[(1159, 920)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,159,1.226,73,[],[],"[(1157, 919)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
3,False,160,1.256,75,[],[],"[(1139, 903)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,161,0.3,18,[],[],"[(1137, 903)]",[],[1],[46],[0.7666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,162,0.894,53,[],[],"[(1163, 920)]",[],[1],"[103, 103]","[1.7166666666666666, 1.7166666666666666]","[640.0, 512.0]",vertical,"(890.0, 262.0)",0,0
3,False,163,1.168,70,[],[],"[(1152, 906)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,164,0.739,44,[],[],"[(1134, 908)]",[],[1],[72],[1.2],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,165,1.193,71,[],[],"[(1142, 897)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,166,1.264,75,[],[],"[(1161, 903)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
3,False,167,1.026,61,[],[],"[(1142, 906)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
3,False,168,1.337,80,[],[],"[(1159, 911)]",[],[1],[108],[1.8],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,169,0.673,40,[],[],"[(1136, 903)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,170,1.185,71,[],[],"[(1135, 905)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
3,False,171,0.584,35,[],[],"[(1149, 919)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
3,False,172,0.472,28,[],[],"[(1123, 903)]",[],[1],[63],[1.05],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,173,1.498,89,[],[],"[(1164, 913)]",[],[1],[126],[2.1],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,174,1.139,68,[],[],"[(1142, 908)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,175,1.212,72,[],[],"[(1144, 904)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
3,False,176,0.329,19,[],[],"[(1147, 898)]",[],[1],[49],[0.8166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
3,False,177,1.031,61,[],[],"[(1143, 898)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
