block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc
21,False,1260,1.263,75,[],[],"[(1105, 925)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1261,1.445,86,[],[],"[(1124, 904)]",[],[1],[136],[2.2666666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,0
22,False,1262,0.71,42,[],[],"[(1123, 900)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1263,0.399,23,[],[],"[(1128, 918)]",[],[1],[53],[0.8833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
22,False,1264,1.273,76,[],[],"[(1112, 920)]",[],[1],[105],[1.75],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1265,0.789,47,[],[],"[(1115, 903)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
22,False,1266,1.055,63,[],[],"[(1125, 907)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1267,1.301,78,[],[],"[(1102, 907)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1268,0.712,42,[],[],"[(1137, 912)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1269,0.616,36,[],[],"[(1126, 889)]",[],[1],[63],[1.05],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1270,0.611,36,[],[],"[(1133, 881)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1271,1.095,65,[],[],"[(1124, 904)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1272,0.529,31,[],[],"[(1125, 885)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
22,False,1273,0.529,31,[],[],"[(1143, 902)]",[],[1],[57],[0.95],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1274,0.68,40,[],[],"[(1125, 901)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1275,0.514,30,[],[],"[(1147, 895)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1276,1.228,73,[],[],"[(1133, 897)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
22,False,1277,0.367,22,[],[],"[(1110, 903)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1278,0.536,32,[],[],"[(1133, 915)]",[],[1],[68],[1.1333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1279,0.776,46,[],[],"[(1121, 909)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
22,False,1280,1.45,87,[],[],"[(1102, 909)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1281,0.397,23,[],[],"[(1123, 918)]",[],[1],[58],[0.9666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1282,0.366,21,[],[],"[(1137, 907)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1283,0.519,31,[],[],"[(1111, 919)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
22,False,1284,1.471,88,[],[],"[(1088, 903)]",[],[1],[112],[1.8666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
22,False,1285,0.433,25,[],[],"[(1136, 906)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
22,False,1286,0.666,39,[],[],"[(1107, 881)]",[],[1],[66],[1.1],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1287,0.453,27,[],[],"[(1107, 908)]",[],[1],[54],[0.9],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1288,1.05,63,[],[],"[(1115, 896)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1289,0.97,58,[],[],"[(1117, 920)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1290,0.982,58,[],[],"[(1147, 905)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1291,0.669,40,[],[],"[(1126, 909)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1292,0.416,24,[],[],"[(1136, 911)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1293,0.574,34,[],[],"[(1126, 901)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1294,0.667,40,[],[],"[(1129, 922)]",[],[1],[70],[1.1666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1295,0.64,38,[],[],"[(1133, 905)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
22,False,1296,0.851,51,[],[],"[(1134, 898)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1297,1.027,61,[],[],"[(1134, 897)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1298,0.751,45,[],[],"[(1115, 900)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1299,0.735,44,[],[],"[(1136, 904)]",[],[1],[72],[1.2],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1300,1.028,61,[],[],"[(1141, 903)]",[],[1],"[111, 111]","[1.8499999999999999, 1.8499999999999999]","[640.0, 512.0]",vertical,"(890.0, 262.0)",0,0
22,False,1301,0.531,31,[],[],"[(1125, 891)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
22,False,1302,1.43,85,[],[],"[(1126, 900)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1303,1.138,68,[],[],"[(1125, 900)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1304,1.415,84,[],[],"[(1127, 910)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1305,0.905,54,[],[],"[(1131, 898)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
22,False,1306,1.486,89,[],[],"[(1131, 909)]",[],[1],[128],[2.1333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1307,1.086,65,[],[],"[(1142, 885)]",[],[1],[93],[1.55],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
22,False,1308,1.149,68,[],[],"[(1118, 885)]",[],[1],[100],[1.6666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
22,False,1309,1.484,89,[],[],"[(1139, 903)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1310,1.369,82,[],[],"[(1136, 905)]",[],[1],[114],[1.9],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1311,0.672,40,[],[],"[(1137, 915)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
22,False,1312,0.488,29,[],[],"[(1129, 907)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1313,1.342,80,[],[],"[(1125, 919)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1314,1.379,82,[],[],"[(1147, 895)]",[],[1],[108],[1.8],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
22,False,1315,1.221,73,[],[],"[(1119, 912)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
22,False,1316,1.483,88,[],[],"[(1128, 906)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
22,False,1317,0.663,39,[],[],"[(1127, 904)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
22,False,1318,1.179,70,[],[],"[(1131, 898)]",[],[1],[96],[1.6],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
22,False,1319,0.328,19,[],[],"[(1158, 898)]",[],[1],[49],[0.8166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
22,False,1320,0.34,20,[],[],"[(1125, 903)]",[],[1],[52],[0.8666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
23,False,1321,1.455,87,[],[],"[(1128, 901)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
23,False,1322,0.359,21,[],[],"[(1137, 905)]",[],[1],[54],[0.9],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
23,False,1323,0.926,55,[],[],"[(1126, 911)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1324,0.37,22,[],[],"[(1104, 925)]",[],[1],[48],[0.8],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1325,0.584,35,[],[],"[(1138, 900)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
23,False,1326,0.98,58,[],[],"[(1105, 923)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
23,False,1327,0.537,32,[],[],"[(1124, 910)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1328,1.238,74,[],[],"[(1115, 904)]",[],[1],[102],[1.7],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
23,False,1329,1.37,82,[],[],"[(1124, 901)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1330,0.779,46,[],[],"[(1134, 896)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1331,1.499,89,[],[],"[(1133, 908)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
23,False,1332,0.631,37,[],[],"[(1123, 905)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1333,1.37,82,[],[],"[(1115, 908)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
23,False,1334,0.621,37,[],[],"[(1135, 914)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
23,False,1335,1.312,78,[],[],"[(1136, 922)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1336,0.782,46,[],[],"[(1134, 906)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1337,1.324,79,[],[],"[(1134, 888)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
23,False,1338,0.882,52,[],[],"[(1138, 886)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
23,False,1339,1.496,89,[],[],"[(1125, 896)]",[],[1],[118],[1.9666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1340,1.06,63,[],[],"[(1139, 900)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",0,1
23,False,1341,0.958,57,[],[],"[(1127, 886)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
23,False,1342,0.93,55,[],[],"[(1102, 889)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1343,0.365,21,[],[],"[(1117, 874)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1344,1.156,69,[],[],"[(1140, 896)]",[],[1],[119],[1.9833333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,0
23,False,1345,1.212,72,[],[],"[(1147, 918)]",[],[1],[102],[1.7],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
23,False,1346,1.209,72,[],[],"[(1151, 897)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1347,0.784,47,[],[],"[(1123, 892)]",[],[1],[81],[1.35],"[640.0, 512.0]",vertical,"(890.0, 262.0)",0,1
23,False,1348,0.413,24,[],[],"[(1123, 892)]",[],[1],[54],[0.9],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
23,False,1349,0.593,35,[],[],"[(1124, 908)]",[],[1],[66],[1.1],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
23,False,1350,0.833,49,[],[],"[(1140, 888)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",0,1
23,False,1351,1.407,84,[],[],"[(1114, 866)]",[],[1],[114],[1.9],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",0,1
23,False,1352,1.032,61,[],[],"[(1150, 922)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(390.0, 762.0)",0,1
23,False,1353,0.959,57,[],[],"[(1128, 886)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",0,1
