block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,catch,"[(1142, 864)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,0.52,1,0.0,0.25
0,2,catch,"[(1145, 808)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,12.005,1,0.0,0.25
0,3,target,"[(1145, 781)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.15,0.462,1,435.381,1,0.0,0.25
0,4,catch,"[(1180, 813)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,440.42,2,0.0,0.25
0,5,target,"[(1176, 781)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",0.7333333333333333,0.6,1,446.263,2,0.0,0.25
0,6,target,"[(1174, 779)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.4166666666666667,0.503,1,451.448,2,0.0,0.25
0,7,target,"[(1169, 786)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.9333333333333333,0.468,1,457.09,2,0.0,0.25
0,8,target,"[(1177, 783)]",[],[1],[0.7166666666666667],vertical,"(390.0, 762.0)",1.1833333333333333,0.669,1,462.696,3,0.0,0.25
0,9,catch,"[(1178, 779)]",[],[1],[0.03333333333333333],vertical,"(890.0, 762.0)",1.7,"0.02,nan",0,468.53,0,0.1111111111111111,0.25
0,10,target,"[(1161, 761)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.0333333333333332,0.445,1,473.531,1,0.1,0.25
0,11,target,"[(1180, 778)]",[],[1],[0.5833333333333334],vertical,"(390.0, 762.0)",1.0666666666666667,0.544,1,478.779,1,0.09090909090909091,0.25
0,12,catch,"[(1182, 778)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,483.846,1,0.08333333333333333,0.25
0,13,target,"[(1185, 788)]","[(1185, 844)]",[1],[0.48333333333333334],horizontal,"(890.0, 762.0)",,"('bar', 0.491)",0,488.997,0,0.07692307692307693,0.25
0,14,target,"[(1187, 794)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('fix', 0.684)",0,491.846,0,0.07142857142857142,0.25
0,15,target,"[(1189, 821)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",0.45,0.44,1,494.285,1,0.06666666666666667,0.25
0,16,target,"[(1165, 807)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.6666666666666666,nan,0,498.948,0,0.0625,0.25
0,17,target,"[(1168, 788)]","[(1150, 794)]",[1],[0.03333333333333333],vertical,"(890.0, 262.0)",,"('bar', 0.051)",0,503.573,0,0.058823529411764705,0.25
0,18,target,"[(1154, 821)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.5333333333333333,nan,0,505.897,0,0.05555555555555555,0.25
0,19,target,"[(1175, 802)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",0.5666666666666667,0.493,1,513.529,1,0.05263157894736842,0.25
0,20,target,"[(1170, 784)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",1.05,0.509,1,518.46,1,0.05,0.25
0,21,catch,"[(1150, 765)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.667),nan",0,523.73,0,0.09523809523809523,0.25
0,22,target,"[(1184, 787)]",[],[1],[0.5],vertical,"(890.0, 762.0)",0.7666666666666666,0.462,1,528.597,1,0.09090909090909091,0.25
0,23,target,"[(1170, 765)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.5833333333333334,nan,0,533.513,0,0.08695652173913043,0.25
0,24,target,"[(1184, 794)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.5166666666666666,0.461,1,537.83,1,0.08333333333333333,0.25
0,25,target,"[(1172, 761)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",0.9333333333333333,0.46,1,543.231,1,0.08,0.25
0,26,catch,"[(1166, 778)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.09),nan",0,547.778,0,0.11538461538461539,0.25
0,27,catch,"[(1184, 784)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,553.048,1,0.1111111111111111,0.25
0,28,catch,"[(1184, 771)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,558.148,1,0.10714285714285714,0.25
0,29,target,"[(1185, 770)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.55,0.507,1,563.463,1,0.10344827586206896,0.25
0,30,catch,"[(1184, 768)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,568.268,2,0.1,0.25
0,31,target,"[(1172, 772)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.6833333333333333,0.526,1,573.813,2,0.0967741935483871,0.25
0,32,catch,"[(1184, 755)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,578.598,2,0.09375,0.25
0,33,catch,"[(1176, 764)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,584.279,2,0.09090909090909091,0.25
0,34,target,"[(1178, 797)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",0.7666666666666666,0.523,1,589.614,3,0.08823529411764706,0.25
0,35,target,"[(1204, 776)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.7333333333333333,0.561,1,595.363,3,0.08571428571428572,0.25
0,36,target,"[(1176, 759)]",[],[1],[0.7],vertical,"(890.0, 262.0)",1.15,0.655,1,600.85,3,0.08333333333333333,0.25
