block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
12,113,catch,"[(1085, 902)]",[],[1],[0.7166666666666667],vertical,"(890.0, 762.0)",0.833333333,0.687,0,5446.774
12,114,catch,"[(1071, 912)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",1.116666667,0.019,0,5451.422
12,115,catch,"[(1060, 893)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",1.55,0.574,0,5456.068
12,116,catch,"[(1104, 892)]",[],[1],[0.26666666666666666],horizontal,"(390.0, 762.0)",1.15,0.231,0,5462.04
12,117,catch,"[(1078, 887)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.933333333,nan,1,5466.919
12,118,catch,"[(1049, 902)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.85,nan,1,5471.941
12,119,catch,"[(1074, 908)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.883333333,nan,1,5476.886
12,120,catch,"[(1080, 900)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1,nan,1,5481.91
13,121,target,"[(1056, 913)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.566666667,0.511,1,5487.335
13,122,target,"[(1048, 896)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",1.216666667,0.574,1,5491.821
13,123,target,"[(1071, 898)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,5496.702
13,124,catch,"[(1081, 882)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",1.2,0.638,0,5501.237
13,125,catch,"[(1068, 874)]",[],[1],[0.7333333333333333],horizontal,"(390.0, 762.0)",0.966666667,0.695,0,5506.798
13,126,target,"[(1075, 887)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.716666667,0.524,1,5512.004
13,127,catch,"[(1100, 896)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.55,nan,1,5516.636
13,128,target,"[(1070, 889)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 762.0)",1.116666667,0.402,1,5521.254
13,129,target,"[(1081, 895)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 762.0)",1.183333333,0.62,1,5526.07
13,130,catch,"[(1075, 896)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.55,nan,1,5531.001
14,131,target,"[(1099, 900)]",[],[1],[0.3],vertical,"(890.0, 762.0)",1.45,0.267,1,5535.229
14,132,target,"[(1081, 900)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.133333333,nan,0,5539.768
14,133,target,"[(1089, 876)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",1.233333333,0.54,1,5545.024
14,134,target,"[(1045, 881)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.766666667,0.561,1,5550.403
14,135,target,"[(1056, 920)]",[],[1],[0.3333333333333333],horizontal,"(890.0, 762.0)",1.316666667,0.303,1,5555.451
14,136,target,"[(1063, 891)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.55,nan,0,5560.521
14,137,target,"[(1075, 879)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.266666667,0.509,1,5565.754
14,138,catch,"[(1081, 898)]",[],[1],[0.7833333333333333],vertical,"(890.0, 762.0)",0.8,0.739,0,5571.069
14,139,catch,"[(1081, 884)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.333333333,nan,1,5575.836
14,140,target,"[(1067, 895)]",[],[1],[0.65],vertical,"(390.0, 762.0)",0.75,0.602,1,5581.368
15,141,target,"[(1075, 905)]",[],[1],[0.6666666666666666],vertical,"(390.0, 762.0)",0.566666667,0.621,1,5586.499
15,142,target,"[(1028, 911)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",1.05,0.587,1,5591.064
15,143,target,"[(1062, 893)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",1.2,0.576,1,5595.927
15,144,target,"[(1056, 899)]",[],[1],[0.75],horizontal,"(390.0, 762.0)",0.933333333,0.701,1,5601.186
15,145,catch,"[(1060, 912)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.633333333,nan,1,5606.046
15,146,target,"[(1075, 884)]",[],[1],[0.8333333333333334],vertical,"(890.0, 762.0)",0.666666667,0.789,1,5611.335
15,147,target,"[(1046, 904)]",[],[1],[0.7166666666666667],vertical,"(390.0, 762.0)",0.616666667,0.679,1,5616.248
15,148,target,"[(1061, 892)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.5,0.542,1,5620.58
15,149,target,"[(1070, 886)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",1,0.49,1,5625.753
15,150,target,"[(1060, 902)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.05,0.538,1,5630.376
16,151,catch,"[(1066, 897)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.816666667,nan,1,5635.075
16,152,catch,"[(1058, 909)]",[],[1],[0.8],horizontal,"(890.0, 262.0)",1.216666667,0.763,0,5639.971
16,153,target,"[(1071, 894)]",[],[1],[0.7166666666666667],vertical,"(890.0, 262.0)",0.583333333,0.672,1,5645.004
16,154,catch,"[(1062, 915)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",0.633333333,0.641,0,5649.203
16,155,catch,"[(1061, 887)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.5,nan,1,5653.968
16,156,catch,"[(1066, 896)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.033333333,0.544,0,5660.188
16,157,catch,"[(1069, 890)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",1.383333333,0.478,0,5664.685
16,158,catch,"[(1055, 893)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.033333333,nan,1,5670.194
16,159,catch,"[(1071, 897)]",[],[1],[0.45],vertical,"(890.0, 762.0)",0.983333333,0.417,0,5677.236
16,160,catch,"[(1075, 882)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.066666667,nan,1,5682.185
17,161,target,"[(1070, 905)]",[],[1],[0.65],vertical,"(890.0, 262.0)",1.1,0.603,1,5687.098
17,162,target,"[(1049, 909)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",1.316666667,0.491,1,5691.836
17,163,target,"[(1088, 915)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.966666667,0.525,1,5696.805
17,164,target,"[(1061, 905)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.133333333,0.475,1,5701.352
17,165,target,"[(1081, 908)]",[],[1],[0.45],vertical,"(890.0, 762.0)",1.5,0.409,1,5705.887
17,166,target,"[(1067, 902)]",[],[1],[0.6],vertical,"(390.0, 262.0)",0.516666667,0.559,1,5711.103
17,167,target,"[(1067, 895)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",1.1,0.44,1,5715.114
17,168,catch,"[(1071, 909)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.933333333,nan,1,5720.013
17,169,catch,"[(1061, 898)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.666666667,nan,1,5725.034
17,170,target,"[(1066, 884)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 762.0)",1.45,0.59,1,5729.752
18,171,catch,"[(1040, 899)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 762.0)",0.983333333,0.329,0,5735.233
18,172,catch,"[(1071, 890)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.85,nan,1,5739.949
18,173,catch,"[(1063, 906)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.566666667,nan,1,5744.703
18,174,target,"[(1058, 901)]",[],[1],[0.16666666666666666],vertical,"(390.0, 262.0)",1.333333333,0.133,1,5749.67
18,175,catch,"[(1075, 898)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 262.0)",1.433333333,0.33,0,5754.587
18,176,catch,"[(1083, 896)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.633333333,nan,1,5759.814
18,177,catch,"[(1066, 888)]",[],[1],[0.75],horizontal,"(890.0, 262.0)",1.466666667,0.713,0,5764.074
18,178,target,"[(1067, 915)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 762.0)",0.933333333,0.602,1,5769.677
18,179,target,"[(1058, 908)]",[],[1],[0.45],horizontal,"(390.0, 262.0)",1.266666667,0.408,1,5775.553
18,180,catch,"[(1047, 897)]",[],[1],[0.25],horizontal,"(890.0, 762.0)",1.1,0.218,0,5780.697
19,181,target,"[(1075, 882)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.233333333,0.532,1,5785.6
19,182,catch,"[(1069, 901)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 262.0)",1.233333333,0.58,0,5790.747
19,183,catch,"[(1068, 871)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.516666667,nan,1,5795.821
19,184,catch,"[(1075, 891)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.033333333,nan,1,5800.152
19,185,catch,"[(1042, 899)]",[],[1],[0.4],vertical,"(890.0, 762.0)",1.366666667,0.361,0,5805.137
19,186,catch,"[(1084, 888)]",[],[1],[0.7666666666666666],vertical,"(890.0, 262.0)",1.45,0.727,0,5810.358
