block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1047, 853)]",[],[1],[0.75],vertical,"(890.0, 262.0)",0.6666666666666666,0.718,1,0.437,1
0,2,target,"[(1071, 871)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.85,nan,0,13.776,0
0,3,target,"[(1223, 889)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.9833333333333333,0.491,1,18.674,1
0,4,target,"[(1052, 870)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.8166666666666667,nan,0,23.829,0
0,5,target,"[(1065, 844)]",[],[1],[0.7333333333333333],horizontal,"(390.0, 262.0)",0.85,0.714,1,28.66,1
0,6,catch,"[(1063, 818)]",[],[1],[],horizontal,"(890.0, 262.0)",1.3666666666666667,nan,1,37.175,1
0,7,target,"[(1074, 824)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.5,0.452,1,42.288,1
0,8,target,"[(1051, 806)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.55,nan,0,47.63,0
0,9,target,"[(1046, 841)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.5,0.553,1,52.48,1
0,10,target,"[(1039, 806)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.0333333333333332,0.569,1,57.169,1
0,11,target,"[(1076, 801)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.4833333333333334,0.487,1,62.157,1
0,12,target,"[(1059, 816)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",1.6,0.558,1,67.615,2
0,13,catch,"[(1062, 828)]",[],[1],[],vertical,"(890.0, 262.0)",1.65,nan,1,73.943,2
0,14,catch,"[(1075, 806)]",[],[1],[],vertical,"(390.0, 262.0)",1.5,nan,1,80.792,2
0,15,target,"[(1079, 801)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.2333333333333334,0.542,1,86.344,2
0,16,target,"[(1061, 796)]",[],[1],[0.6],vertical,"(890.0, 262.0)",1.3166666666666667,0.565,1,91.793,2
0,17,target,"[(1058, 798)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.8166666666666667,0.559,1,97.893,3
0,18,target,"[(1080, 807)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.85,nan,0,103.774,0
0,19,target,"[(1053, 836)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.6166666666666667,nan,0,108.195,0
0,20,target,"[(1056, 837)]",[],[1],[0.21666666666666667],vertical,"(890.0, 262.0)",1.35,0.182,1,134.591,1
0,21,target,"[(1061, 825)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.3333333333333333,0.496,1,139.779,1
0,22,target,"[(1074, 796)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 762.0)",1.0,0.63,1,145.113,1
0,23,target,"[(1080, 796)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.4166666666666667,nan,0,149.847,0
0,24,target,"[(1061, 796)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.9,nan,0,155.605,0
0,25,target,"[(1025, 806)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 262.0)",1.4166666666666667,0.334,1,160.676,1
0,26,target,"[(1055, 798)]",[],[1],[0.11666666666666667],vertical,"(390.0, 762.0)",1.1666666666666667,0.084,0,168.236,0
0,27,target,"[(1072, 841)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",0.8,0.536,1,172.881,1
0,28,target,"[(1055, 844)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",0.6666666666666666,0.62,1,997.416,1
0,29,target,"[(1066, 832)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.6166666666666667,0.575,1,1002.403,1
0,30,target,"[(1056, 807)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 1.321)",0,1006.842,0
0,31,target,"[(1056, 830)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.5,nan,0,1011.544,0
0,32,target,"[(1061, 818)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.0666666666666667,nan,0,2266.943,0
0,33,catch,"[(1053, 816)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6333333333333333,nan,1,2271.955,1
0,34,target,"[(1072, 835)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.6666666666666667,nan,0,2277.304,0
0,35,target,"[(1059, 801)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",1.45,0.428,1,2282.782,1
0,36,target,"[(1056, 797)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.3833333333333333,nan,0,2288.276,0
0,37,target,"[(1061, 792)]",[],[1],[0.7666666666666666],vertical,"(390.0, 762.0)",1.2333333333333334,0.726,1,2293.267,1
0,38,target,"[(1041, 782)]",[],[1],[0.2],vertical,"(390.0, 262.0)",1.6166666666666667,0.17,1,2298.77,1
0,39,target,"[(1080, 791)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.7666666666666666,0.504,1,2303.92,1
0,40,target,"[(1072, 791)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.6333333333333333,0.56,1,2308.673,2
0,41,target,"[(1080, 781)]",[],[1],[0.43333333333333335],vertical,"(890.0, 762.0)",1.3666666666666667,0.393,1,2313.34,2
0,42,target,"[(1074, 799)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.65,0.439,1,2318.74,2
0,43,target,"[(1109, 806)]",[],[1],[0.16666666666666666],vertical,"(890.0, 762.0)",1.3833333333333333,0.137,0,2324.44,0
0,44,target,"[(1058, 805)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.0333333333333332,nan,0,2328.557,0
0,45,catch,"[(1065, 795)]",[],[1],[],horizontal,"(890.0, 262.0)",1.6,nan,1,2333.074,1
0,46,target,"[(1095, 796)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.5333333333333333,nan,0,2337.891,0
0,47,catch,"[(1064, 789)]",[],[1],[],vertical,"(390.0, 262.0)",1.15,nan,1,2342.657,1
0,48,target,"[(1085, 800)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",0.7166666666666667,0.59,1,2347.526,1
0,49,target,"[(1080, 795)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.9,0.555,1,2351.826,1
0,50,target,"[(1072, 777)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.65,0.473,1,2356.889,2
0,51,target,"[(1109, 780)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.458)",0,2361.333,0
0,52,target,"[(1056, 806)]",[],[1],[0.6666666666666666],vertical,"(390.0, 262.0)",0.95,0.628,1,2365.94,1
0,53,target,"[(1042, 778)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.1,0.453,1,2370.808,1
0,54,target,"[(1042, 761)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.7,0.545,1,2375.515,1
0,55,target,"[(1071, 782)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",1.1,0.49,1,2380.324,2
0,56,target,"[(1069, 775)]",[],[1],[0.43333333333333335],vertical,"(390.0, 262.0)",1.1833333333333333,0.391,1,2386.125,2
0,57,target,"[(1065, 769)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.7166666666666667,0.537,1,2391.803,2
0,58,target,"[(1062, 810)]",[],[1],[0.4666666666666667],vertical,"(890.0, 762.0)",0.7166666666666667,0.43,1,2396.814,2
0,59,target,"[(1076, 785)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.579)",0,2402.041,0
0,60,catch,"[(1063, 782)]",[],[1],[],vertical,"(390.0, 262.0)",1.6666666666666667,"('cti', 1.655),nan",0,2406.673,0
0,61,target,"[(1079, 803)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",0.8,0.565,1,2410.998,1
0,62,target,"[(1079, 776)]",[],[1],[0.3333333333333333],horizontal,"(890.0, 262.0)",1.5166666666666666,0.296,1,2415.358,1
0,63,target,"[(1056, 772)]",[],[1],[0.15],vertical,"(890.0, 762.0)",1.05,0.114,0,2420.401,0
0,64,target,"[(1062, 791)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 262.0)",1.1,0.626,1,2425.075,1
0,65,target,"[(1056, 766)]",[],[1],[0.8166666666666667],horizontal,"(890.0, 262.0)",0.65,0.77,1,2430.059,1
0,66,target,"[(1067, 782)]",[],[1],[0.5166666666666666],vertical,"(390.0, 762.0)",1.1666666666666667,0.477,1,2435.123,1
0,67,target,"[(1065, 775)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.1666666666666667,0.444,1,2440.145,2
0,68,catch,"[(1059, 765)]",[],[1],[],horizontal,"(390.0, 262.0)",1.5666666666666667,nan,1,2445.607,2
0,69,target,"[(1079, 786)]",[],[1],[0.23333333333333334],vertical,"(890.0, 762.0)",1.4333333333333333,0.199,1,2450.659,2
0,70,target,"[(1070, 778)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.8,0.593,1,2455.924,2
0,71,target,"[(1067, 767)]",[],[1],[0.2],horizontal,"(390.0, 262.0)",1.1666666666666667,0.166,1,2460.591,2
0,72,target,"[(1075, 784)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",1.1166666666666667,0.49,1,2465.94,3
0,73,target,"[(1076, 764)]",[],[1],[0.4],vertical,"(390.0, 262.0)",1.3166666666666667,0.358,1,2471.689,3
0,74,target,"[(1065, 765)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.4,0.466,1,2477.358,3
0,75,target,"[(1052, 781)]",[],[1],[0.3833333333333333],horizontal,"(890.0, 762.0)",1.6,0.351,1,2483.058,3
0,76,target,"[(1080, 787)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",1.3333333333333333,0.381,1,2489.266,3
0,77,target,"[(1067, 767)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.2333333333333334,0.544,1,2495.021,3
0,78,target,"[(1070, 771)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.5833333333333334,0.583,1,2500.935,3
0,79,target,"[(1045, 775)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",1.0166666666666666,0.303,1,2506.217,3
0,80,target,"[(1061, 769)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.6833333333333333,0.581,1,2511.925,3
0,81,target,"[(1061, 779)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.423)",0,2517.151,0
0,82,target,"[(1065, 786)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.8,0.506,1,2521.63,1
0,83,target,"[(1057, 761)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.9666666666666667,0.491,1,2526.446,1
0,84,target,"[(1077, 788)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 762.0)",1.4,0.198,1,2531.073,1
0,85,target,"[(1075, 785)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.9333333333333333,0.493,1,2535.808,2
0,86,target,"[(1066, 773)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 762.0)",1.1833333333333333,0.391,1,2540.624,2
0,87,target,"[(1079, 781)]",[],[1],[0.35],vertical,"(390.0, 262.0)",1.3833333333333333,0.312,1,2545.776,2
0,88,target,"[(1073, 783)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.5333333333333333,0.558,1,2550.943,2
0,89,target,"[(1064, 793)]",[],[1],[0.18333333333333332],vertical,"(890.0, 762.0)",1.4,0.149,0,2555.883,0
0,90,target,"[(1063, 832)]",[],[1],[0.5166666666666666],vertical,"(390.0, 762.0)",1.5833333333333333,0.468,1,2560.826,1
0,91,target,"[(1057, 781)]",[],[1],[0.25],vertical,"(890.0, 762.0)",1.4,0.221,1,2566.559,1
0,92,target,"[(1064, 799)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.9166666666666666,0.461,1,2571.637,1
0,93,target,"[(1050, 779)]",[],[1],[0.16666666666666666],horizontal,"(390.0, 262.0)",1.6166666666666667,0.135,0,2576.309,0
0,94,target,"[(1041, 798)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.8166666666666667,nan,0,2580.951,0
0,95,target,"[(1052, 806)]",[],[1],[0.5833333333333334],vertical,"(390.0, 762.0)",0.7,0.537,1,2585.574,1
0,96,target,"[(1080, 786)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",1.5333333333333332,0.492,1,2593.642,1
0,97,target,"[(1049, 788)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.1333333333333333,0.544,1,2599.127,1
0,98,target,"[(1065, 772)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.1,nan,0,2604.176,0
0,99,target,"[(1056, 814)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.7833333333333333,0.494,1,2608.892,1
0,100,target,"[(1083, 776)]",[],[1],[0.48333333333333334],vertical,"(390.0, 762.0)",1.3666666666666667,0.444,1,2613.925,1
0,101,target,"[(1046, 798)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.1333333333333333,0.493,1,2619.041,1
0,102,target,"[(1061, 792)]",[],[1],[0.13333333333333333],horizontal,"(390.0, 262.0)",1.5833333333333333,0.103,0,2637.839,0
0,103,target,"[(1065, 791)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.95,0.528,1,2642.794,1
0,104,catch,"[(1077, 793)]",[],[1],[],horizontal,"(890.0, 762.0)",1.1833333333333333,nan,1,2647.192,1
0,105,target,"[(1066, 801)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",0.8833333333333333,0.492,1,2652.037,1
0,106,target,"[(1230, 385), (360, 395), (1027, 832)]",[],"[0, 0, 1]",[0.85],vertical,"(390.0, 762.0)",0.5833333333333334,nan,0,2656.522,0
0,107,target,"[(1042, 791)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",0.5166666666666666,0.5,1,2912.293,1
0,108,target,"[(1062, 789)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 762.0)",1.5833333333333333,0.343,1,2916.944,1
0,109,target,"[(1059, 802)]",[],[1],[0.7],vertical,"(390.0, 262.0)",0.6833333333333333,0.659,1,2922.061,1
0,110,catch,"[(1047, 778)]",[],[1],[],vertical,"(390.0, 762.0)",1.2333333333333334,nan,1,2927.005,2
0,111,catch,"[(1047, 811)]",[],[1],[],horizontal,"(390.0, 762.0)",1.5333333333333332,nan,1,2931.945,2
0,112,target,"[(1065, 775)]",[],[1],[0.5],vertical,"(890.0, 762.0)",0.5666666666666667,0.454,1,2937.365,2
0,113,target,"[(1074, 789)]",[],[1],[0.45],horizontal,"(390.0, 262.0)",1.0666666666666667,0.413,1,2941.893,2
0,114,catch,"[(1075, 788)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 1.273),nan",0,2947.15,0
0,115,target,"[(1056, 786)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",1.1666666666666667,0.594,1,2951.76,1
0,116,target,"[(1063, 806)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.1,0.494,1,2956.495,1
