block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1112, 848)]",[],[1],[0.45],horizontal,"(390.0, 262.0)",1.4166666666666667,0.419,1,0.497,1,0.0,0.25
0,2,target,"[(1121, 874)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.0333333333333332,0.524,1,5.907,1,0.0,0.25
0,3,target,"[(1123, 855)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.2833333333333332,0.483,1,41.052,1,0.0,0.25
0,4,target,"[(1155, 816)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.5,0.558,1,46.572,2,0.0,0.25
0,5,target,"[(1153, 810)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.5333333333333333,nan,0,51.688,0,0.0,0.25
0,6,target,"[(1130, 824)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.36666666666666664,nan,0,56.035,0,0.0,0.25
0,7,target,"[(1087, 785)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('fix', 0.413)",0,60.455,0,0.0,0.25
0,8,target,"[(1151, 839)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.2666666666666666,0.482,1,63.053,1,0.0,0.25
0,9,target,"[(1157, 802)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",0.9333333333333333,0.495,1,83.701,1,0.0,0.25
0,10,target,"[(1152, 803)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.2,0.492,1,88.49,1,0.0,0.25
0,11,target,"[(1155, 782)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.4666666666666667,0.478,1,93.808,2,0.0,0.25
0,12,target,"[(1134, 810)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 262.0)",0.9333333333333333,0.638,1,98.456,2,0.0,0.25
0,13,target,"[(1153, 792)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",0.8166666666666667,0.446,1,103.825,2,0.0,0.25
0,14,catch,"[(1156, 772)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.545),nan",0,108.942,0,0.07142857142857142,0.25
0,15,target,"[(1157, 789)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.8333333333333334,nan,0,113.858,0,0.06666666666666667,0.25
0,16,catch,"[(1153, 811)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,118.452,1,0.0625,0.25
0,17,target,"[(1157, 791)]",[],[1],[0.6],vertical,"(390.0, 262.0)",0.4,0.555,1,123.942,1,0.058823529411764705,0.25
0,18,target,"[(1155, 812)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.36666666666666664,0.555,1,128.425,1,0.05555555555555555,0.25
0,19,catch,"[(1136, 794)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,133.308,2,0.05263157894736842,0.25
0,20,target,"[(1161, 806)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.65,0.458,1,139.225,2,0.05,0.25
0,21,target,"[(1158, 802)]",[],[1],[0.7666666666666666],horizontal,"(890.0, 762.0)",0.3833333333333333,0.723,1,144.008,2,0.047619047619047616,0.25
0,22,target,"[(1160, 792)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.35,0.438,1,149.338,3,0.045454545454545456,0.25
0,23,target,"[(1156, 791)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.4666666666666667,0.523,1,155.542,3,0.043478260869565216,0.25
0,24,target,"[(1159, 793)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 262.0)",1.5166666666666666,0.324,1,160.607,3,0.041666666666666664,0.25
0,25,catch,"[(1162, 806)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,166.565,3,0.04,0.25
0,26,target,"[(1160, 764)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.8833333333333333,0.481,1,172.491,3,0.038461538461538464,0.25
0,27,target,"[(1162, 787)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",0.7333333333333333,0.592,1,178.442,3,0.037037037037037035,0.25
