block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1120, 811)]",[],[1],[0.4166666666666667],horizontal,"(390.0, 762.0)",1.3666666666666667,0.372,1,0.452,1
