block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,catch,"[(921, 817), (749, 800), (1096, 875)]",[],"[0, 0, 1]",[],vertical,"(890.0, 762.0)",1.7,nan,1,0.035,1,0.0,0.25
0,2,catch,"[(1117, 880)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,32.78,1,0.0,0.25
0,3,catch,"[(1134, 852)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,222.053,1,0.0,0.25
0,4,catch,"[(1156, 840)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,227.264,2,0.0,0.25
0,5,catch,"[(1136, 808)]",[],[1],[0.03333333333333333],horizontal,"(890.0, 762.0)",1.7,"0.018,nan",0,232.982,0,0.2,0.25
0,6,target,"[(1121, 829)]",[],[1],[0.45],vertical,"(390.0, 262.0)",1.3666666666666667,0.414,1,237.566,1,0.16666666666666666,0.25
0,7,target,"[(1126, 837)]",[],[1],[0.7],vertical,"(390.0, 762.0)",0.9166666666666666,0.653,1,242.863,1,0.14285714285714285,0.25
0,8,catch,"[(1135, 821)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,248.261,1,0.125,0.25
0,9,target,"[(1126, 852)]",[],[1],[0.2],vertical,"(890.0, 262.0)",1.4,0.171,0,253.58,0,0.1111111111111111,0.25
0,10,target,"[(1111, 819)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 762.0)",1.3166666666666667,0.631,1,258.564,1,0.1,0.25
0,11,target,"[(1126, 831)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 262.0)",1.1666666666666667,0.397,1,264.497,1,0.09090909090909091,0.25
0,12,target,"[(1132, 796)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.5,0.442,1,269.599,1,0.08333333333333333,0.25
0,13,target,"[(1130, 809)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.25,0.53,1,274.763,2,0.07692307692307693,0.25
0,14,target,"[(1159, 799)]",[],[1],[0.43333333333333335],vertical,"(890.0, 262.0)",1.4333333333333333,0.395,1,280.358,2,0.07142857142857142,0.25
0,15,target,"[(1159, 812)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.2166666666666666,0.505,1,286.292,2,0.06666666666666667,0.25
0,16,target,"[(1161, 810)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.5166666666666666,0.471,1,291.998,2,0.0625,0.25
0,17,target,"[(1133, 778)]",[],[1],[0.5],vertical,"(390.0, 262.0)",0.35,0.452,1,297.14,3,0.058823529411764705,0.25
0,18,target,"[(1160, 818)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.4166666666666667,nan,0,302.415,0,0.05555555555555555,0.25
0,19,target,"[(1131, 813)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.4,0.494,1,306.731,1,0.05263157894736842,0.25
0,20,target,"[(1136, 808)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",0.9833333333333333,0.431,1,312.383,1,0.05,0.25
0,21,target,"[(1157, 808)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.4166666666666667,0.345,1,317.331,1,0.047619047619047616,0.25
0,22,catch,"[(1159, 790)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,322.897,2,0.045454545454545456,0.25
0,23,target,"[(1146, 816)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.6333333333333333,0.491,1,328.692,2,0.043478260869565216,0.25
0,24,target,"[(1159, 799)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.4166666666666667,0.507,1,333.814,2,0.041666666666666664,0.25
0,25,target,"[(1157, 809)]",[],[1],[0.7333333333333333],vertical,"(390.0, 262.0)",1.15,0.686,1,338.48,2,0.04,0.25
0,26,target,"[(1158, 794)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.45,0.441,1,344.172,3,0.038461538461538464,0.25
0,27,target,"[(1155, 798)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",1.25,0.537,1,350.612,3,0.037037037037037035,0.25
0,28,target,"[(1159, 795)]",[],[1],[0.6333333333333333],vertical,"(390.0, 262.0)",1.0833333333333333,0.586,1,356.88,3,0.03571428571428571,0.25
0,29,target,"[(1168, 793)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.6166666666666667,0.469,1,363.031,3,0.034482758620689655,0.25
0,30,target,"[(1169, 816)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",1.4333333333333333,0.489,1,368.458,3,0.03333333333333333,0.25
