block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1139, 831)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.6333333333333333,0.485,1,0.599,1,0.0,0.25
0,2,catch,"[(1149, 816)]",[],[1],[],horizontal,"(890.0, 762.0)",1.65,nan,1,52.458,1,0.0,0.25
0,3,target,"[(1144, 824)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 0.101)",0,57.627,0,0.3333333333333333,0.25
0,4,target,"[(1146, 786)]",[],[1],[0.2],vertical,"(890.0, 262.0)",0.8166666666666667,0.168,0,64.984,0,0.25,0.25
0,5,catch,"[(1153, 784)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 1.594),nan",0,69.674,0,0.4,0.25
0,6,target,"[(1154, 796)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 262.0)",0.7666666666666666,0.401,1,74.495,1,0.3333333333333333,0.25
0,7,target,"[(1179, 785)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.5833333333333334,0.52,1,83.068,1,0.2857142857142857,0.25
0,8,catch,"[(1177, 773)]","[(1170, 833)]",[1],[0.25],vertical,"(890.0, 762.0)",,"('bar', 0.263),nan",0,88.041,0,0.375,0.25
0,9,catch,"[(1180, 800)]",[],[1],[],horizontal,"(390.0, 262.0)",1.65,"('cti', 1.694),nan",0,90.642,0,0.4444444444444444,0.25
0,10,target,"[(1173, 789)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",1.05,0.508,1,95.282,1,0.4,0.25
0,11,target,"[(1178, 777)]",[],[1],[0.25],vertical,"(890.0, 762.0)",0.9833333333333333,0.217,1,99.972,1,0.36363636363636365,0.25
0,12,target,"[(1164, 789)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 1.281)",0,105.149,0,0.4166666666666667,0.25
0,13,catch,"[(1165, 794)]",[],[1],[],horizontal,"(890.0, 762.0)",1.65,nan,1,110.001,1,0.38461538461538464,0.25
0,14,target,"[(1174, 786)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",1.1,0.589,1,115.448,1,0.35714285714285715,0.25
0,15,catch,"[(1159, 767)]",[],[1],[],horizontal,"(390.0, 762.0)",1.65,nan,1,120.655,1,0.3333333333333333,0.25
0,16,target,"[(1179, 792)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.0,0.513,1,126.106,2,0.3125,0.25
0,17,target,"[(1176, 774)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.65,nan,0,131.811,0,0.29411764705882354,0.25
0,18,target,"[(1137, 761)]",[],[1],[0.3333333333333333],vertical,"(890.0, 262.0)",0.6833333333333333,0.302,1,136.042,1,0.2777777777777778,0.25
0,19,target,"[(1170, 769)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.051)",0,141.239,0,0.2631578947368421,0.25
0,20,target,"[(1135, 807)]",[],[1],[0.7],vertical,"(390.0, 762.0)",0.4166666666666667,0.679,1,142.698,1,0.25,0.25
