block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
1,1,catch,"[(1067, 799)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.45,nan,1,0.35
1,2,catch,"[(1067, 798)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.8833333333333333,nan,1,21.168
1,3,catch,"[(1038, 882)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.2833333333333332,nan,1,142.706
1,4,catch,"[(416, 730), (473, 778), (493, 807), (507, 848), (517, 873), (397, 889), (1090, 899)]",[],"[0, 0, 0, 0, 0, 0, 1]",[],horizontal,"(390.0, 762.0)",,fix_phase,0,3019.524
1,5,catch,"[(1082, 894)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.2333333333333334,nan,1,3044.647
1,6,catch,"[(985, 914), (1072, 878)]",[],"[0, 1]",[],horizontal,"(390.0, 262.0)",,cti_phase,0,3053.892
1,7,catch,"[(1062, 870)]",[],[1],[0.7166666666666667],horizontal,"(390.0, 762.0)",0.5666666666666667,0.679,0,3061.127
1,8,catch,"[(1062, 879)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.0833333333333333,nan,1,3066.001
1,9,catch,"[(1057, 906)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.4,nan,1,3070.937
1,10,catch,"[(721, 260), (826, 298), (1067, 858)]",[],"[0, 0, 1]",[0.85],horizontal,"(890.0, 762.0)",0.9666666666666667,nan,1,3076.769
2,11,catch,"[(1083, 915)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.9333333333333333,nan,1,3233.527
2,12,catch,"[(1009, 906)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 762.0)",0.9333333333333333,0.283,0,4605.558
2,13,catch,"[(1063, 889)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,4610.693
2,14,catch,"[(1067, 899)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.5333333333333332,nan,1,4616.297
2,15,catch,"[(989, 906), (1068, 865)]",[],"[0, 1]",[0.85],vertical,"(890.0, 762.0)",1.0,nan,1,4623.056
2,16,catch,"[(1020, 922)]",[],[1],[0.3833333333333333],vertical,"(890.0, 762.0)",1.3833333333333333,0.344,0,11950.628
2,17,catch,"[(1053, 910)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 762.0)",0.6666666666666666,0.653,0,11958.995
2,18,catch,"[(1028, 922)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.0833333333333333,0.569,0,11963.963
2,19,catch,"[(1004, 891), (1014, 899)]",[],"[0, 1]",[0.85],vertical,"(890.0, 762.0)",1.3333333333333333,nan,1,11969.195
2,20,catch,"[(1067, 885)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.55,nan,1,11979.594
3,21,catch,"[(1062, 886)]",[],[1],[0.11666666666666667],horizontal,"(390.0, 262.0)",1.3,0.087,0,11984.722
3,22,catch,"[(1120, 893)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.6833333333333333,nan,1,11989.661
3,23,catch,"[(1066, 901)]",[],[1],[0.3],horizontal,"(390.0, 262.0)",1.3333333333333333,0.265,0,11994.02
3,24,catch,"[(1104, 900)]",[],[1],[0.08333333333333333],horizontal,"(390.0, 262.0)",1.1666666666666667,0.052,0,11999.0
3,25,catch,"[(1014, 897)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.5833333333333334,nan,1,12003.48
3,26,catch,"[(1077, 913)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.5833333333333334,nan,1,12008.461
3,27,catch,"[(1062, 889)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.1666666666666667,0.51,0,12013.18
3,28,catch,"[(1066, 903)]",[],[1],[0.13333333333333333],vertical,"(390.0, 762.0)",1.4,0.104,0,12018.28
