block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1088, 863)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 762.0)",1.35,0.346,1,0.541,1,0.0,same
0,2,valid,"[(1086, 1018), (1087, 842)]",[],"[0, 1]",[0.35],vertical,"(390.0, 762.0)",1.2333333333333334,0.309,1,9.252,1,0.0,same
0,3,valid,"[(1165, 893)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",0.6166666666666667,0.427,1,4946.693,1,0.0,same
0,4,valid,"[(1107, 868)]",[],[1],[0.7],horizontal,"(890.0, 762.0)",1.15,0.658,1,5529.23,2,0.0,same
0,5,catch,"[(1068, 891)]","[(1053, 913)]",[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",,"('bar', 0.574),nan",0,5609.596,0,0.2,same
0,6,catch,"[(1088, 836)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.473),nan",0,5616.595,0,0.3333333333333333,same
0,7,valid,"[(1113, 820)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('fix', 0.508)",0,5621.879,0,0.2857142857142857,same
0,8,valid,"[(1083, 815)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.6333333333333333,nan,0,5624.569,0,0.25,same
0,9,valid,"[(1084, 845)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.3166666666666667,nan,0,5629.023,0,0.2222222222222222,same
0,10,valid,"[(1107, 836)]",[],[1],[0.36666666666666664],vertical,"(890.0, 762.0)",0.9333333333333333,0.331,1,5638.39,1,0.2,same
0,11,invalid_same_bar,"[(1114, 838)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.051)",0,5657.942,0,0.18181818181818182,same
0,12,invalid_adjacent_other_bar,"[(1033, 763)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('fix', 0.118)",0,5659.397,0,0.16666666666666666,other
0,13,catch,"[(1086, 949), (1067, 957), (1063, 816)]",[],"[0, 0, 1]",[],horizontal,"(390.0, 762.0)",,"('fix', 0.189),nan",0,5661.213,0,0.23076923076923078,same
0,14,valid,"[(1193, 930)]",[],[1],[],vertical,"(890.0, 762.0)",,"('fix', 0.103)",0,5663.357,0,0.21428571428571427,same
0,15,catch,"[(998, 950), (989, 843), (1220, 960), (1043, 817)]",[],"[0, 0, 0, 1]",[],vertical,"(390.0, 262.0)",,"('fix', 0.133),nan",0,5665.615,0,0.26666666666666666,same
0,16,valid,"[(1131, 678), (1021, 739), (1033, 845)]",[],"[0, 0, 1]",[],vertical,"(390.0, 762.0)",,"('fix', 0.036)",0,5670.4,0,0.25,same
0,17,invalid_same_bar,"[(1117, 861)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('fix', 0.051)",0,5677.563,0,0.23529411764705882,same
