block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1017, 878)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.3833333333333333,nan,0,0.601,0,0.0,0.25
0,2,target,"[(1009, 863)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.5166666666666666,nan,0,53.199,0,0.0,0.25
0,3,target,"[(1027, 836)]",[],[1],[0.65],vertical,"(390.0, 262.0)",0.4,0.604,1,57.741,1,0.0,0.25
0,4,catch,"[(1035, 820)]",[],[1],[],vertical,"(890.0, 262.0)",1.6,nan,1,62.805,1,0.0,0.25
0,5,catch,"[(1031, 825)]",[],[1],[],horizontal,"(390.0, 262.0)",1.6,nan,1,68.508,1,0.0,0.25
0,6,catch,"[(1037, 828)]",[],[1],[],vertical,"(890.0, 262.0)",1.6,nan,1,73.691,2,0.0,0.25
0,7,target,"[(1027, 776)]",[],[1],[0.65],vertical,"(390.0, 262.0)",0.8166666666666667,0.627,1,80.756,2,0.0,0.25
0,8,target,"[(1033, 774)]",[],[1],[0.65],horizontal,"(390.0, 262.0)",1.1333333333333333,0.627,1,86.216,2,0.0,0.25
0,9,target,"[(1001, 801), (1037, 793)]",[],"[0, 1]",[0.6],horizontal,"(890.0, 262.0)",1.3833333333333333,0.573,1,92.48,2,0.0,0.25
0,10,target,"[(1017, 777)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.55,0.472,1,99.711,3,0.0,0.25
0,11,target,"[(1032, 770)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.8833333333333333,nan,0,104.939,0,0.0,0.25
0,12,target,"[(1033, 790)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.9,0.524,1,109.58,1,0.0,0.25
0,13,target,"[(621, 815), (118, 860), (677, 855), (617, 855), (777, 959), (1016, 834)]",[],"[0, 0, 0, 0, 0, 1]",[0.5666666666666667],vertical,"(390.0, 262.0)",0.4,0.53,1,115.672,1,0.0,0.25
0,14,target,"[(1021, 791)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.95,nan,0,2277.55,0,0.0,0.25
0,15,catch,"[(1034, 796)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,2482.938,1,0.0,0.25
0,16,target,"[(1033, 774)]",[],[1],[0.65],vertical,"(890.0, 262.0)",1.1666666666666667,0.623,1,2487.9,1,0.0,0.25
0,17,target,"[(1043, 803)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.8833333333333333,0.505,1,2492.985,1,0.0,0.25
0,18,target,"[(1033, 791)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 762.0)",0.9,0.638,1,2497.715,2,0.0,0.25
