block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100
0,1,valid,"[(1144, 884)]",[],[1],[0.3333333333333333],vertical,"(890.0, 762.0)",0.8,0.296,1,0.134,1,0.0
0,2,catch,"[(1138, 881)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,5.696,1,0.0
0,3,valid,"[(1136, 880)]",[],[1],[0.31666666666666665],horizontal,"(890.0, 762.0)",0.75,0.283,1,10.725,1,0.0
0,4,valid,"[(1136, 880)]",[],[1],[0.35],vertical,"(890.0, 262.0)",0.8166666666666667,0.317,1,15.241,2,0.0
0,5,valid,"[(1141, 882)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",1.2333333333333334,0.298,1,20.088,2,0.0
