block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1133, 862)]",[],[1],[0.36666666666666664],vertical,"(890.0, 762.0)",0.5333333333333333,0.33,1,0.062,1
0,2,target,"[(1100, 896)]",[],[1],[0.3833333333333333],vertical,"(890.0, 762.0)",1.3,0.342,1,11.228,1
0,3,target,"[(1108, 844)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 762.0)",1.0666666666666667,0.33,1,17.428,1
0,4,target,"[(1117, 860)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 0.395)",0,21.978,0
0,5,target,"[(1103, 870)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 262.0)",0.8833333333333333,0.33,1,25.534,1
0,6,target,"[(1146, 869)]",[],[1],[0.35],vertical,"(390.0, 762.0)",0.7833333333333333,0.315,1,29.796,1
0,7,catch,"[(1139, 875)]",[],[1],[],vertical,"(390.0, 762.0)",1.55,nan,1,33.859,1
0,8,target,"[(1119, 866)]",[],[1],[0.4666666666666667],vertical,"(390.0, 762.0)",0.5166666666666666,0.428,1,38.645,2
0,9,target,"[(1119, 863)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.2166666666666666,0.346,1,42.943,2
0,10,target,"[(1115, 868)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 762.0)",1.0333333333333332,0.33,1,47.992,2
