block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1109, 789)]",[],[1],[0.36666666666666664],vertical,"(890.0, 762.0)",1.4166666666666667,0.337,1,0.554,1,0.0,0.25
0,2,target,"[(1102, 856)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",0.9166666666666666,0.469,1,39.479,1,0.0,0.25
0,3,catch,"[(1125, 844)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,74.02,1,0.0,0.25
0,4,target,"[(1134, 833)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.9,nan,0,79.2,0,0.0,0.25
0,5,target,"[(1150, 821)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.6,nan,0,84.288,0,0.0,0.25
0,6,target,"[(1136, 795)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.7,0.49,1,88.861,1,0.0,0.25
0,7,target,"[(1156, 799)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 762.0)",1.4166666666666667,0.388,1,93.624,1,0.0,0.25
0,8,catch,"[(1136, 802)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,"('cti', 1.743),nan",0,98.846,0,0.125,0.25
0,9,target,"[(1154, 842)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.1,nan,0,103.581,0,0.1111111111111111,0.25
0,10,target,"[(1130, 785)]",[],[1],[0.08333333333333333],vertical,"(390.0, 262.0)",1.5333333333333332,0.051,0,108.33,0,0.1,0.25
0,11,target,"[(1150, 794)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.36666666666666664,0.512,1,113.342,1,0.09090909090909091,0.25
0,12,target,"[(1150, 812)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",0.4166666666666667,0.473,1,118.002,1,0.08333333333333333,0.25
0,13,target,"[(1152, 815)]",[],[1],[0.5833333333333334],vertical,"(390.0, 762.0)",0.8,0.561,1,122.259,1,0.07692307692307693,0.25
0,14,catch,"[(1135, 794)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.446),nan",0,127.118,0,0.14285714285714285,0.25
0,15,catch,"[(1131, 845)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 1.663),nan",0,131.803,0,0.2,0.25
0,16,catch,"[(1139, 802)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 1.66),nan",0,136.528,0,0.25,0.25
0,17,catch,"[(1089, 833)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,141.034,1,0.23529411764705882,0.25
0,18,target,"[(1154, 808)]",[],[1],[0.8333333333333334],horizontal,"(390.0, 262.0)",0.8166666666666667,0.792,1,1292.867,1,0.2222222222222222,0.25
0,19,target,"[(1136, 801)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",0.7166666666666667,0.528,1,1297.97,1,0.21052631578947367,0.25
0,20,catch,"[(1175, 792)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,1302.931,2,0.2,0.25
0,21,target,"[(1172, 794)]",[],[1],[0.8],horizontal,"(890.0, 762.0)",1.1833333333333333,0.76,1,1308.335,2,0.19047619047619047,0.25
0,22,target,"[(1141, 821)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.4333333333333333,0.443,1,1313.751,2,0.18181818181818182,0.25
0,23,target,"[(1158, 820)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.9333333333333333,nan,0,1319.686,0,0.17391304347826086,0.25
0,24,target,"[(1135, 767)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.4666666666666666,nan,0,1324.202,0,0.16666666666666666,0.25
0,25,target,"[(1149, 830)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.5666666666666667,0.56,1,1329.859,1,0.16,0.25
