block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1128, 838)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.9166666666666666,nan,0,0.052,0
0,2,target,"[(1128, 838)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.6166666666666667,nan,0,5.494,0
0,3,target,"[(1128, 838)]",[],[1],[0.45],vertical,"(390.0, 262.0)",1.1333333333333333,0.416,0,11.161,0
0,4,target,"[(1128, 838)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 762.0)",0.75,0.441,0,15.948,0
0,5,target,"[(1128, 838)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",1.1,0.381,0,26.021,0
0,6,target,"[(1128, 838)]",[],[1],[0.45],vertical,"(390.0, 262.0)",1.2,0.416,0,30.906,0
0,7,target,"[(1115, 878)]",[],[1],[0.3833333333333333],horizontal,"(890.0, 262.0)",0.75,0.344,0,38.372,0
0,8,target,"[(1104, 870)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('fix', 0.1)",,48.844,0
0,9,catch,"[(1104, 870)]",[],[1],[],vertical,"(890.0, 262.0)",1.6,nan,0,52.91,0
0,10,target,"[(599, 200), (1174, 856)]",[],"[0, 1]",[0.43333333333333335],horizontal,"(390.0, 262.0)",1.4333333333333333,0.395,0,57.595,0
