block,practice,trial,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
1,False,25,"[(1070, 892)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",0.9333333333333333,0.58,1,362.939
1,False,26,"[(1066, 873)]",[],[1],[0.3833333333333333],vertical,"(390.0, 762.0)",1.5833333333333333,0.343,1,367.678
1,False,27,"[(1071, 882)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",0.7666666666666666,0.492,1,372.612
1,False,28,"[(1081, 879)]",[],[1],[0.5],vertical,"(890.0, 762.0)",1.35,0.457,1,377.512
1,False,29,"[(1086, 888)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",1.0333333333333332,0.556,1,382.298
1,False,30,"[(1085, 887)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.9166666666666666,0.511,1,386.595
1,False,31,"[(1081, 873)]",[],[1],[0.7],horizontal,"(390.0, 762.0)",0.8,0.657,1,390.646
1,False,32,"[(1076, 891)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.5166666666666666,0.545,1,395.047
1,False,33,"[(1076, 890)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.4333333333333333,0.02,1,399.069
1,False,34,"[(1076, 876)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.6166666666666667,0.445,1,403.634
1,False,35,"[(1075, 885)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.5333333333333332,0.512,1,408.848
1,False,36,"[(1076, 871)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 762.0)",1.4666666666666666,0.199,1,413.581
1,False,37,"[(1076, 888)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.7166666666666667,0.495,1,418.526
1,False,38,"[(1076, 875)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",1.45,0.54,1,422.884
1,False,39,"[(1075, 891)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 262.0)",1.0833333333333333,0.623,1,427.631
1,False,40,"[(1076, 877)]",[],[1],[0.7166666666666667],horizontal,"(390.0, 762.0)",1.2,0.671,1,432.454
1,False,41,"[(1072, 871)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.55,0.54,1,437.118
1,False,42,"[(1076, 892)]",[],[1],[0.4166666666666667],horizontal,"(390.0, 762.0)",1.6666666666666667,0.379,1,441.035
1,False,43,"[(1076, 890)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.8666666666666667,0.575,1,446.251
1,False,44,"[(1102, 869)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.4166666666666667,0.527,1,451.051
1,False,45,"[(1077, 885)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.5333333333333333,0.523,1,456.165
1,False,46,"[(1078, 881)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",1.4166666666666667,0.542,1,459.852
1,False,47,"[(1071, 885)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.5166666666666666,0.519,1,464.478
1,False,48,"[(1072, 885)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.3,0.806,0,469.539
1,False,49,"[(1075, 876)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",0.5833333333333334,0.604,1,474.702
1,False,50,"[(1072, 885)]",[],[1],[0.4166666666666667],horizontal,"(390.0, 262.0)",1.1833333333333333,0.377,1,479.84
1,False,51,"[(1072, 895)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,484.135
1,False,52,"[(1076, 894)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.1833333333333333,0.554,1,488.128
1,False,53,"[(1072, 886)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.5833333333333334,0.807,0,501.68
1,False,54,"[(1071, 910)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",1.25,0.426,1,506.306
1,False,55,"[(1057, 874)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.7666666666666666,0.504,1,513.356
1,False,56,"[(1058, 893)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",1.6,0.454,1,517.352
1,False,57,"[(1085, 896)]",[],[1],[0.5],vertical,"(890.0, 262.0)",0.9833333333333333,0.459,1,522.736
1,False,58,"[(1079, 876)]",[],[1],[0.06666666666666667],horizontal,"(390.0, 262.0)",1.5166666666666666,0.036,1,527.163
1,False,59,"[(1086, 903)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.6333333333333333,0.523,1,531.972
1,False,60,"[(1068, 885)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.1833333333333333,0.521,1,537.055
2,False,61,"[(1070, 878)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.75,0.52,1,542.166
2,False,62,"[(1081, 892)]",[],[1],[0.45],vertical,"(890.0, 262.0)",1.3833333333333333,0.411,1,546.78
2,False,63,"[(1070, 882)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 262.0)",0.7666666666666666,0.427,1,551.523
2,False,64,"[(1072, 895)]",[],[1],[0.3],horizontal,"(390.0, 762.0)",1.6666666666666667,0.263,1,555.997
2,False,65,"[(1058, 898)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.25,0.575,1,560.74
2,False,66,"[(1067, 884)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.1833333333333333,0.478,1,566.304
2,False,67,"[(1057, 902)]",[],[1],[0.2833333333333333],horizontal,"(390.0, 262.0)",1.55,0.254,1,570.746
2,False,68,"[(1076, 881)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.55,0.541,1,575.504
2,False,69,"[(1062, 881)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.6833333333333333,0.482,1,580.096
2,False,70,"[(1060, 882)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.8,0.575,1,584.351
2,False,71,"[(1080, 885)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",1.0166666666666666,0.511,1,588.751
2,False,72,"[(1070, 873)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",1.5333333333333332,0.475,1,593.234
2,False,73,"[(1085, 885)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 262.0)",1.0833333333333333,0.346,1,597.961
2,False,74,"[(1070, 873)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 262.0)",0.8833333333333333,0.59,1,602.099
2,False,75,"[(1063, 881)]",[],[1],[0.21666666666666667],vertical,"(890.0, 762.0)",0.5666666666666667,0.184,1,609.564
2,False,76,"[(1086, 911)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",1.3166666666666667,0.577,1,614.222
2,False,77,"[(1057, 916)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.3333333333333333,0.563,1,855.353
2,False,78,"[(1023, 908)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.8166666666666667,0.511,1,859.969
2,False,79,"[(1035, 898)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.1,0.463,1,864.784
2,False,80,"[(1066, 910)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",1.1666666666666667,0.495,1,870.592
2,False,81,"[(1036, 901)]",[],[1],[0.3333333333333333],vertical,"(890.0, 262.0)",1.6166666666666667,0.296,1,875.032
2,False,82,"[(1070, 899)]",[],[1],[0.23333333333333334],vertical,"(390.0, 262.0)",1.55,0.197,1,893.983
2,False,83,"[(1069, 882)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",1.1833333333333333,0.478,1,898.849
2,False,84,"[(1042, 911)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",1.0,0.559,1,903.347
2,False,85,"[(1090, 890)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.1,0.562,1,907.815
2,False,86,"[(1097, 898)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.2833333333333332,0.557,1,912.482
2,False,87,"[(1072, 915)]",[],[1],[0.65],vertical,"(890.0, 762.0)",0.6333333333333333,0.603,1,917.085
2,False,88,"[(1076, 877)]",[],[1],"[0.85, 0.85]",horizontal,"(390.0, 262.0)",0.7,"0.802,0.802",0,921.198
2,False,89,"[(1089, 903)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 762.0)",0.6833333333333333,0.641,1,925.744
2,False,90,"[(1086, 911)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.5,0.589,1,930.264
2,False,91,"[(1071, 878)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",0.9833333333333333,0.491,1,934.579
2,False,92,"[(1065, 868)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",1.45,0.476,1,939.552
2,False,93,"[(1079, 899)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.5666666666666667,0.443,1,946.481
2,False,94,"[(1074, 895)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.95,0.569,1,951.89
2,False,95,"[(1053, 890)]",[],[1],[0.7166666666666667],horizontal,"(390.0, 762.0)",0.85,0.668,1,956.247
2,False,96,"[(1061, 876)]",[],[1],[0.6666666666666666],vertical,"(390.0, 262.0)",0.9166666666666666,0.618,1,960.696
2,False,97,"[(1062, 894)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.5833333333333334,0.494,1,965.223
2,False,98,"[(1067, 894)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.4666666666666666,0.799,0,969.369
2,False,99,"[(1062, 874)]",[],[1],[0.2833333333333333],horizontal,"(890.0, 262.0)",1.6166666666666667,0.252,1,974.453
2,False,100,"[(1066, 896)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",0.75,0.491,1,980.931
2,False,101,"[(1101, 883)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",1.1333333333333333,0.491,1,984.945
2,False,102,"[(1043, 909)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",0.6166666666666667,0.535,1,989.903
2,False,103,"[(1067, 887)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.5166666666666666,0.577,1,994.231
2,False,104,"[(1072, 908)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.2333333333333334,0.507,1,998.468
2,False,105,"[(1077, 878)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.85,0.577,1,1003.302
2,False,106,"[(1062, 893)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.6333333333333333,0.492,1,1007.984
2,False,107,"[(1067, 876)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.6,0.507,1,1012.2
2,False,108,"[(1066, 889)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",1.4166666666666667,0.569,1,1016.88
2,False,109,"[(1072, 896)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.95,0.556,1,1021.619
2,False,110,"[(1067, 901)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",1.6166666666666667,0.572,1,1025.832
2,False,111,"[(1070, 894)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 762.0)",0.8166666666666667,0.641,1,1031.487
2,False,112,"[(1067, 896)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.4,0.525,1,1035.769
2,False,113,"[(1067, 867)]",[],[1],[0.7166666666666667],horizontal,"(890.0, 762.0)",0.5833333333333334,0.669,1,1040.833
2,False,114,"[(1042, 881)]",[],[1],[0.7666666666666666],horizontal,"(390.0, 262.0)",0.8333333333333334,0.724,1,1045.488
2,False,115,"[(1093, 892)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",1.2333333333333334,0.587,1,1050.291
2,False,116,"[(1083, 890)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.5333333333333332,0.523,1,1055.295
2,False,117,"[(1085, 897)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",1.1333333333333333,0.526,1,1060.431
2,False,118,"[(1067, 869)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,1064.909
2,False,119,"[(1067, 893)]",[],[1],[0.5833333333333334],vertical,"(390.0, 762.0)",0.5166666666666666,0.55,1,1068.967
2,False,120,"[(1054, 890)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.0833333333333333,0.508,1,1075.118
3,False,121,"[(1061, 888)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.45,0.546,1,1079.879
3,False,122,"[(1076, 911)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",0.5666666666666667,0.476,1,1085.114
3,False,123,"[(1096, 897)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.65,0.478,1,1089.351
3,False,124,"[(1018, 896)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.7,0.54,1,1094.887
3,False,125,"[(1075, 879)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.1166666666666667,0.526,1,1099.002
3,False,126,"[(1081, 890)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.85,0.511,1,1103.853
3,False,127,"[(1066, 894)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.9166666666666666,0.541,1,1108.094
3,False,128,"[(1072, 905)]",[],[1],[0.6833333333333333],vertical,"(890.0, 762.0)",1.3666666666666667,0.636,1,1112.928
3,False,129,"[(1067, 906)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.6166666666666667,0.525,1,1117.879
3,False,130,"[(1081, 886)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.5166666666666666,0.535,1,1122.035
3,False,131,"[(1069, 876)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",0.85,0.502,1,1126.165
3,False,132,"[(1064, 894)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 762.0)",0.5666666666666667,0.622,1,1130.948
3,False,133,"[(1062, 886)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",0.6833333333333333,0.552,1,1135.297
3,False,134,"[(1068, 892)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.7166666666666667,0.558,1,1139.911
3,False,135,"[(1054, 879)]",[],[1],[0.7333333333333333],horizontal,"(390.0, 262.0)",0.7666666666666666,0.687,1,1144.288
3,False,136,"[(1053, 862)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.4666666666666666,0.441,1,1148.803
3,False,137,"[(1078, 889)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.75,0.529,1,1153.399
3,False,138,"[(1075, 884)]",[],[1],[0.55],vertical,"(390.0, 762.0)",1.45,0.508,1,1157.427
3,False,139,"[(1086, 887)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.55,0.532,1,1162.53
3,False,140,"[(1067, 893)]",[],[1],[0.7666666666666666],vertical,"(890.0, 262.0)",1.15,0.722,1,1166.365
3,False,141,"[(1049, 907)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.5833333333333334,0.511,1,1171.308
3,False,142,"[(1042, 867)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.8,0.575,1,1175.79
3,False,143,"[(1065, 886)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.5833333333333333,0.444,1,1180.328
3,False,144,"[(1045, 909)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.5,0.565,1,1185.714
3,False,145,"[(1041, 905)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.4833333333333334,0.507,1,1190.248
3,False,146,"[(1094, 897)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.8,0.526,1,1195.087
3,False,147,"[(1038, 896)]",[],[1],[0.7],horizontal,"(890.0, 262.0)",1.3166666666666667,0.659,1,1199.457
3,False,148,"[(1067, 909)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.9,0.579,1,1212.129
3,False,149,"[(1081, 880)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.5,0.542,1,1216.852
3,False,150,"[(1053, 894)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.65,0.466,1,1220.604
3,False,151,"[(1076, 896)]",[],[1],[0.45],vertical,"(390.0, 262.0)",1.3166666666666667,0.409,1,1238.485
3,False,152,"[(1089, 896)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.8,0.528,1,1243.585
3,False,153,"[(1076, 890)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.0333333333333332,0.558,1,1247.902
3,False,154,"[(1057, 890)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 262.0)",1.65,0.204,1,1252.467
3,False,155,"[(1081, 902)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.4833333333333334,0.563,1,1257.05
3,False,156,"[(1102, 906)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",1.3333333333333333,0.591,1,1262.468
3,False,157,"[(1069, 898)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",1.25,0.48,1,1267.537
3,False,158,"[(1065, 876)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.1833333333333333,0.557,1,1272.081
3,False,159,"[(1038, 878)]",[],[1],"[0.85, 0.85]",vertical,"(890.0, 262.0)",0.5666666666666667,"0.804,0.804",0,1276.659
3,False,160,"[(1068, 906)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.5333333333333332,0.574,1,1280.938
3,False,161,"[(1067, 899)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.3833333333333333,0.523,1,1301.802
3,False,162,"[(1076, 908)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",1.3333333333333333,0.625,1,1306.915
3,False,163,"[(1039, 894)]",[],[1],[0.7166666666666667],vertical,"(390.0, 262.0)",0.6166666666666667,0.669,1,1312.296
3,False,164,"[(1053, 910)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 762.0)",0.5666666666666667,0.594,1,1316.518
3,False,165,"[(1043, 901)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.75,0.502,1,1320.843
3,False,166,"[(1105, 892)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.4166666666666667,0.527,1,1325.549
3,False,167,"[(1073, 889)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 262.0)",0.6,0.634,1,1330.762
3,False,168,"[(1073, 897)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.75,0.554,1,1334.776
3,False,169,"[(1073, 899)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.5666666666666667,0.537,1,1339.338
3,False,170,"[(1077, 895)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 262.0)",0.5166666666666666,0.638,1,1343.73
3,False,171,"[(1079, 888)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.8833333333333333,0.523,1,1348.343
3,False,172,"[(1081, 898)]",[],[1],[0.31666666666666665],vertical,"(390.0, 762.0)",1.3166666666666667,0.282,1,1352.842
3,False,173,"[(1063, 883)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.1666666666666667,0.52,1,1357.878
3,False,174,"[(1079, 880)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.85,0.525,1,1362.739
3,False,175,"[(1076, 882)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.0,0.541,1,1366.897
3,False,176,"[(1072, 890)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.6333333333333333,0.492,1,1371.748
3,False,177,"[(1083, 902)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.0,0.553,1,1377.266
3,False,178,"[(1064, 910)]",[],[1],[0.6],vertical,"(390.0, 262.0)",0.65,0.562,1,1381.587
3,False,179,"[(1067, 865)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",1.2666666666666666,0.567,1,1385.875
3,False,180,"[(1072, 889)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 262.0)",1.65,0.641,1,1390.374
4,False,181,"[(1047, 895)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",0.5666666666666667,0.551,1,1395.567
4,False,182,"[(1067, 897)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",0.5666666666666667,0.562,1,1399.779
4,False,183,"[(1014, 911)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.5,0.545,1,1404.233
4,False,184,"[(1063, 897)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.6666666666666666,0.509,1,1409.063
4,False,185,"[(1079, 868)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.8,0.575,1,1413.28
4,False,186,"[(1076, 889)]",[],[1],[0.6333333333333333],horizontal,"(890.0, 762.0)",1.25,0.589,1,1417.98
4,False,187,"[(1043, 907)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.3833333333333333,0.556,1,1422.832
4,False,188,"[(353, 545), (1070, 886)]",[],"[0, 1]",[0.5666666666666667],horizontal,"(890.0, 762.0)",1.0833333333333333,0.525,1,1428.251
4,False,189,"[(1068, 912)]",[],[1],[0.65],vertical,"(890.0, 762.0)",0.6166666666666667,0.613,1,1449.048
4,False,190,"[(1081, 907)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.0166666666666666,0.505,1,1453.669
4,False,191,"[(1085, 893)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",1.4,0.019,1,1458.535
4,False,192,"[(1076, 912)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",0.6833333333333333,0.473,1,1463.182
4,False,193,"[(1042, 906)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.8666666666666667,0.526,1,1467.203
4,False,194,"[(1078, 898)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.6833333333333333,0.506,1,1471.897
4,False,195,"[(1038, 894)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.1,0.557,1,1477.221
4,False,196,"[(1079, 889)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",1.5,0.493,1,1482.087
4,False,197,"[(1069, 888)]",[],[1],[0.6833333333333333],vertical,"(890.0, 762.0)",1.2333333333333334,0.642,1,1487.18
4,False,198,"[(1058, 866)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",1.1666666666666667,0.509,1,1492.315
4,False,199,"[(1009, 914)]",[],[1],[0.15],vertical,"(390.0, 262.0)",1.5666666666666667,0.118,1,1502.986
4,False,200,"[(1038, 888)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.5666666666666667,0.463,1,1507.511
4,False,201,"[(1067, 906)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.8666666666666667,0.806,0,1520.994
4,False,202,"[(1064, 907)]",[],[1],[0.7],vertical,"(890.0, 762.0)",1.5833333333333333,0.659,1,1525.636
4,False,203,"[(1076, 893)]",[],[1],[0.5833333333333334],vertical,"(390.0, 762.0)",0.9833333333333333,0.552,1,1530.79
4,False,204,"[(1062, 894)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.7833333333333333,0.543,1,1535.427
4,False,205,"[(1067, 879)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.15,0.561,1,1539.47
4,False,206,"[(1038, 879)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.5666666666666667,0.465,1,1543.946
4,False,207,"[(1081, 891)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.5833333333333334,0.495,1,1549.127
4,False,208,"[(1076, 896)]",[],[1],[0.55],vertical,"(390.0, 762.0)",1.3833333333333333,0.516,1,1552.952
4,False,209,"[(1067, 905)]",[],[1],[0.6],vertical,"(390.0, 262.0)",0.7333333333333333,0.558,1,1558.081
4,False,210,"[(1069, 885)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.0166666666666666,0.524,1,1562.485
