block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1047, 936)]",[],[1],[0.4],horizontal,"(390.0, 262.0)",1.5666666666666667,0.362,1,0.523,1
0,2,target,"[(984, 828), (1001, 857), (1026, 842)]",[],"[0, 0, 1]",[0.4166666666666667],horizontal,"(890.0, 762.0)",1.2,0.388,1,28.26,1
0,3,target,"[(1000, 820), (993, 807), (1010, 809)]",[],"[0, 0, 1]",[0.55],horizontal,"(390.0, 762.0)",0.7333333333333333,0.519,1,194.342,2
0,4,target,"[(1013, 804)]",[],[1],[0.4],horizontal,"(390.0, 762.0)",1.15,0.36,1,201.41,2
0,5,target,"[(992, 776), (986, 798), (1008, 799)]",[],"[0, 0, 1]",[0.5333333333333333],vertical,"(890.0, 762.0)",1.05,0.495,1,206.534,2
0,6,target,"[(993, 805), (983, 795), (986, 796), (969, 821), (972, 824), (974, 826), (1037, 899)]",[],"[0, 0, 0, 0, 0, 0, 1]",[0.2833333333333333],horizontal,"(890.0, 262.0)",1.45,0.25,1,213.653,2
0,7,target,"[(1005, 805)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.9833333333333333,0.579,1,228.398,3
0,8,target,"[(992, 790), (965, 795), (993, 742), (1037, 832)]",[],"[0, 0, 0, 1]",[0.6166666666666667],horizontal,"(890.0, 262.0)",1.3,0.576,1,233.98,3
0,9,target,"[(992, 783), (984, 790), (1026, 808)]",[],"[0, 0, 1]",[0.55],horizontal,"(390.0, 262.0)",1.05,0.511,1,242.144,3
0,10,target,"[(988, 802), (987, 788), (991, 852), (987, 800), (1002, 805), (1001, 818), (1011, 849)]",[],"[0, 0, 0, 0, 0, 0, 1]",[0.5666666666666667],horizontal,"(390.0, 762.0)",0.9666666666666667,0.529,1,249.023,3
0,11,target,"[(1005, 813)]",[],[1],[0.8333333333333334],horizontal,"(390.0, 262.0)",0.5,0.792,1,268.944,3
0,12,catch,"[(1002, 770), (994, 766), (993, 795), (564, 556), (992, 810), (1029, 840)]",[],"[0, 0, 0, 0, 0, 1]",[],vertical,"(890.0, 762.0)",,"('cti', 1.075),nan",0,274.559,0
0,13,target,"[(989, 772), (1025, 839)]",[],"[0, 1]",[0.6166666666666667],horizontal,"(890.0, 262.0)",0.6166666666666667,0.572,1,283.438,1
0,14,target,"[(1003, 798), (1003, 831), (1005, 833)]",[],"[0, 0, 1]",[0.5666666666666667],horizontal,"(890.0, 262.0)",0.9166666666666666,0.52,1,288.743,1
0,15,target,"[(1018, 816)]",[],[1],[0.26666666666666666],horizontal,"(390.0, 262.0)",1.1666666666666667,0.23,1,295.494,2
0,16,target,"[(1012, 804)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.1,0.464,1,301.118,2
0,17,target,"[(985, 807), (983, 803), (995, 834), (1038, 805)]",[],"[0, 0, 0, 1]",[0.5333333333333333],horizontal,"(890.0, 262.0)",1.2833333333333332,0.5,1,306.415,2
0,18,target,"[(1015, 815)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.8,0.541,1,314.653,2
0,19,catch,"[(989, 800), (997, 804), (1008, 807)]",[],"[0, 0, 1]",[],horizontal,"(390.0, 762.0)",1.6,nan,1,319.474,3
0,20,catch,"[(997, 806), (1006, 815)]",[],"[0, 1]",[],horizontal,"(390.0, 262.0)",1.6,nan,1,326.665,3
0,21,target,"[(986, 808), (1021, 808)]",[],"[0, 1]",[],vertical,"(890.0, 262.0)",,"('cti', 1.359)",0,333.027,0
0,22,target,"[(1027, 807)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",0.8,0.481,1,338.762,1
0,23,target,"[(1017, 799)]",[],[1],[0.3833333333333333],vertical,"(890.0, 762.0)",1.2666666666666666,0.35,1,343.344,1
0,24,target,"[(1017, 803)]",[],[1],[0.13333333333333333],vertical,"(390.0, 262.0)",1.5833333333333333,0.101,0,348.328,0
0,25,catch,"[(1017, 809)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,353.063,1
0,26,target,"[(1006, 778)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.6166666666666667,nan,0,358.18,0
0,27,target,"[(997, 789), (987, 795), (1033, 765)]",[],"[0, 0, 1]",[0.05],vertical,"(390.0, 762.0)",1.55,0.019,0,362.481,0
0,28,target,"[(977, 813), (1013, 805)]",[],"[0, 1]",[0.48333333333333334],vertical,"(890.0, 262.0)",0.5666666666666667,0.451,1,368.4,1
