block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1265, 916), (82, 862), (84, 855), (80, 855), (82, 855), (81, 869), (82, 869), (80, 869), (77, 868), (1067, 863)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.3833333333333333],horizontal,"(390.0, 262.0)",0.5333333333333333,0.348,1,0.832,1,0.0,0.25
0,2,target,"[(864, 516), (934, 684), (1200, 151), (909, 157), (1279, 453), (1146, 827)]",[],"[0, 0, 0, 0, 0, 1]",[0.5833333333333334],vertical,"(390.0, 262.0)",1.4,0.542,1,233.071,1,0.0,0.25
0,3,target,"[(1165, 795)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 0.737)",0,3657.188,0,0.3333333333333333,0.25
0,4,target,"[(1127, 789)]",[],[1],[0.16666666666666666],vertical,"(390.0, 762.0)",0.5833333333333334,0.132,0,3661.23,0,0.25,0.25
0,5,target,"[(1174, 807)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",0.6166666666666667,0.539,1,3683.157,1,0.2,0.25
0,6,catch,"[(1170, 796)]",[],[1],[],vertical,"(890.0, 762.0)",1.6,nan,1,3757.958,1,0.16666666666666666,0.25
0,7,target,"[(1168, 785)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.0166666666666666,0.517,1,3762.834,1,0.14285714285714285,0.25
0,8,target,"[(1169, 810)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 262.0)",0.85,0.196,0,3768.314,0,0.125,0.25
0,9,target,"[(1172, 803)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.55,0.538,1,3985.142,1,0.1111111111111111,0.25
0,10,target,"[(1180, 769)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.75,0.572,1,3989.659,1,0.1,0.25
0,11,target,"[(1173, 762)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 762.0)",1.2333333333333334,0.376,1,3994.239,1,0.09090909090909091,0.25
0,12,catch,"[(1193, 789)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.566),nan",0,3999.4,0,0.16666666666666666,0.25
0,13,catch,"[(1175, 801)]",[],[1],[],vertical,"(390.0, 762.0)",1.6,nan,1,4004.432,1,0.15384615384615385,0.25
0,14,target,"[(1165, 801)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.2,0.52,1,4009.421,1,0.14285714285714285,0.25
0,15,catch,"[(1178, 777)]",[],[1],[],vertical,"(890.0, 262.0)",1.6,nan,1,4014.973,1,0.13333333333333333,0.25
0,16,target,"[(1178, 769)]",[],[1],[0.65],vertical,"(890.0, 762.0)",0.95,0.607,1,4020.03,2,0.125,0.25
0,17,target,"[(1176, 777)]",[],[1],[0.7666666666666666],horizontal,"(390.0, 762.0)",0.4,0.719,1,4025.443,2,0.11764705882352941,0.25
