block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1108, 828)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.5833333333333334,0.535,1,0.499,1,0.0,same
0,2,catch,"[(1160, 809)]",[],[1],[],vertical,"(390.0, 262.0)",1.7,nan,1,596.244,1,0.0,same
0,3,valid,"[(1165, 783)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.35,nan,0,601.719,0,0.0,same
0,4,valid,"[(1136, 755)]","[(1076, 795)]",[1],[0.08333333333333333],vertical,"(890.0, 262.0)",,"('bar', 0.1)",0,605.936,0,0.0,same
0,5,valid,"[(1086, 867)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.5,0.574,1,608.264,1,0.0,same
0,6,valid,"[(1120, 803)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.7166666666666667,nan,0,868.188,0,0.0,same
0,7,valid,"[(1134, 794)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",1.3333333333333333,0.546,1,872.451,1,0.0,same
0,8,catch,"[(1162, 783)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,878.914,1,0.0,same
0,9,valid,"[(1175, 804)]",[],[1],[0.6333333333333333],vertical,"(390.0, 262.0)",1.0833333333333333,0.588,1,884.48,1,0.0,same
0,10,catch,"[(1137, 774)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,889.859,2,0.0,same
0,11,catch,"[(1165, 769)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,896.097,2,0.0,same
0,12,invalid_adjacent_other_bar,"[(1175, 805)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.8333333333333334,0.509,1,901.35,2,0.0,other
0,13,catch,"[(1180, 793)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,906.699,2,0.0,same
0,14,valid,"[(1168, 785)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.9,nan,0,912.682,0,0.0,same
0,15,valid,"[(1140, 764)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.8666666666666667,0.558,1,917.737,1,0.0,same
0,16,catch,"[(1166, 760)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,922.494,1,0.0,same
0,17,valid,"[(1165, 804)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",0.7166666666666667,0.442,1,927.799,1,0.0,same
0,18,valid,"[(1179, 793)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.25,0.525,1,932.584,2,0.0,same
0,19,valid,"[(1180, 777)]",[],[1],[0.6833333333333333],vertical,"(390.0, 762.0)",0.8333333333333334,0.641,1,938.316,2,0.0,same
0,20,catch,"[(1166, 804)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,943.564,2,0.0,same
0,21,valid,"[(1163, 807)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.0833333333333333,0.555,1,949.667,2,0.0,same
0,22,valid,"[(1135, 789)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.35,nan,0,955.7,0,0.0,same
0,23,valid,"[(1089, 798)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",0.36666666666666664,0.44,1,959.683,1,0.0,same
0,24,valid,"[(1165, 791)]",[],[1],[0.5],vertical,"(890.0, 262.0)",0.45,0.46,1,964.466,1,0.0,same
0,25,valid,"[(1160, 790)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.2833333333333332,0.443,1,968.918,1,0.0,same
0,26,invalid_same_bar,"[(1168, 791)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",1.0666666666666667,0.46,1,973.999,2,0.0,same
0,27,valid,"[(1170, 792)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",1.1,0.49,1,979.796,2,0.0,same
0,28,catch,"[(1158, 809)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,985.151,2,0.0,same
0,29,catch,"[(1164, 816)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,991.394,2,0.0,same
0,30,valid,"[(1164, 825)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",0.75,0.444,1,996.965,3,0.0,same
0,31,valid,"[(1169, 782)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.55,0.524,1,1002.314,3,0.0,same
0,32,catch,"[(1163, 797)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,1007.517,3,0.0,same
0,33,catch,"[(1165, 777)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,1013.433,3,0.0,same
0,34,valid,"[(1162, 786)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",0.5333333333333333,0.472,1,1019.666,3,0.0,same
0,35,valid,"[(1168, 783)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",1.3,0.591,1,1024.716,3,0.0,same
0,36,catch,"[(1160, 788)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,1031.205,3,0.0,same
0,37,catch,"[(1170, 787)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,1037.233,3,0.0,same
0,38,invalid_same_bar,"[(1172, 796)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.3166666666666667,nan,0,1043.15,0,0.0,same
0,39,catch,"[(1135, 780)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,1048.249,1,0.0,same
