block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,TRUE,1,0.603,36,,,"(1201, 886)",,1,,,"640.0, 512.0",vertical,"(390.0, 762.0)",,0,0,0.369
1,TRUE,2,0.96,57,,,"(1194, 885)",,1,91,1.516666667,"640.0, 512.0",vertical,"(890.0, 762.0)",0.6,0.543,1,85.952
1,TRUE,3,0.349,20,,,"(1136, 928)",,1,52,0.866666667,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.366666667,0.508,1,90.235
1,TRUE,4,0.38,22,,,"(1158, 892)",,1,26,0.433333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.566666667,0.05,1,94.202
1,FALSE,1,0.682,40,,,"(1193, 902)",,1,72,1.2,"640.0, 512.0",vertical,"(890.0, 262.0)",0.933333333,0.506,1,96.766
1,FALSE,2,0.749,44,,,"(1252, 879), (1202, 908)",,"0, 1",77,1.283333333,"640.0, 512.0",vertical,"(890.0, 262.0)",0.566666667,0.523,1,101.122
1,FALSE,3,0.865,51,,,"(1154, 902)",,1,95,1.583333333,"640.0, 512.0",vertical,"(390.0, 262.0)",0.85,0.702,1,116.108
1,FALSE,4,0.655,39,,,"(1221, 887)",,1,,,"640.0, 512.0",vertical,"(890.0, 762.0)",,0,0,120.237
1,FALSE,5,0.364,21,,,"(1142, 889)",,1,71,1.183333333,"640.0, 512.0",vertical,"(890.0, 762.0)",0.633333333,0.799,0,123.742
1,FALSE,6,0.657,39,,,"(1153, 885)",,1,81,1.35,"640.0, 512.0",horizontal,"(390.0, 762.0)",1.5,0.671,1,127.858
1,FALSE,7,0.618,37,,,"(1140, 902)",,1,74,1.233333333,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.2,0.586,1,132.205
1,FALSE,8,0.677,40,,,"(1166, 903)",,1,72,1.2,"640.0, 512.0",horizontal,"(390.0, 262.0)",1.316666667,0.509,1,136.06
1,FALSE,9,0.905,54,,,"(1146, 894)",,1,87,1.45,"640.0, 512.0",horizontal,"(390.0, 262.0)",1.083333333,0.52,1,140.058
1,FALSE,10,0.839,50,,,"(1123, 898)",,1,85,1.416666667,"640.0, 512.0",vertical,"(890.0, 762.0)",1.433333333,0.556,1,143.976
1,FALSE,11,1.031,61,,,"(1118, 907)",,1,94,1.566666667,"640.0, 512.0",horizontal,"(390.0, 262.0)",1.333333333,0.522,1,148.271
1,FALSE,12,1.398,83,,,"(1137, 899)",,1,116,1.933333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.65,0.522,1,152.589
1,FALSE,13,0.375,22,,,"(1123, 894)",,1,53,0.883333333,"640.0, 512.0",vertical,"(890.0, 762.0)",1.3,0.492,1,156.631
1,FALSE,14,1.419,85,,,"(1118, 914)",,1,98,1.633333333,"640.0, 512.0",vertical,"(890.0, 262.0)",1.533333333,0.201,1,160.925
1,FALSE,15,1.127,67,,,"(1123, 904)",,1,101,1.683333333,"640.0, 512.0",vertical,"(390.0, 762.0)",0.916666667,0.546,1,165.556
1,FALSE,16,1.496,89,,,"(1117, 897)",,1,127,2.116666667,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.7,0.621,1,169.619
1,FALSE,17,1.368,82,,,"(1136, 888)",,1,108,1.8,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.033333333,0.41,1,173.888
1,FALSE,18,0.696,41,,,"(1122, 909)",,1,82,1.366666667,"640.0, 512.0",horizontal,"(890.0, 262.0)",0.816666667,0.652,1,178.175
1,FALSE,19,0.314,18,,,"(1125, 894)",,1,50,0.833333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.733333333,0.505,1,181.829
1,FALSE,20,0.562,33,,,"(1105, 893)",,1,66,1.1,"640.0, 512.0",horizontal,"(890.0, 762.0)",0.933333333,0.528,1,184.904
1,FALSE,21,0.597,35,,,"(1122, 889)",,1,68,1.133333333,"640.0, 512.0",vertical,"(890.0, 762.0)",0.816666667,0.533,1,188.404
1,FALSE,22,1.415,84,,,"(1125, 916)",,1,117,1.95,"640.0, 512.0",horizontal,"(390.0, 262.0)",1.316666667,0.526,1,191.797
1,FALSE,23,1.184,71,,,"(1117, 897)",,1,106,1.766666667,"640.0, 512.0",vertical,"(390.0, 762.0)",1.483333333,0.562,1,196.492
1,FALSE,24,1.378,82,,,"(1127, 917)",,1,117,1.95,"640.0, 512.0",vertical,"(890.0, 762.0)",1.683333333,0.56,1,201.203
1,FALSE,25,0.475,28,,,"(1123, 903)",,1,64,1.066666667,"640.0, 512.0",horizontal,"(890.0, 762.0)",0.566666667,0.581,1,206.273
1,FALSE,26,1.132,67,,,"(1125, 899)",,1,99,1.65,"640.0, 512.0",vertical,"(390.0, 262.0)",0.95,0.507,1,209.388
1,FALSE,27,1.195,71,,,"(1123, 918)",,1,105,1.75,"640.0, 512.0",vertical,"(390.0, 262.0)",0.583333333,0.541,1,213.451
1,FALSE,28,1.165,69,,,"(1099, 907)",,1,100,1.666666667,"640.0, 512.0",vertical,"(390.0, 262.0)",0.633333333,0.489,1,217.283
1,FALSE,29,0.948,56,,,"(1128, 922)",,1,90,1.5,"640.0, 512.0",horizontal,"(890.0, 262.0)",0.6,0.543,1,221.057
1,FALSE,30,1.195,71,,,"(1096, 913)",,1,110,1.833333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.583333333,0.62,1,224.677
1,FALSE,31,1.443,86,,,"(1112, 908)",,1,,,"640.0, 512.0",vertical,"(890.0, 262.0)",,0,0,228.574
1,FALSE,32,1.235,74,,,"(1114, 917)",,1,114,1.9,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.35,0.638,1,232.753
1,FALSE,33,1.066,63,,,"(1113, 909)",,1,96,1.6,"640.0, 512.0",vertical,"(890.0, 262.0)",1.283333333,0.528,1,237.982
1,FALSE,34,1.269,76,,,"(1117, 910)",,1,111,1.85,"640.0, 512.0",horizontal,"(890.0, 762.0)",0.783333333,0.554,1,242.338
1,FALSE,35,0.497,29,,,"(1118, 912)",,1,64,1.066666667,"640.0, 512.0",horizontal,"(890.0, 762.0)",1.466666667,0.553,1,246.459
1,FALSE,36,0.419,25,,,"(1122, 891)",,1,60,1,"640.0, 512.0",vertical,"(390.0, 762.0)",1.316666667,0.557,1,250.461
1,FALSE,37,1.075,64,,,"(1117, 919)",,1,98,1.633333333,"640.0, 512.0",vertical,"(890.0, 762.0)",1.616666667,0.542,1,254.224
1,FALSE,38,0.725,43,,,"(1118, 893)",,1,74,1.233333333,"640.0, 512.0",vertical,"(890.0, 262.0)",1.45,0.493,1,258.943
1,FALSE,39,1.346,80,,,"(1144, 904)",,1,130,2.166666667,"640.0, 512.0",vertical,"(890.0, 762.0)",1.383333333,0.801,0,263.068
1,FALSE,40,1.458,87,,,"(1147, 905)",,1,124,2.066666667,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.75,0.586,1,268.098
1,FALSE,41,0.591,35,,,"(1099, 903)",,1,80,1.333333333,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.616666667,0.718,1,272.442
1,FALSE,42,0.809,48,,,"(1113, 893)",,1,83,1.383333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",1.166666667,0.55,1,276.843
1,FALSE,43,0.847,50,,,"(1148, 909)",,1,85,1.416666667,"640.0, 512.0",horizontal,"(390.0, 762.0)",1.083333333,0.553,1,280.855
1,FALSE,44,1.302,78,,,"(1123, 910)",,1,113,1.883333333,"640.0, 512.0",vertical,"(890.0, 762.0)",0.683333333,0.566,1,290.709
1,FALSE,45,1.264,75,,,"(1122, 913)",,1,110,1.833333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",1.633333333,0.556,1,294.992
1,FALSE,46,1.317,79,,,"(1093, 913)",,1,115,1.916666667,"640.0, 512.0",vertical,"(390.0, 762.0)",0.75,0.575,1,299.877
1,FALSE,47,0.532,31,,,"(1121, 898)",,1,64,1.066666667,"640.0, 512.0",horizontal,"(390.0, 262.0)",0.966666667,0.524,1,304.022
1,FALSE,48,0.932,55,,,"(1111, 880)",,1,96,1.6,"640.0, 512.0",vertical,"(390.0, 262.0)",0.766666667,0.648,1,307.496
1,FALSE,49,0.624,37,,,"(1087, 876)",,1,79,1.316666667,"640.0, 512.0",vertical,"(890.0, 262.0)",1.633333333,0.672,1,311.929
1,FALSE,50,1.5,90,,,"(1138, 894)",,1,125,2.083333333,"640.0, 512.0",horizontal,"(890.0, 762.0)",1.233333333,0.554,1,318.509
