block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,catch,"[(1159, 851)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.4,nan,1,0.11,1
0,2,target,"[(1158, 851)]",[],[1],[0.4],vertical,"(390.0, 262.0)",0.5166666666666666,0.368,1,5.099,1
0,3,target,"[(1158, 851)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 762.0)",1.35,0.279,1,8.703,1
0,4,target,"[(1158, 851)]",[],[1],[0.31666666666666665],vertical,"(890.0, 262.0)",0.7833333333333333,0.28,1,13.699,2
0,5,target,"[(1158, 851)]",[],[1],[0.3333333333333333],vertical,"(390.0, 762.0)",1.6333333333333333,0.296,1,17.831,1
0,6,target,"[(1157, 851)]",[],[1],[0.31666666666666665],horizontal,"(890.0, 762.0)",1.1833333333333333,0.281,1,22.562,1
0,7,target,"[(1156, 851)]",[],[1],[0.3333333333333333],horizontal,"(890.0, 262.0)",0.9833333333333333,0.299,1,26.604,1
0,8,target,"[(1154, 851)]",[],[1],[0.3833333333333333],vertical,"(390.0, 262.0)",0.6666666666666666,0.343,1,30.902,2
0,9,target,"[(1154, 851)]",[],[1],[0.2833333333333333],horizontal,"(890.0, 762.0)",1.05,0.248,1,35.248,1
