block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1130, 823)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",1.1,0.482,1,0.578,1,0.0,same
0,2,valid,"[(1122, 797)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",0.7666666666666666,0.477,1,1039.068,1,0.0,same
0,3,valid,"[(1106, 793)]","[(1086, 889)]",[1],[0.2833333333333333],horizontal,"(890.0, 262.0)",,"('bar', 0.3)",0,1047.162,0,0.0,same
0,4,valid,"[(1127, 830)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.8,nan,0,1062.357,0,0.0,same
0,5,catch,"[(1133, 848)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,1974.888,1,0.0,same
0,6,valid,"[(1157, 820)]",[],[1],[0.65],vertical,"(390.0, 262.0)",0.36666666666666664,0.606,1,1980.465,1,0.0,same
0,7,valid,"[(1127, 846)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 262.0)",0.48333333333333334,0.637,1,1985.004,1,0.0,same
0,8,valid,"[(1139, 826)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.65,nan,0,1989.455,0,0.0,same
0,9,valid,"[(1127, 834)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 262.0)",1.35,0.625,1,1994.348,1,0.0,same
0,10,catch,"[(1168, 814)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,2016.144,1,0.0,same
0,11,catch,"[(1145, 823)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,2021.514,1,0.0,same
0,12,catch,"[(1142, 830)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,2027.142,2,0.0,same
0,13,valid,"[(1183, 843)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.8833333333333333,nan,0,2033.009,0,0.0,same
0,14,valid,"[(1177, 842)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.4833333333333334,nan,0,2037.382,0,0.0,same
0,15,catch,"[(1138, 855)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,2045.313,1,0.0,same
0,16,valid,"[(1163, 831)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.7166666666666667,0.492,1,4206.531,1,0.0,same
0,17,invalid_adjacent_other_bar,"[(1170, 830)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.15,nan,0,4211.645,0,0.0,other
0,18,valid,"[(1078, 854)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 262.0)",1.2833333333333332,0.326,1,4216.417,1,0.0,same
