block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,0.731,43,[],[],"[(1084, 863)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.5],[0.801],0,0.38
1,True,2,0.507,30,[],[],"[(1058, 924)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.05],[0.801],0,55.576
1,True,3,1.058,63,[],[],"[(1063, 936)]",[],[1],[44],[0.7333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.3166666666666667],[0.685],1,72.962
1,True,4,1.135,68,[],[],"[(1053, 871)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.0166666666666666],[0.804],0,162.111
1,False,1,0.945,56,[],[226101],"[(1027, 948), (936, 826), (1036, 845)]","[(1011, 851)]","[0, 0, 1]",[6],[0.1],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,169.829
1,False,2,0.668,40,[],[],"[(1061, 907)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.2333333333333334],[0.8],0,216.279
1,False,3,0.656,39,[],[],"[(1076, 862)]",[],[1],[25],[0.4166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.5],[0.384],1,930.501
1,False,4,0.69,41,[],[],"[(1097, 857)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.8666666666666667],[0.798],0,1123.547
1,False,5,0.661,39,[],[],"[(1076, 886)]",[],[1],[47],[0.7833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.3333333333333333],[0.737],1,1205.687
1,False,6,0.914,54,[],[1279849],"[(1072, 870)]","[(1060, 872)]",[1],[29],[0.48333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,1267.146
1,False,7,0.954,57,[],[],"[(374, 559), (467, 924), (773, 324), (1209, 899)]",[],"[0, 0, 0, 1]",[],[],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[],[0],0,1270.005
1,False,8,0.664,39,[],[12405830],"[(922, 459), (1153, 385), (152, 676), (112, 715), (970, 632), (242, 28), (247, 33), (242, 35), (247, 34), (266, 860), (268, 511), (277, 89), (281, 97), (281, 864), (283, 99), (256, 118), (309, 703), (309, 128), (306, 722), (300, 722), (917, 142), (850, 920), (311, 761), (888, 758), (314, 929), (321, 161), (310, 99), (242, 168), (295, 546), (1097, 874)]","[(1096, 887)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[29],[0.48333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[],[0],0,4657.823
1,False,9,1.118,67,[],[],"[(1123, 889)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.95],[0.796],0,12396.001
1,False,10,0.762,45,[],[],"[(1077, 878)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.1666666666666667],[0.809],0,12415.491
1,False,11,1.009,60,[],[],"[(1088, 868)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.8666666666666667],[0.799],0,12432.426
1,False,12,0.548,32,[],[],"[(1070, 844)]",[],[1],[32],[0.5333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.45],[0.49],1,12437.218
1,False,13,1.134,68,[],[],"[(1100, 915)]",[],[1],[28],[0.4666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.0833333333333333],[0.427],1,12442.317
1,False,14,0.52,31,[],[],"[(1076, 895)]",[],[1],[47],[0.7833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.5333333333333333],[0.737],1,12447.381
1,False,15,0.652,39,[],[],"[(1087, 903)]",[],[1],[28],[0.4666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.4833333333333334],[0.429],1,12451.533
