block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,catch,"[(983, 511), (1089, 513), (87, 528), (1124, 831)]",[],"[0, 0, 0, 1]",[],horizontal,"(890.0, 262.0)",,"('fix', 0.085),nan",0,0.492,0,1.0,0.25
0,2,catch,"[(1137, 789)]",[],[1],[],vertical,"(390.0, 262.0)",1.6,nan,1,102.088,1,0.5,0.25
0,3,target,"[(1150, 842)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.7,0.538,1,138.163,1,0.3333333333333333,0.25
0,4,target,"[(1150, 808)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",0.45,0.526,1,3187.674,1,0.25,0.25
0,5,target,"[(1173, 804)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.48333333333333334,0.552,1,3192.43,2,0.2,0.25
0,6,target,"[(1191, 788)]",[],[1],[0.13333333333333333],horizontal,"(890.0, 262.0)",1.3666666666666667,0.101,0,3197.379,0,0.16666666666666666,0.25
0,7,target,"[(1174, 811)]",[],[1],[0.6333333333333333],vertical,"(890.0, 762.0)",0.7666666666666666,0.602,1,3201.804,1,0.14285714285714285,0.25
0,8,target,"[(1179, 764)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.6,0.545,1,3206.727,1,0.125,0.25
0,9,target,"[(1170, 768)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.9166666666666666,0.48,1,3211.052,1,0.1111111111111111,0.25
0,10,target,"[(1173, 770)]",[],[1],[0.36666666666666664],vertical,"(890.0, 262.0)",1.0333333333333332,0.333,1,3216.029,2,0.1,0.25
0,11,target,"[(1168, 765)]",[],[1],[0.4166666666666667],vertical,"(890.0, 762.0)",1.4,0.379,1,3221.598,2,0.09090909090909091,0.25
0,12,target,"[(1176, 769)]",[],[1],[0.3],horizontal,"(390.0, 762.0)",0.9666666666666667,0.264,1,3227.369,2,0.08333333333333333,0.25
0,13,target,"[(1171, 786)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.55,0.531,1,3232.665,2,0.07692307692307693,0.25
0,14,target,"[(1155, 781)]",[],[1],[0.65],horizontal,"(390.0, 762.0)",0.7,0.613,1,3237.802,3,0.07142857142857142,0.25
0,15,target,"[(1190, 770)]",[],[1],[0.7],vertical,"(390.0, 262.0)",1.0666666666666667,0.663,1,3243.687,3,0.06666666666666667,0.25
0,16,target,"[(1179, 804)]",[],[1],[0.26666666666666666],vertical,"(890.0, 762.0)",0.9,0.23,1,3249.62,3,0.0625,0.25
0,17,target,"[(1164, 778)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.36666666666666664,0.546,1,3254.969,3,0.058823529411764705,0.25
0,18,target,"[(1153, 795)]",[],[1],[0.75],vertical,"(390.0, 762.0)",0.5833333333333334,0.706,1,3260.059,3,0.05555555555555555,0.25
0,19,target,"[(1173, 774)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",1.15,0.501,1,3265.76,3,0.05263157894736842,0.25
0,20,target,"[(1174, 772)]",[],[1],[0.25],vertical,"(890.0, 762.0)",1.45,0.218,1,3271.864,3,0.05,0.25
0,21,target,"[(1172, 782)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.85,0.573,1,3278.035,3,0.047619047619047616,0.25
0,22,catch,"[(1150, 816)]",[],[1],[],vertical,"(890.0, 262.0)",1.6,nan,1,3284.003,3,0.045454545454545456,0.25
0,23,target,"[(1134, 794)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.3833333333333333,0.496,1,3291.572,3,0.043478260869565216,0.25
0,24,catch,"[(1179, 750), (1141, 792)]",[],"[0, 1]",[],horizontal,"(890.0, 262.0)",,"('cti', 1.158),nan",0,3297.303,0,0.08333333333333333,0.25
0,25,target,"[(1142, 799)]",[],[1],[0.7833333333333333],vertical,"(890.0, 762.0)",1.0666666666666667,0.743,1,3303.823,1,0.08,0.25
0,26,target,"[(1138, 760)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.1833333333333333,0.459,1,3312.313,1,0.07692307692307693,0.25
0,27,target,"[(1175, 778)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",0.9333333333333333,0.446,1,3325.236,1,0.07407407407407407,0.25
0,28,target,"[(1180, 771)]",[],[1],[0.4],horizontal,"(390.0, 762.0)",1.0666666666666667,0.365,1,3330.336,2,0.07142857142857142,0.25
0,29,target,"[(1180, 768)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 0.917)",0,3335.32,0,0.10344827586206896,0.25
0,30,catch,"[(1175, 799)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.48),nan",0,3339.519,0,0.13333333333333333,0.25
0,31,target,"[(1165, 803)]",[],[1],[0.8],horizontal,"(390.0, 262.0)",1.1,0.757,1,3344.403,1,0.12903225806451613,0.25
0,32,target,"[(1105, 778)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.45,0.564,1,3353.288,1,0.125,0.25
0,33,target,"[(1175, 808)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.7,0.512,1,3360.389,1,0.12121212121212122,0.25
0,34,target,"[(1143, 798)]",[],[1],[0.26666666666666666],horizontal,"(390.0, 762.0)",1.4833333333333334,0.236,1,3365.603,2,0.11764705882352941,0.25
0,35,target,"[(1194, 799)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.3833333333333333,nan,0,3371.353,0,0.11428571428571428,0.25
0,36,target,"[(1153, 808)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.0666666666666667,0.526,1,3425.787,1,0.1111111111111111,0.25
0,37,catch,"[(1195, 778)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,3431.387,1,0.10810810810810811,0.25
0,38,catch,"[(1174, 779)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.583),nan",0,3436.787,0,0.13157894736842105,0.25
0,39,target,"[(1158, 794)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.7166666666666667,nan,0,3441.37,0,0.1282051282051282,0.25
0,40,target,"[(1139, 782)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.6333333333333333,nan,0,3458.686,0,0.125,0.25
0,41,catch,"[(1146, 790)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,3462.936,1,0.12195121951219512,0.25
0,42,target,"[(1165, 777)]",[],[1],[0.43333333333333335],vertical,"(890.0, 262.0)",1.4166666666666667,0.398,1,3468.443,1,0.11904761904761904,0.25
0,43,catch,"[(1163, 803)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 1.181),nan",0,3473.936,0,0.13953488372093023,0.25
0,44,target,"[(1180, 805)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.376)",0,3478.635,0,0.1590909090909091,0.25
0,45,target,"[(1155, 791)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.8333333333333334,0.533,1,3483.085,1,0.15555555555555556,0.25
0,46,target,"[(1162, 769)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.4166666666666667,0.443,1,3490.837,1,0.15217391304347827,0.25
0,47,target,"[(1164, 785)]",[],[1],[0.4],horizontal,"(890.0, 262.0)",1.3,0.361,1,3496.103,1,0.14893617021276595,0.25
0,48,target,"[(1165, 784)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.5166666666666666,0.54,1,3501.639,2,0.14583333333333334,0.25
0,49,target,"[(1180, 773)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.9,nan,0,3506.453,0,0.14285714285714285,0.25
0,50,catch,"[(1176, 779)]",[],[1],[],horizontal,"(390.0, 762.0)",1.6,nan,1,3511.287,1,0.14,0.25
0,51,target,"[(1198, 761)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.4666666666666667,0.523,1,3516.601,1,0.12,0.25
0,52,catch,"[(1176, 785)]",[],[1],[],horizontal,"(890.0, 262.0)",1.6,nan,1,3520.83,1,0.12,0.25
0,53,target,"[(1169, 778)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.4,0.554,1,3526.154,2,0.12,0.25
0,54,target,"[(1172, 782)]",[],[1],[0.45],horizontal,"(390.0, 762.0)",1.4,0.41,1,3531.116,2,0.12,0.25
