block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(298, 910), (427, 915), (449, 944), (406, 831), (404, 940), (912, 915), (525, 799), (453, 920), (946, 885), (636, 930), (1032, 860)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.3833333333333333],vertical,"(390.0, 762.0)",1.6166666666666667,0.352,1,0.523,1
0,2,target,"[(1146, 800)]",[],[1],[],vertical,"(390.0, 262.0)",,"('fix', 0.119)",0,280.281,0
0,3,target,"[(1135, 812)]",[],[1],[0.4],horizontal,"(890.0, 262.0)",0.75,0.367,1,291.849,1
0,4,target,"[(565, 697), (675, 930), (158, 801), (815, 722), (922, 719), (675, 469), (555, 965), (521, 965), (1039, 809)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.85],vertical,"(890.0, 762.0)",1.1333333333333333,nan,0,318.549,0
0,5,target,"[(1047, 809)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.3,nan,0,577.457,0
0,6,target,"[(1081, 820)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",1.05,0.51,1,591.872,1
0,7,target,"[(1088, 791)]",[],[1],[0.8333333333333334],vertical,"(390.0, 762.0)",1.6333333333333333,0.784,1,610.877,1
0,8,target,"[(1105, 793)]",[],[1],[0.6666666666666666],vertical,"(890.0, 762.0)",0.8333333333333334,0.62,1,616.816,1
0,9,target,"[(1088, 790)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.6833333333333333,0.491,1,621.712,2
0,10,target,"[(1120, 774)]",[],[1],[0.35],horizontal,"(890.0, 262.0)",1.2166666666666666,0.313,1,626.834,2
0,11,target,"[(1119, 765)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.5,nan,0,631.9,0
0,12,target,"[(1086, 783)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.65,nan,0,636.216,0
0,13,target,"[(1095, 774)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.2666666666666666,0.344,1,640.433,1
0,14,target,"[(1086, 759)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 762.0)",1.2666666666666666,0.282,1,645.458,1
0,15,target,"[(1109, 783)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",1.1,0.492,1,650.168,1
0,16,target,"[(1112, 777)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.9833333333333333,0.585,1,655.384,2
