block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1088, 811)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 762.0)",1.5,0.434,1,0.601,1
0,2,target,"[(1099, 833)]",[],[1],[0.3833333333333333],horizontal,"(890.0, 262.0)",0.5333333333333333,0.354,1,5.618,1
0,3,target,"[(1099, 833)]",[],[1],[0.3],vertical,"(390.0, 762.0)",1.4833333333333334,0.269,1,9.681,1
0,4,target,"[(1099, 833)]",[],[1],[0.3833333333333333],vertical,"(390.0, 262.0)",1.6333333333333333,0.349,1,14.143,2
0,5,target,"[(1099, 832)]",[],[1],[0.2833333333333333],horizontal,"(890.0, 262.0)",1.3,0.252,1,19.337,1
0,6,catch,"[(1099, 832)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.7,nan,1,23.682,1
