block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,catch,"[(991, 862), (977, 843), (969, 931), (1016, 821)]",[],"[0, 0, 0, 1]",[],horizontal,"(890.0, 762.0)",1.6,nan,1,0.586,1,0.0,0.1
0,2,target,"[(998, 711), (999, 824), (1014, 821)]",[],"[0, 0, 1]",[0.7],vertical,"(390.0, 762.0)",0.65,0.668,1,103.712,1,0.0,0.1
0,3,target,"[(1021, 849)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.55,nan,0,113.525,0,0.0,0.1
0,4,target,"[(1008, 825)]",[],[1],"[0.85, 0.85]",horizontal,"(390.0, 762.0)",0.6,"0.818,nan",0,118.149,0,0.0,0.1
0,5,target,"[(953, 959), (1001, 964), (1036, 840)]",[],"[0, 0, 1]",[0.5833333333333334],horizontal,"(890.0, 262.0)",1.0833333333333333,0.548,1,123.004,1,0.0,0.1
0,6,target,"[(1017, 807)]",[],[1],[0.6666666666666666],vertical,"(890.0, 762.0)",1.1333333333333333,0.629,1,143.029,1,0.0,0.1
0,7,target,"[(1025, 851)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.8666666666666667,0.585,1,147.925,2,0.0,0.1
0,8,target,"[(1030, 815)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.9666666666666667,0.49,1,153.169,2,0.0,0.1
0,9,target,"[(1033, 798)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",1.15,0.501,1,158.582,2,0.0,0.1
0,10,target,"[(1058, 816)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.5833333333333334,nan,0,163.922,0,0.0,0.1
0,11,target,"[(1037, 826)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",1.1833333333333333,0.488,1,168.643,1,0.0,0.1
0,12,target,"[(1049, 806)]",[],[1],[0.11666666666666667],horizontal,"(390.0, 262.0)",1.5166666666666666,0.084,0,173.879,0,0.0,0.1
0,13,catch,"[(1050, 809)]",[],[1],[],vertical,"(390.0, 262.0)",1.6,nan,1,178.926,1,0.0,0.1
0,14,target,"[(1046, 787)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.9666666666666667,nan,0,184.409,0,0.0,0.1
0,15,target,"[(1044, 816)]",[],[1],[0.16666666666666666],horizontal,"(390.0, 762.0)",1.35,0.134,0,189.373,0,0.0,0.1
0,16,target,"[(1039, 782)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.3,0.519,1,193.967,1,0.0,0.1
0,17,target,"[(1057, 789)]",[],[1],[0.6333333333333333],horizontal,"(890.0, 762.0)",0.65,0.598,1,199.068,1,0.0,0.1
0,18,catch,"[(1056, 784)]",[],[1],[0.03333333333333333],horizontal,"(390.0, 262.0)",1.6,"0.018,nan",0,203.541,0,0.05555555555555555,0.1
0,19,target,"[(1040, 806)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",1.0333333333333332,0.589,1,208.281,1,0.05263157894736842,0.1
0,20,target,"[(1056, 787)]",[],[1],[0.8],horizontal,"(390.0, 762.0)",1.1833333333333333,0.758,1,213.085,1,0.05,0.1
0,21,target,"[(1057, 796)]",[],[1],[0.6],vertical,"(890.0, 762.0)",1.2333333333333334,0.569,1,218.054,2,0.047619047619047616,0.1
0,22,target,"[(1056, 783)]",[],[1],[0.5],vertical,"(390.0, 262.0)",0.9666666666666667,0.465,1,223.68,2,0.045454545454545456,0.1
0,23,target,"[(1056, 779)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",1.1166666666666667,0.591,1,228.605,2,0.043478260869565216,0.1
0,24,target,"[(1049, 790)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",1.3833333333333333,0.483,1,233.862,2,0.041666666666666664,0.1
0,25,target,"[(1040, 782)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.1166666666666667,0.515,1,239.842,3,0.04,0.1
0,26,target,"[(1033, 777)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.5333333333333333,nan,0,245.835,0,0.038461538461538464,0.1
0,27,target,"[(1027, 807)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.5833333333333334,0.586,1,250.516,1,0.037037037037037035,0.1
