block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1051, 835)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.1166666666666667,0.529,1,0.394,1
0,2,catch,"[(1055, 791)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.051),nan",0,1641.121,0
0,3,catch,"[(1069, 806)]",[],[1],[],horizontal,"(390.0, 262.0)",1.2666666666666666,nan,1,1645.556,1
0,4,target,"[(1051, 800)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",1.2166666666666666,0.457,1,1652.585,1
0,5,target,"[(1050, 787)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",1.2333333333333334,0.625,1,1657.603,1
0,6,target,"[(1071, 810)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.7833333333333333,0.569,1,1662.484,2
0,7,target,"[(1059, 809)]",[],[1],[0.26666666666666666],vertical,"(390.0, 262.0)",0.6833333333333333,0.233,1,1667.786,2
0,8,target,"[(1058, 800)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",1.3,0.473,1,1675.759,2
0,9,target,"[(1061, 795)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",0.85,0.299,1,1681.439,2
0,10,catch,"[(1066, 805)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('fix', 0.351),nan",0,1686.217,0
0,11,target,"[(1047, 828)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.0333333333333332,nan,0,1688.188,0
0,12,target,"[(1071, 816)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.0,nan,0,3547.062,0
0,13,target,"[(1064, 833)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.5166666666666666,nan,0,3552.675,0
0,14,target,"[(1090, 806)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 262.0)",1.1333333333333333,0.33,1,3557.019,1
0,15,target,"[(1095, 842)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.9333333333333333,nan,0,3562.284,0
0,16,target,"[(1069, 837)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 262.0)",1.5,0.285,1,3566.935,1
