block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,0.95,57,[],[],"[(1140, 831)]",[],[1],[26],[0.43333333333333335],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.7333333333333333],[0.398],1,0.421
1,True,2,0.509,30,[],[],"[(1140, 831)]",[],[1],[22],[0.36666666666666664],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.8333333333333334],[0.327],1,15.828
1,True,3,0.777,46,[],[],"[(1139, 830)]",[],[1],[22],[0.36666666666666664],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.6833333333333333],[0.327],1,19.274
1,True,4,0.889,53,[],[],"[(1127, 886)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,23.038
1,False,1,0.776,46,[],[],"[(1102, 886)]",[],[1],[32],[0.5333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.9333333333333333],[0.493],1,840.135
1,False,2,0.989,59,[],[],"[(1110, 870)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[],[0],0,849.439
1,False,3,1.159,69,[],[],"[(1100, 872)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.35],[0.81],0,854.774
1,False,4,1.152,69,[],[],"[(1076, 862)]",[],[1],[31],[0.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.5333333333333332],[0.475],1,861.594
1,False,5,0.692,41,[],[],"[(1139, 861)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.55],[0.525],1,872.884
1,False,6,1.025,61,[],[],"[(1078, 876)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.55],[0.526],1,877.63
1,False,7,0.514,30,[],[],"[(1070, 867)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.1166666666666667],[0.799],0,882.359
1,False,8,0.74,44,[],[],"[(1067, 881)]",[],[1],[40],[0.6666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.9833333333333333],[0.629],1,888.29
1,False,9,0.58,34,[],[],"[(1100, 861)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.7333333333333333],[0.529],1,892.562
1,False,10,0.875,52,[],[],"[(1100, 855)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.2],[0.537],1,896.522
1,False,11,0.707,42,[],[],"[(1118, 886)]",[],[1],[33],[0.55],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.35],[0.514],1,901.58
1,False,12,0.99,59,[],[924954],"[(1113, 838)]","[(1062, 851)]",[1],[9],[0.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,906.386
1,False,13,0.639,38,[],[],"[(1100, 876)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[],[0],0,909.402
1,False,14,0.805,48,[],[],"[(1046, 892)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.6833333333333333],[0.802],0,913.809
