block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1192, 826)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.75,nan,0,0.39,0
0,2,target,"[(1192, 822)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.6333333333333333,nan,0,30.538,0
0,3,target,"[(1204, 831)]",[],[1],[0.25],vertical,"(890.0, 762.0)",1.4833333333333334,0.22,1,34.934,1
0,4,target,"[(1245, 838), (1206, 820)]",[],"[0, 1]",[0.6],vertical,"(890.0, 262.0)",1.4833333333333334,0.575,1,42.292,1
0,5,target,"[(1229, 798), (1224, 834)]",[],"[0, 1]",[0.55],horizontal,"(890.0, 262.0)",0.9333333333333333,0.518,1,50.359,2
0,6,target,"[(1206, 818)]",[],[1],[0.7333333333333333],horizontal,"(890.0, 262.0)",0.85,0.707,1,57.248,2
0,7,target,"[(1218, 808)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.328)",0,62.479,0
0,8,catch,"[(1204, 823)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,67.128,1
0,9,target,"[(1207, 806)]",[],[1],[0.2],vertical,"(890.0, 262.0)",1.5,0.171,0,76.855,0
0,10,target,"[(1233, 799), (1172, 805)]",[],"[0, 1]",[0.06666666666666667],vertical,"(890.0, 762.0)",1.55,0.035,0,81.752,0
0,11,target,"[(1241, 800), (1172, 776)]",[],"[0, 1]",[0.5333333333333333],horizontal,"(390.0, 762.0)",0.5833333333333334,0.502,1,88.255,1
0,12,target,"[(1241, 812), (1167, 813)]",[],"[0, 1]",[0.4],vertical,"(890.0, 262.0)",1.0166666666666666,0.368,1,94.405,1
0,13,catch,"[(1239, 811), (1203, 827)]",[],"[0, 1]",[],horizontal,"(890.0, 762.0)",1.6,nan,1,100.146,2
0,14,target,"[(1210, 787)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.404)",0,106.919,0
0,15,target,"[(1241, 816), (1210, 803)]",[],"[0, 1]",[0.4666666666666667],horizontal,"(390.0, 262.0)",1.5333333333333332,0.438,1,111.569,1
0,16,catch,"[(1241, 789), (1206, 790)]",[],"[0, 1]",[],vertical,"(890.0, 762.0)",1.6,nan,1,118.244,1
0,17,target,"[(1241, 801), (1169, 798)]",[],"[0, 1]",[0.5333333333333333],horizontal,"(390.0, 762.0)",1.4833333333333334,0.5,1,124.059,2
0,18,target,"[(1211, 782)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.571)",0,131.065,0
0,19,target,"[(1202, 774)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.39)",0,135.928,0
0,20,target,"[(1213, 829)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.5666666666666667,0.591,1,140.423,1
0,21,target,"[(1241, 801), (1216, 830)]",[],"[0, 1]",[0.35],horizontal,"(390.0, 262.0)",1.5333333333333332,0.317,1,144.965,1
0,22,target,"[(1203, 788)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",1.2333333333333334,0.508,1,151.172,2
0,23,target,"[(1198, 826)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",1.3166666666666667,0.473,1,156.81,2
0,24,target,"[(1234, 771), (1204, 787)]",[],"[0, 1]",[0.85],vertical,"(390.0, 762.0)",0.7333333333333333,nan,0,162.852,0
0,25,target,"[(1206, 803)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 262.0)",1.4166666666666667,0.405,1,168.401,1
0,26,target,"[(1247, 770), (1203, 817)]",[],"[0, 1]",[0.5833333333333334],vertical,"(390.0, 262.0)",0.6333333333333333,0.544,1,173.264,1
0,27,target,"[(1254, 781), (1211, 803)]",[],"[0, 1]",[0.6666666666666666],horizontal,"(390.0, 762.0)",0.75,0.63,1,178.756,2
0,28,target,"[(1240, 766), (1200, 795)]",[],"[0, 1]",[0.4166666666666667],horizontal,"(390.0, 762.0)",1.5166666666666666,0.384,1,185.372,2
0,29,catch,"[(1206, 777)]",[],[1],[],horizontal,"(890.0, 262.0)",1.6,nan,1,192.443,2
0,30,target,"[(1279, 791), (1267, 798), (1205, 829)]",[],"[0, 0, 1]",[0.5166666666666666],horizontal,"(890.0, 762.0)",0.75,0.483,1,197.783,2
0,31,target,"[(1236, 776), (1180, 812)]",[],"[0, 1]",[0.6166666666666667],vertical,"(890.0, 762.0)",1.2166666666666666,0.579,1,204.457,3
0,32,target,"[(1232, 759), (1205, 812)]",[],"[0, 1]",[0.6],vertical,"(890.0, 762.0)",0.7,0.566,1,211.662,3
