block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,1.054,63,[],[],"[(1167, 879)]",[],[1],[4],[0.06666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.5166666666666666],[0.035],1,0.362
1,True,2,1.026,61,[],[],"[(1080, 871)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,159.285
1,True,3,0.888,53,[],[],"[(445, 956), (1116, 899)]",[],"[0, 1]",[],[],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[],[0],0,163.117
1,True,4,0.532,31,[],[],"[(1176, 894)]",[],[1],[32],[0.5333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.2166666666666666],[0.493],1,488.036
1,False,1,1.104,66,[],[],"[(1086, 886)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.5666666666666667],[0.533],1,1584.146
1,False,2,0.516,30,[],[],"[(1104, 880)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.0],[0.521],1,1588.358
1,False,3,0.757,45,[],[],"[(1084, 872)]",[],[1],[33],[0.55],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.55],[0.505],1,1592.41
1,False,4,0.884,53,[],[],"[(1098, 866)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.2666666666666666],[0.521],1,1597.3
1,False,5,1.008,60,[],[],"[(1099, 876)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.5833333333333334],[0.539],1,1602.175
1,False,6,0.7,42,[],[],"[(1105, 882)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.7],[0.572],1,1608.079
1,False,7,0.81,48,[],[],"[(1099, 890)]",[],[1],[31],[0.5166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.65],[0.471],1,1612.141
1,False,8,0.977,58,[],[],"[(1103, 885)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.8166666666666667],[0.543],1,1616.048
1,False,9,0.89,53,[],[],"[(1075, 879)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.2333333333333334],[0.524],1,1622.685
1,False,10,0.54,32,[],[],"[(1095, 870)]",[],[1],[33],[0.55],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.6],[0.511],1,1627.494
1,False,11,0.948,56,[],[],"[(1095, 886)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.7],[0.541],1,1634.692
1,False,12,0.981,58,[],[],"[(1090, 884)]",[],[1],[33],[0.55],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.5666666666666667],[0.508],1,1638.911
