block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
2,17,target,"[(1062, 864)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,234.301
2,18,target,"[(1069, 886)]",[],[1],[0.11666666666666667],horizontal,"(390.0, 262.0)",1.3333333333333333,0.084,1,239.188
2,19,target,"[(1076, 883)]",[],[1],[0.16666666666666666],horizontal,"(390.0, 762.0)",1.35,0.132,1,243.644
2,20,catch,"[(1081, 894)]",[],[1],[0.3],vertical,"(890.0, 262.0)",1.4666666666666666,0.262,0,248.345
3,21,target,"[(1081, 867)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.7333333333333333,0.558,1,253.312
3,22,catch,"[(1076, 874)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.7666666666666666,nan,1,257.41
3,23,catch,"[(1090, 895)]",[],[1],[0.2833333333333333],horizontal,"(890.0, 262.0)",1.3666666666666667,0.249,0,262.088
3,24,catch,"[(1096, 859)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.65,nan,1,267.161
3,25,catch,"[(1082, 894)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.6,nan,1,271.701
3,26,target,"[(1104, 898)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.25,0.351,1,276.357
3,27,target,"[(1093, 892)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,281.357
3,28,catch,"[(1086, 885)]",[],[1],[0.65],vertical,"(890.0, 262.0)",1.1333333333333333,0.618,0,285.774
3,29,target,"[(1091, 871)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",0.6,0.55,1,291.27
3,30,target,"[(1100, 905)]",[],[1],[0.45],vertical,"(390.0, 762.0)",0.85,0.414,1,295.408
4,31,catch,"[(1067, 890)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",1.1166666666666667,0.519,0,299.812
4,32,target,"[(1068, 876)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,304.86
4,33,catch,"[(1067, 890)]",[],[1],[0.1],horizontal,"(390.0, 262.0)",1.4,0.068,0,310.012
4,34,catch,"[(1067, 902)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,314.774
4,35,target,"[(1110, 870)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.15,0.514,1,319.703
4,36,target,"[(1079, 880)]",[],[1],[0.23333333333333334],vertical,"(890.0, 262.0)",1.0166666666666666,0.203,1,325.36
4,37,target,"[(1092, 901)]",[],[1],[0.4166666666666667],vertical,"(890.0, 762.0)",1.2166666666666666,0.381,1,329.841
4,38,target,"[(1080, 903)]",[],[1],[0.13333333333333333],vertical,"(390.0, 762.0)",1.3666666666666667,0.103,1,335.137
4,39,catch,"[(1072, 899)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.5833333333333334,0.519,0,339.429
4,40,catch,"[(1100, 886)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 262.0)",1.0333333333333332,0.656,0,343.491
5,41,catch,"[(1100, 879)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,348.263
5,42,catch,"[(1071, 864)]",[],[1],[0.75],vertical,"(890.0, 762.0)",1.2166666666666666,0.722,0,352.885
5,43,target,"[(1072, 881)]",[],[1],[0.5833333333333334],vertical,"(390.0, 762.0)",1.5333333333333332,0.552,1,359.915
5,44,catch,"[(1100, 892)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 762.0)",0.8333333333333334,0.299,0,365.244
5,45,catch,"[(1089, 896)]",[],[1],[0.16666666666666666],vertical,"(890.0, 762.0)",1.65,0.135,0,369.26
5,46,catch,"[(1102, 888)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.8,nan,1,374.402
5,47,catch,"[(1112, 876)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 262.0)",1.0,0.597,0,379.159
5,48,target,"[(1091, 871)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",1.1,0.488,1,383.762
5,49,catch,"[(1072, 871)]",[],[1],[0.8166666666666667],horizontal,"(890.0, 762.0)",1.1666666666666667,0.787,0,388.741
5,50,catch,"[(1100, 894)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.1833333333333333,nan,1,393.749
6,51,catch,"[(1068, 900)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 262.0)",1.3166666666666667,0.585,0,398.993
6,52,target,"[(1067, 871)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",1.1166666666666667,0.566,1,404.525
6,53,target,"[(1098, 886)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.8166666666666667,0.53,1,409.427
6,54,catch,"[(1096, 885)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.5333333333333333,nan,1,413.896
6,55,catch,"[(1096, 876)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.0666666666666667,nan,1,418.486
6,56,target,"[(1082, 901)]",[],[1],[0.4166666666666667],vertical,"(390.0, 762.0)",0.85,0.382,1,423.591
6,57,target,"[(1105, 884)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",0.8,0.572,1,428.01
6,58,catch,"[(1081, 881)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,432.652
6,59,catch,"[(1100, 862)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.6166666666666667,nan,1,437.025
6,60,catch,"[(1067, 904)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.5333333333333333,nan,1,441.209
7,61,catch,"[(1105, 876)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.5,nan,1,445.57
7,62,catch,"[(1107, 877)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.85,nan,1,450.147
7,63,target,"[(1096, 872)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",0.5666666666666667,0.504,1,454.959
7,64,catch,"[(1072, 873)]",[],[1],"[0.85, 0.85]",horizontal,"(890.0, 762.0)",0.9833333333333333,"0.817,nan",1,459.594
7,65,catch,"[(1096, 891)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.5333333333333333,nan,1,464.809
7,66,target,"[(1106, 871)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.5,0.517,1,469.185
7,67,target,"[(1102, 885)]",[],[1],[0.4],vertical,"(390.0, 262.0)",1.5166666666666666,0.367,1,472.899
7,68,target,"[(1076, 880)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",0.65,0.446,1,478.297
7,69,target,"[(1104, 890)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.05,0.452,1,482.975
7,70,catch,"[(1107, 884)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.6333333333333333,nan,1,487.726
8,71,target,"[(1110, 890)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",0.5833333333333334,0.499,1,492.355
8,72,target,"[(1077, 884)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.9833333333333333,0.503,1,496.538
8,73,target,"[(1104, 881)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",0.5,0.555,1,500.943
8,74,target,"[(1098, 888)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.6333333333333333,0.474,1,505.198
8,75,target,"[(1088, 890)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.4,0.352,1,509.833
8,76,target,"[(1072, 885)]",[],[1],[0.6666666666666666],vertical,"(390.0, 262.0)",0.5,0.64,1,514.794
8,77,target,"[(1097, 899)]",[],[1],[],vertical,"(390.0, 262.0)",,cti_phase,0,518.787
8,78,catch,"[(1100, 872)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.6666666666666666,nan,1,523.343
8,79,target,"[(1097, 880)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",0.5666666666666667,0.463,1,527.695
8,80,target,"[(1070, 891)]",[],[1],[0.3],vertical,"(390.0, 262.0)",1.6666666666666667,0.268,1,532.111
9,81,target,"[(1089, 889)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 762.0)",0.6833333333333333,0.432,1,537.216
9,82,target,"[(1109, 895)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",1.1666666666666667,0.018,1,541.612
9,83,target,"[(1105, 876)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.6166666666666667,0.543,1,546.33
9,84,target,"[(1103, 889)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,550.727
9,85,target,"[(1067, 866)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 262.0)",0.8833333333333333,0.397,1,555.202
9,86,target,"[(1100, 880)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 262.0)",0.9666666666666667,0.283,1,559.93
9,87,target,"[(1105, 892)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",0.7833333333333333,0.501,1,564.777
9,88,catch,"[(1086, 885)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",1.2333333333333334,0.438,0,569.312
9,89,target,"[(1100, 890)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 262.0)",1.1666666666666667,0.389,1,573.912
9,90,target,"[(1072, 882)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.1833333333333333,0.458,1,578.509
10,91,target,"[(1092, 903)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,583.104
10,92,target,"[(1081, 873)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",0.65,0.45,1,587.694
10,93,target,"[(1089, 892)]",[],[1],[0.06666666666666667],horizontal,"(890.0, 262.0)",1.3666666666666667,0.035,1,591.907
10,94,target,"[(1103, 897)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 762.0)",1.1833333333333333,0.435,1,596.912
10,95,target,"[(1085, 886)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",1.6833333333333333,0.384,1,601.755
10,96,target,"[(1104, 886)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",1.5833333333333333,0.482,1,607.409
10,97,target,"[(1072, 855)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.6,0.517,1,613.026
10,98,target,"[(1092, 906)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.1666666666666667,0.475,1,617.247
10,99,catch,"[(1107, 896)]",[],[1],[0.8166666666666667],vertical,"(390.0, 762.0)",0.7833333333333333,0.786,0,621.779
10,100,target,"[(1097, 886)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.05,0.456,1,626.11
