block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,9,target,"[(1032, 815)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.383333333,nan,0,14060.349,0
0,10,target,"[(1056, 813)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.733333333,nan,0,15788.245,0
0,11,target,"[(1073, 832)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.533333333,nan,0,15792.612,0
0,12,target,"[(1063, 799)]",[],[1],[0.16666666666666666],vertical,"(390.0, 262.0)",1.45,0.136,0,15796.745,0
0,13,target,"[(1074, 829)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",0.9,0.495,1,15802.002,1
0,14,target,"[(1085, 801)]",[],[1],[0.6333333333333333],horizontal,"(890.0, 762.0)",1.133333333,0.609,1,15807.309,1
0,15,target,"[(1095, 795)]",[],[1],[0.4],vertical,"(390.0, 762.0)",1.35,0.362,1,15812.627,1
0,16,target,"[(1077, 782)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.833333333,0.591,1,15817.563,2
0,17,target,"[(1104, 790)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 762.0)",1.216666667,0.334,1,15823.128,2
0,18,target,"[(1074, 779)]",[],[1],[0.26666666666666666],horizontal,"(890.0, 262.0)",1.216666667,0.231,1,15829.494,2
0,19,target,"[(1076, 776)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.866666667,nan,0,15835.718,0
0,20,target,"[(1059, 788)]",[],[1],[0.3333333333333333],vertical,"(890.0, 762.0)",1.3,0.291,1,15840.962,1
0,21,target,"[(1081, 786)]",[],[1],[0.3833333333333333],vertical,"(890.0, 762.0)",1.416666667,0.351,1,15846.995,1
0,22,target,"[(1066, 782)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.173)",0,15852.609,0
0,23,target,"[(1060, 815)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.574)",0,15857.491,0
0,24,catch,"[(1071, 788)]",[],[1],[],vertical,"(390.0, 762.0)",1.65,nan,1,15862.462,1
0,25,target,"[(1103, 781)]",[],[1],[0.65],horizontal,"(390.0, 262.0)",0.916666667,0.612,1,15867.222,1
0,26,target,"[(1085, 795)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.833333333,nan,0,15871.829,0
0,27,catch,"[(1080, 782)]",[],[1],[],vertical,"(890.0, 762.0)",1.5,nan,1,15877.357,1
0,28,target,"[(1072, 793)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.15,0.494,1,15882.445,1
0,29,target,"[(1111, 798)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 762.0)",1.333333333,0.327,1,15887.998,1
0,30,target,"[(1090, 813)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 1.589)",0,15893.661,0
0,31,target,"[(1093, 807)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.55,nan,0,15899.032,0
0,32,catch,"[(1071, 813)]",[],[1],[],horizontal,"(890.0, 262.0)",1.316666667,nan,1,15903.656,1
0,33,target,"[(1056, 781)]",[],[1],[0.4666666666666667],vertical,"(890.0, 762.0)",1.666666667,0.431,1,15908.112,1
0,34,target,"[(1080, 805)]",[],[1],[0.6],vertical,"(390.0, 262.0)",0.5,0.563,1,15913.775,1
0,35,target,"[(1078, 810)]",[],[1],[0.08333333333333333],horizontal,"(890.0, 262.0)",1.65,0.053,0,15918.531,0
0,36,catch,"[(1104, 798)]",[],[1],[],horizontal,"(390.0, 262.0)",1.266666667,nan,1,15923.878,1
0,37,target,"[(1093, 808)]",[],[1],[0.35],vertical,"(390.0, 762.0)",1.366666667,0.316,1,15928.429,1
0,38,target,"[(1100, 793)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.7,0.525,1,15934.13,1
0,39,target,"[(1078, 798)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.15,0.509,1,15938.697,2
0,40,target,"[(1059, 818)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.916666667,nan,0,15944.212,0
0,41,target,"[(1038, 802)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.216666667,nan,0,15949.148,0
0,42,target,"[(1026, 776)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 762.0)",1.483333333,0.422,1,15954.548,1
0,43,target,"[(1080, 830)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1,nan,0,15959.581,0
0,44,target,"[(1066, 789)]",[],[1],[0.65],horizontal,"(390.0, 262.0)",1.483333333,0.618,1,15974.593,1
0,45,catch,"[(1094, 810)]",[],[1],[],vertical,"(390.0, 262.0)",1.383333333,nan,1,15979.798,1
0,46,target,"[(1094, 796)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.816666667,0.577,1,15985.09,1
0,47,target,"[(1064, 815)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.066666667,nan,0,15990.057,0
0,48,target,"[(1046, 841)]",[],[1],[0.3333333333333333],vertical,"(390.0, 762.0)",1.233333333,0.296,1,15994.916,1
0,49,target,"[(1072, 820)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",1.133333333,0.479,1,16002.289,1
0,50,target,"[(1090, 798)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.629)",0,16007.368,0
0,51,target,"[(1085, 789)]",[],[1],[0.4],horizontal,"(890.0, 262.0)",1.266666667,0.362,1,16012.08,1
0,52,target,"[(1100, 798)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.8,0.575,1,16016.697,1
0,53,target,"[(1119, 813)]",[],[1],[0.65],horizontal,"(890.0, 762.0)",0.966666667,0.608,1,16021.231,1
0,54,target,"[(1114, 810)]",[],[1],[0.65],horizontal,"(390.0, 262.0)",0.683333333,0.602,1,16026.53,2
0,55,target,"[(1104, 810)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.25,0.459,1,16031.847,2
0,56,target,"[(1085, 796)]",[],[1],[0.6666666666666666],vertical,"(890.0, 262.0)",0.9,0.621,1,16037.193,2
0,57,target,"[(1090, 794)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.133333333,0.439,1,16042.619,2
0,58,target,"[(1080, 790)]",[],[1],[0.3],horizontal,"(390.0, 762.0)",1.466666667,0.266,1,16048.242,2
0,59,target,"[(1083, 798)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.5,0.525,1,16053.742,3
0,60,target,"[(1085, 794)]",[],[1],[0.7666666666666666],horizontal,"(390.0, 262.0)",1.05,0.716,1,16058.999,3
0,61,target,"[(1086, 786)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.716666667,0.475,1,16064.715,3
0,62,target,"[(1082, 792)]",[],[1],[0.45],horizontal,"(390.0, 762.0)",1.416666667,0.414,1,16070.058,3
0,63,catch,"[(1080, 784)]",[],[1],[],horizontal,"(890.0, 762.0)",1.35,nan,1,16075.983,3
0,64,target,"[(1053, 800)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",1.483333333,0.442,1,16081.782,3
0,65,target,"[(1084, 789)]",[],[1],[0.6666666666666666],vertical,"(390.0, 762.0)",1.3,0.625,1,16088.114,3
0,66,target,"[(1106, 787)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.8,nan,0,16094.565,0
0,67,target,"[(1085, 796)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.516666667,0.571,1,16099.232,1
0,68,catch,"[(1101, 791)]",[],[1],[],horizontal,"(390.0, 262.0)",1.35,nan,1,16103.431,1
0,69,target,"[(1038, 821)]",[],[1],[0.4166666666666667],vertical,"(390.0, 762.0)",1.333333333,0.375,1,16107.781,1
0,70,target,"[(1090, 806)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.55,0.474,1,16113.655,2
0,71,catch,"[(1083, 780)]",[],[1],[],horizontal,"(390.0, 262.0)",1.316666667,nan,1,16118.497,2
0,72,catch,"[(1096, 799)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 1.271),nan",0,16123.132,0
0,73,target,"[(1082, 788)]",[],[1],[0.26666666666666666],vertical,"(390.0, 762.0)",1.583333333,0.23,1,16127.949,1
0,74,target,"[(1071, 790)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.566666667,0.571,1,16132.698,1
0,75,target,"[(1073, 793)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.566666667,0.59,1,16137.312,1
0,76,target,"[(1091, 816)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.066666667,0.525,1,16141.832,2
0,77,target,"[(1099, 787)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.066666667,0.457,1,16146.866,2
0,78,target,"[(1056, 816)]",[],[1],[0.4],vertical,"(390.0, 762.0)",1.116666667,0.362,1,16152.048,2
0,79,target,"[(1101, 805)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.783333333,0.458,1,16159.107,2
0,80,target,"[(1088, 787)]",[],[1],[0.8],vertical,"(890.0, 762.0)",0.916666667,0.75,1,16164.298,2
0,81,catch,"[(1080, 796)]",[],[1],[],horizontal,"(390.0, 262.0)",1.25,nan,1,16169.332,3
0,82,target,"[(1080, 779)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.6,nan,0,16174.731,0
0,83,target,"[(1060, 792)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.133333333,0.505,1,16179.007,1
0,84,target,"[(1046, 779)]",[],[1],[0.16666666666666666],horizontal,"(890.0, 762.0)",1.616666667,0.133,0,16184.531,0
0,85,target,"[(1085, 794)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",1.55,0.49,1,16189.388,1
0,86,target,"[(1117, 799)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 262.0)",0.7,0.634,1,16194.547,1
0,87,target,"[(1092, 794)]",[],[1],[0.06666666666666667],horizontal,"(390.0, 762.0)",1.65,0.036,0,16199.514,0
0,88,target,"[(1075, 799)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 762.0)",0.916666667,0.587,1,16204.351,1
0,89,catch,"[(1068, 799)]",[],[1],[],vertical,"(890.0, 262.0)",1.566666667,nan,1,16209.135,1
0,90,target,"[(1079, 799)]",[],[1],[0.65],vertical,"(890.0, 762.0)",1.416666667,0.598,1,16214.586,1
0,91,target,"[(1076, 799)]",[],[1],[0.8],vertical,"(890.0, 262.0)",0.816666667,0.754,1,16220.018,2
0,92,target,"[(1075, 807)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.45,nan,0,16225.128,0
