block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,invalid_adjacent_other_bar,"[(1087, 804)]",[],[1],[0.08333333333333333],vertical,"(890.0, 262.0)",1.25,0.051,0,1.041,0,0.0,other
0,2,valid,"[(1125, 830)]",[],[1],[0.35],horizontal,"(390.0, 762.0)",1.2333333333333334,0.316,1,33.413,1,0.0,same
0,3,catch,"[(1130, 813)]",[],[1],[0.03333333333333333],horizontal,"(890.0, 762.0)",1.7,"0.018,nan",0,73.395,0,0.3333333333333333,same
0,4,invalid_same_bar,"[(1125, 803)]",[],[1],[0.6833333333333333],vertical,"(890.0, 762.0)",0.35,0.655,1,78.717,1,0.25,same
0,5,valid,"[(1162, 793)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",0.7666666666666666,0.468,1,85.407,1,0.2,same
0,6,valid,"[(1160, 763)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.9666666666666667,0.521,1,89.982,1,0.16666666666666666,same
0,7,valid,"[(1161, 761)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.9666666666666667,0.519,1,95.413,2,0.14285714285714285,same
0,8,valid,"[(1160, 785)]",[],[1],[0.5],vertical,"(390.0, 762.0)",1.4333333333333333,0.471,1,101.043,2,0.125,same
0,9,catch,"[(1162, 771)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,106.8,2,0.1111111111111111,same
0,10,catch,"[(1113, 819)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.515),nan",0,112.705,0,0.2,same
0,11,valid,"[(1112, 804)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",0.8166666666666667,0.468,1,119.671,1,0.18181818181818182,same
0,12,catch,"[(1165, 787)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,139.615,1,0.16666666666666666,same
0,13,valid,"[(1174, 792)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",1.45,0.46,1,145.103,1,0.15384615384615385,same
0,14,valid,"[(1177, 788)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.8166666666666667,0.487,1,150.83,2,0.14285714285714285,same
0,15,valid,"[(1180, 783)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.8,nan,0,155.805,0,0.13333333333333333,same
0,16,valid,"[(1140, 789)]",[],[1],[0.4666666666666667],vertical,"(890.0, 762.0)",0.55,0.429,1,159.966,1,0.125,same
0,17,valid,"[(1166, 767)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",0.65,0.492,1,164.646,1,0.11764705882352941,same
0,18,catch,"[(1169, 794)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,169.555,1,0.1111111111111111,same
0,19,catch,"[(1180, 796)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,174.503,2,0.10526315789473684,same
0,20,catch,"[(1163, 769)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,180.321,2,0.1,same
0,21,invalid_adjacent_other_bar,"[(1181, 787)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.2,0.508,1,186.105,2,0.09523809523809523,other
0,22,valid,"[(1178, 787)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",1.1333333333333333,0.555,1,191.656,3,0.09090909090909091,same
0,23,valid,"[(1178, 784)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.8,nan,0,197.727,0,0.08695652173913043,same
0,24,catch,"[(1135, 793)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.013),nan",0,202.424,0,0.125,same
0,25,valid,"[(1107, 818)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.43333333333333335,0.534,1,206.668,1,0.12,same
0,26,catch,"[(1159, 771)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,439.073,1,0.11538461538461539,same
0,27,valid,"[(1166, 767)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.9,nan,0,444.155,0,0.1111111111111111,same
0,28,valid,"[(1150, 761)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",1.0833333333333333,0.479,1,448.856,1,0.10714285714285714,same
0,29,catch,"[(1195, 792)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 1.085),nan",0,453.972,0,0.13793103448275862,same
0,30,valid,"[(1156, 796)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.0666666666666667,nan,0,457.706,0,0.13333333333333333,same
0,31,valid,"[(1155, 770)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.6333333333333333,nan,0,462.481,0,0.12903225806451613,same
0,32,valid,"[(1155, 795)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 262.0)",0.6166666666666667,0.627,1,467.222,1,0.125,same
0,33,valid,"[(1183, 785)]","[(1169, 879)]",[1],[0.43333333333333335],vertical,"(390.0, 262.0)",,"('bar', 0.444)",0,472.873,0,0.12121212121212122,same
0,34,valid,"[(1131, 791)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 762.0)",0.65,0.428,1,475.491,1,0.11764705882352941,same
0,35,catch,"[(1161, 789)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,480.531,1,0.11428571428571428,same
0,36,valid,"[(1178, 786)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",1.25,0.492,1,485.547,1,0.1111111111111111,same
0,37,invalid_adjacent_other_bar,"[(1180, 783)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",1.0833333333333333,0.59,1,490.717,2,0.10810810810810811,other
0,38,invalid_same_bar,"[(1185, 773)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.7833333333333333,0.516,1,496.439,2,0.10526315789473684,same
0,39,valid,"[(1175, 791)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",0.48333333333333334,0.439,1,501.591,2,0.10256410256410256,same
0,40,valid,"[(1160, 803)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 762.0)",0.6,0.447,1,506.405,3,0.1,same
0,41,catch,"[(1130, 821)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,512.421,3,0.0975609756097561,same
0,42,catch,"[(1168, 772)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,518.906,3,0.09523809523809523,same
0,43,valid,"[(1179, 791)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 262.0)",0.6833333333333333,0.537,1,524.755,3,0.09302325581395349,same
0,44,catch,"[(1180, 786)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 1.209),nan",0,530.322,0,0.11363636363636363,same
0,45,valid,"[(1141, 768)]",[],[1],[0.5],vertical,"(390.0, 762.0)",0.9166666666666666,0.452,1,534.689,1,0.1111111111111111,same
0,46,valid,"[(1160, 767)]",[],[1],[0.45],horizontal,"(890.0, 262.0)",0.8166666666666667,0.414,1,539.89,1,0.10869565217391304,same
0,47,valid,"[(1180, 792)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 262.0)",0.4,0.622,1,544.63,1,0.10638297872340426,same
0,48,valid,"[(1180, 777)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.3833333333333333,0.474,1,548.856,2,0.10416666666666667,same
0,49,catch,"[(1160, 776)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,553.59,2,0.10204081632653061,same
0,50,valid,"[(1164, 779)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.8166666666666667,0.506,1,559.508,2,0.1,same
0,51,valid,"[(1162, 775)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 1.458)",0,564.402,0,0.1,same
0,52,catch,"[(1136, 782)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,569.445,1,0.1,same
0,53,valid,"[(1180, 778)]",[],[1],[0.5],vertical,"(390.0, 262.0)",0.4,0.458,1,574.405,1,0.08,same
0,54,valid,"[(1163, 781)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",0.7333333333333333,0.441,1,578.922,1,0.08,same
0,55,valid,"[(1177, 774)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.25,0.515,1,583.241,2,0.08,same
0,56,catch,"[(1174, 775)]","[(1096, 852)]",[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",,"('bar', 0.589),nan",0,588.887,0,0.1,same
0,57,valid,"[(1139, 791)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.2166666666666666,0.484,1,591.589,1,0.1,same
0,58,valid,"[(1175, 774)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.6166666666666667,0.473,1,596.641,1,0.1,same
0,59,valid,"[(1178, 770)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.1,nan,0,601.746,0,0.1,same
0,60,invalid_adjacent_other_bar,"[(1144, 778)]",[],[1],[0.4],vertical,"(890.0, 762.0)",1.5,0.362,1,606.352,1,0.08,other
0,61,catch,"[(1175, 792)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,611.538,1,0.08,same
0,62,valid,"[(1168, 787)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.7666666666666666,0.487,1,616.555,1,0.08,same
0,63,catch,"[(1178, 783)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,621.234,2,0.08,same
0,64,invalid_adjacent_other_bar,"[(1165, 786)]",[],[1],[0.6],vertical,"(890.0, 262.0)",1.4333333333333333,0.555,1,626.98,2,0.08,other
0,65,invalid_same_bar,"[(1175, 787)]",[],[1],[0.26666666666666666],horizontal,"(390.0, 762.0)",1.1666666666666667,0.23,1,633.071,2,0.08,same
0,66,catch,"[(1175, 778)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,638.622,3,0.08,same
0,67,valid,"[(1170, 774)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.9333333333333333,0.49,1,644.902,3,0.08,same
0,68,valid,"[(1151, 823)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.5,0.527,1,651.022,3,0.08,same
0,69,valid,"[(1160, 777)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.25,0.53,1,657.63,3,0.08,same
0,70,valid,"[(1171, 786)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",0.75,0.465,1,663.668,3,0.08,same
0,71,valid,"[(1169, 773)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.45,0.529,1,669.206,3,0.08,same
0,72,catch,"[(1176, 778)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,675.539,3,0.08,same
0,73,valid,"[(1168, 763)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.4166666666666667,0.526,1,681.406,3,0.08,same
0,74,valid,"[(1175, 779)]",[],[1],[0.5],vertical,"(390.0, 262.0)",0.4666666666666667,0.463,1,687.666,3,0.06,same
0,75,invalid_same_bar,"[(1175, 769)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",1.15,0.582,1,692.799,3,0.06,same
0,76,catch,"[(1175, 783)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,698.691,3,0.06,same
0,77,valid,"[(1165, 788)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",1.4333333333333333,0.462,1,704.338,3,0.06,same
0,78,catch,"[(1140, 807)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,710.99,3,0.06,same
0,79,valid,"[(1165, 796)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.1166666666666667,0.548,1,717.21,3,0.04,same
0,80,valid,"[(1163, 776)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.95,0.554,1,722.973,3,0.04,same
