block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1128, 832)]",[],[1],[0.4],vertical,"(890.0, 262.0)",0.36666666666666664,0.358,1,0.782,1,0.0,same
0,2,valid,"[(1092, 851)]",[],[1],[0.11666666666666667],horizontal,"(890.0, 762.0)",1.2666666666666666,0.082,0,8.118,0,0.0,same
0,3,catch,"[(1105, 824)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 0.183),nan",0,48.724,0,0.3333333333333333,same
0,4,catch,"[(1055, 821)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,51.912,1,0.25,same
0,5,invalid_same_bar,"[(1111, 808)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",0.6666666666666666,0.575,1,68.77,1,0.2,same
0,6,catch,"[(1123, 809)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.622),nan",0,73.303,0,0.3333333333333333,same
0,7,valid,"[(1098, 795)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.9666666666666667,0.482,1,78.342,1,0.2857142857142857,same
0,8,valid,"[(1111, 808)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",0.8166666666666667,0.594,1,83.169,1,0.25,same
0,9,invalid_adjacent_other_bar,"[(1051, 818)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.45,nan,0,88.45,0,0.2222222222222222,other
0,10,catch,"[(1097, 807)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,94.483,1,0.2,same
0,11,invalid_adjacent_other_bar,"[(1160, 799)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.0166666666666666,0.515,1,100.067,1,0.18181818181818182,other
0,12,valid,"[(1152, 798)]",[],[1],[0.7],horizontal,"(390.0, 262.0)",1.3666666666666667,0.674,1,105.439,1,0.16666666666666666,same
0,13,valid,"[(1120, 788)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 762.0)",1.3833333333333333,0.442,1,111.193,2,0.15384615384615385,same
0,14,catch,"[(1133, 800)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,117.371,2,0.14285714285714285,same
