block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc,time
1,True,1,0.671,40,[],[90831],"[(137, 383), (165, 674), (160, 709), (165, 743), (364, 548), (359, 358), (403, 587), (536, 627), (540, 807), (937, 757), (893, 993), (991, 1001), (943, 981), (850, 874), (1040, 382), (889, 387), (1132, 908)]","[(1132, 908)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[7],[0.11666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0],0,0.304
1,True,2,1.047,62,[],[93412],"[(1128, 908)]","[(1128, 908)]",[1],[7],[0.11666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0],0,78.239
