block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(685, 274), (1215, 832)]",[],"[0, 1]",[0.4],horizontal,"(890.0, 762.0)",1.5,0.364,1,0.065,1
0,2,target,"[(1155, 945), (1128, 851)]",[],"[0, 1]",[0.4166666666666667],vertical,"(890.0, 762.0)",0.7166666666666667,0.383,1,12.699,2
0,3,catch,"[(1110, 866)]",[],[1],[],vertical,"(390.0, 762.0)",1.4333333333333333,nan,1,55.464,2
