block,practice,trial,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
2,FALSE,78,"[(1067, 889)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.1,0.554,1,1594.919
2,FALSE,79,"[(1072, 889)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.6,0.509,1,1599.697
2,FALSE,80,"[(1071, 882)]",[],[1],[0.6333333333333333],vertical,"(890.0, 762.0)",1.183333333,0.588,1,1605.135
2,FALSE,81,"[(1056, 885)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",0.633333333,0.56,1,1609.931
2,FALSE,82,"[(1071, 893)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.85,0.508,1,1614.036
2,FALSE,83,"[(1062, 886)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.866666667,0.527,1,1618.174
2,FALSE,84,"[(1072, 890)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.833333333,0.521,1,1622.76
2,FALSE,85,"[(1070, 896)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",0.533333333,0.525,1,1626.804
2,FALSE,86,"[(1072, 905)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",1.25,0.522,1,1631.309
2,FALSE,87,"[(1061, 885)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.266666667,0.541,1,1635.992
2,FALSE,88,"[(1071, 889)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.833333333,0.491,1,1640.595
2,FALSE,89,"[(1053, 876)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.55,0.509,1,1644.957
2,FALSE,90,"[(1033, 872)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",1.633333333,0.492,1,1650.086
2,FALSE,91,"[(1072, 907)]",[],[1],[0.7333333333333333],horizontal,"(890.0, 762.0)",1.633333333,0.687,1,1655.371
2,FALSE,92,"[(1071, 889)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.683333333,0.573,1,1660.387
2,FALSE,93,"[(1073, 912)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.85,0.568,1,1664.909
2,FALSE,94,"[(1058, 900)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.6,0.525,1,1669.578
2,FALSE,95,"[(1053, 888)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.4,0.549,1,1674.533
2,FALSE,96,"[(1069, 875)]",[],[1],[0.65],vertical,"(390.0, 262.0)",1.283333333,0.608,1,1679.5
2,FALSE,97,"[(1083, 890)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",1.083333333,0.471,1,1684.302
2,FALSE,98,"[(1072, 897)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",1.05,0.476,1,1689.285
2,FALSE,99,"[(1072, 884)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.283333333,0.54,1,1693.641
2,FALSE,100,"[(1066, 887)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.633333333,0.487,1,1698.592
2,FALSE,101,"[(1071, 889)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.133333333,0.523,1,1702.839
2,FALSE,102,"[(1066, 881)]",[],[1],[0.75],vertical,"(890.0, 262.0)",1.183333333,0.705,1,1707.559
2,FALSE,103,"[(1042, 885)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",1.6,0.527,1,1712.456
2,FALSE,104,"[(1071, 899)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.75,0.484,1,1717.724
2,FALSE,105,"[(1023, 897)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.966666667,0.54,1,1722.157
2,FALSE,106,"[(1046, 887)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.266666667,0.558,1,1726.599
2,FALSE,107,"[(1068, 878)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.016666667,0.524,1,1731.103
2,FALSE,108,"[(1049, 869)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",1.016666667,0.472,1,1736.053
2,FALSE,109,"[(1062, 881)]",[],[1],[0.65],horizontal,"(890.0, 762.0)",1,0.613,1,1740.722
2,FALSE,110,"[(1071, 899)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.783333333,0.544,1,1745.416
2,FALSE,111,"[(1058, 873)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.383333333,0.49,1,1750.03
2,FALSE,112,"[(1062, 879)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",1.316666667,0.558,1,1754.928
2,FALSE,113,"[(1059, 878)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.433333333,0.572,1,1759.732
2,FALSE,114,"[(1070, 890)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.583333333,0.54,1,1764.592
2,FALSE,115,"[(1043, 885)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",0.55,0.604,1,1768.991
2,FALSE,116,"[(1029, 885)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.266666667,0.508,1,1773.485
2,FALSE,117,"[(1009, 889)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.05,0.507,1,1778.74
2,FALSE,118,"[(1009, 908)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",1.166666667,0.525,1,1784.401
2,FALSE,119,"[(1033, 872)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",1.35,0.485,1,1789.602
2,FALSE,120,"[(1012, 890)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.783333333,0.523,1,1797.601
3,FALSE,121,"[(1038, 901)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.333333333,0.562,1,1802.142
3,FALSE,122,"[(1064, 896)]",[],[1],[0.65],horizontal,"(890.0, 762.0)",0.65,0.611,1,1807.141
3,FALSE,123,"[(1059, 882)]",[],[1],[0.65],horizontal,"(390.0, 262.0)",1.45,0.603,1,1811.536
3,FALSE,124,"[(1042, 895)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.7,0.526,1,1816.627
3,FALSE,125,"[(1033, 871)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.266666667,0.559,1,1826.435
3,FALSE,126,"[(1050, 894)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.516666667,0.518,1,1831.458
3,FALSE,127,"[(1068, 887)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.7,0.536,1,1835.871
3,FALSE,128,"[(1071, 883)]",[],[1],[0.6666666666666666],vertical,"(390.0, 762.0)",1.333333333,0.622,1,1840.474
3,FALSE,129,"[(1071, 905)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.883333333,0.807,0,1845.583
3,FALSE,130,"[(1049, 872)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",1.6,0.555,1,1850.067
3,FALSE,131,"[(1072, 886)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.866666667,0.803,0,1855.686
3,FALSE,132,"[(1062, 867)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.283333333,0.489,1,1860.235
3,FALSE,133,"[(1071, 885)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.616666667,0.527,1,1865.302
3,FALSE,134,"[(1071, 883)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.233333333,0.476,1,1870.498
3,FALSE,135,"[(1071, 890)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.683333333,0.487,1,1875.603
3,FALSE,136,"[(1072, 890)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.683333333,0.555,1,1879.903
3,FALSE,137,"[(1071, 891)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.166666667,0.519,1,1885.375
3,FALSE,138,"[(1071, 879)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.75,0.517,1,1890.13
3,FALSE,139,"[(1038, 896)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.166666667,0.527,1,1894.523
3,FALSE,140,"[(1070, 894)]",[],[1],[0.6],vertical,"(890.0, 762.0)",1.5,0.557,1,1899.258
3,FALSE,141,"[(1066, 871)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",1.15,0.526,1,1904.628
3,FALSE,142,"[(1062, 896)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.416666667,0.52,1,1909.427
3,FALSE,143,"[(1076, 888)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.6,0.796,0,1914.559
3,FALSE,144,"[(1042, 892)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.65,0.508,1,1919.812
3,FALSE,145,"[(1071, 872)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",0.583333333,0.625,1,1926.36
3,FALSE,146,"[(1070, 868)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.316666667,0.507,1,1931.042
3,FALSE,147,"[(1051, 880)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1,0.445,1,1935.476
3,FALSE,148,"[(1042, 898)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.75,0.541,1,1939.775
3,FALSE,149,"[(1067, 879)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.866666667,0.516,1,1944.458
3,FALSE,150,"[(1047, 880)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",1.116666667,0.532,1,1949.079
3,FALSE,151,"[(1069, 866)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.633333333,0.539,1,1953.911
3,FALSE,152,"[(1071, 884)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.983333333,0.525,1,1959.067
3,FALSE,153,"[(1062, 878)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.95,0.51,1,1963.301
3,FALSE,154,"[(1063, 889)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.666666667,0.532,1,1967.859
3,FALSE,155,"[(1047, 889)]",[],[1],[0.6666666666666666],vertical,"(390.0, 762.0)",0.583333333,0.627,1,1972.17
3,FALSE,156,"[(1071, 880)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.916666667,0.53,1,1976.433
3,FALSE,157,"[(1042, 888)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",0.933333333,0.571,1,1981.14
3,FALSE,158,"[(1046, 899)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.033333333,0.508,1,1985.875
3,FALSE,159,"[(1073, 880)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.966666667,0.526,1,1990.562
3,FALSE,160,"[(1047, 880)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.816666667,0.529,1,1995.187
3,FALSE,161,"[(1047, 862)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.666666667,0.523,1,1999.781
3,FALSE,162,"[(1042, 880)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",1.333333333,0.571,1,2004.708
3,FALSE,163,"[(1043, 890)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.683333333,0.511,1,2009.541
3,FALSE,164,"[(1041, 888)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 262.0)",1.633333333,0.622,1,2014.495
3,FALSE,165,"[(1062, 888)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",1.4,0.473,1,2019.792
3,FALSE,166,"[(1044, 876)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.85,0.573,1,2024.642
3,FALSE,167,"[(1058, 879)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.2,0.529,1,2029.333
3,FALSE,168,"[(1026, 893)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.8,0.511,1,2034.345
3,FALSE,169,"[(1014, 887)]",[],[1],[0.65],vertical,"(390.0, 762.0)",0.733333333,0.613,1,2065.939
3,FALSE,170,"[(1058, 870)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.033333333,0.806,0,2071.174
3,FALSE,171,"[(1075, 875)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",1.233333333,0.483,1,2076.088
3,FALSE,172,"[(1067, 877)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",1.466666667,0.508,1,2081.239
3,FALSE,173,"[(1056, 888)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",1.666666667,0.51,1,2086.389
3,FALSE,174,"[(1019, 880)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.433333333,0.547,1,2091.955
3,FALSE,175,"[(1044, 885)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.266666667,0.509,1,2097.002
3,FALSE,176,"[(1014, 868)]",[],[1],[0.6833333333333333],vertical,"(390.0, 262.0)",1.416666667,0.642,1,2101.552
3,FALSE,177,"[(1011, 887)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.7,0.523,1,2106.62
3,FALSE,178,"[(1053, 895)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.85,0.507,1,2110.925
3,FALSE,179,"[(1028, 885)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.466666667,0.514,1,2115.374
3,FALSE,180,"[(1040, 881)]",[],[1],[0.7],vertical,"(390.0, 262.0)",1.666666667,0.66,1,2120.865
4,FALSE,181,"[(1042, 860)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",0.8,0.459,1,2126.526
4,FALSE,182,"[(1076, 884)]",[],[1],[0.65],vertical,"(890.0, 262.0)",1.416666667,0.615,1,2131.107
4,FALSE,183,"[(1075, 872)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.666666667,0.531,1,2136.504
4,FALSE,184,"[(1048, 890)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.616666667,0.557,1,2140.872
4,FALSE,185,"[(1073, 872)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",1.45,0.498,1,2145.452
4,FALSE,186,"[(1072, 871)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.533333333,0.496,1,2150.415
4,FALSE,187,"[(1047, 900)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.216666667,0.506,1,2154.524
4,FALSE,188,"[(1034, 890)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 262.0)",0.75,0.593,1,2159.825
4,FALSE,189,"[(1037, 899)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.35,0.51,1,2164.282
4,FALSE,190,"[(1058, 880)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.283333333,0.526,1,2169.086
4,FALSE,191,"[(1076, 879)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.55,0.457,1,2173.646
4,FALSE,192,"[(1042, 882)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.416666667,0.348,1,2179.141
4,FALSE,193,"[(1033, 899)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",1.65,0.538,1,2184.411
4,FALSE,194,"[(1033, 900)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.183333333,0.539,1,2191.51
4,FALSE,195,"[(1036, 902)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.55,0.573,1,2196.79
4,FALSE,196,"[(1009, 900)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.216666667,0.498,1,2201.192
4,FALSE,197,"[(1017, 877)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.45,0.539,1,2206.425
4,FALSE,198,"[(1038, 899)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.25,0.494,1,2211.965
4,FALSE,199,"[(1028, 894)]",[],[1],[0.7333333333333333],vertical,"(890.0, 762.0)",1.133333333,0.687,1,2248.17
4,FALSE,200,"[(1035, 876)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.616666667,0.579,1,2253.574
4,FALSE,201,"[(1017, 890)]",[],[1],[0.75],vertical,"(390.0, 262.0)",1.333333333,0.697,1,2257.77
4,FALSE,202,"[(1044, 866)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.333333333,0.573,1,2264.373
4,FALSE,203,"[(1041, 865)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.516666667,0.542,1,2269.009
4,FALSE,204,"[(1041, 878)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",1,0.615,1,2273.087
