block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,TRUE,1,1.14,68,,10437,"(1209, 882)","(1193, 903)",1,61,1.016666667,"640.0, 512.0",horizontal,"(890.0, 762.0)",,0,0,0.099
1,TRUE,2,0.906,54,,,"(1184, 879)",,1,92,1.533333333,"640.0, 512.0",vertical,"(390.0, 762.0)",1.1,0.606,1,4.564
1,TRUE,3,0.898,53,,,"(1126, 883)",,1,,,"640.0, 512.0",horizontal,"(390.0, 262.0)",,0,0,8.899
1,TRUE,4,1.369,82,,,"(1190, 880)",,1,132,2.2,"640.0, 512.0",horizontal,"(890.0, 762.0)",0.75,0.815,0,12.299
1,FALSE,1,1.429,85,,,"(1200, 881)",,1,115,1.916666667,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.333333333,0.478,1,16.783
1,FALSE,2,0.552,33,,,"(1171, 884)",,1,,,"640.0, 512.0",horizontal,"(390.0, 262.0)",,0,0,21.681
1,FALSE,3,1.208,72,,,"(1186, 880)",,1,,,"640.0, 512.0",horizontal,"(890.0, 262.0)",,0,0,24.121
1,FALSE,4,1.298,77,,,"(1205, 865)",,1,117,1.95,"640.0, 512.0",vertical,"(890.0, 762.0)",1.1,0.637,1,31.863
1,FALSE,5,0.443,26,,,"(1176, 866)",,1,40,0.666666667,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.466666667,0.218,1,36.454
1,FALSE,6,0.73,43,,,"(1187, 896)",,1,,,"640.0, 512.0",vertical,"(390.0, 762.0)",,0,0,40.284
1,FALSE,7,0.684,41,,,"(1187, 868)",,1,84,1.4,"640.0, 512.0",vertical,"(390.0, 262.0)",0.566666667,0.689,1,43.36
1,FALSE,8,1.462,87,,,"(1172, 872)",,1,122,2.033333333,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.633333333,0.554,1,46.943
1,FALSE,9,0.873,52,,,"(1175, 859)",,1,,,"640.0, 512.0",vertical,"(890.0, 262.0)",,0,0,51.091
1,FALSE,10,1.059,63,,,"(1199, 859)",,1,,,"640.0, 512.0",vertical,"(890.0, 262.0)",,0,0,53.717
1,FALSE,11,0.984,59,,,"(1243, 942), (1216, 855)",,"0, 1",87,1.45,"640.0, 512.0",vertical,"(890.0, 262.0)",0.833333333,0.445,1,63.245
1,FALSE,12,0.54,32,,,"(1196, 854)",,1,73,1.216666667,"640.0, 512.0",horizontal,"(890.0, 262.0)",1.466666667,0.661,1,69.734
1,FALSE,13,1.091,65,,,"(1165, 891)",,1,97,1.616666667,"640.0, 512.0",horizontal,"(890.0, 762.0)",1.183333333,0.508,1,73.91
1,FALSE,14,0.748,44,,,"(1156, 918)",,1,94,1.566666667,"640.0, 512.0",horizontal,"(890.0, 262.0)",0.7,0.8,0,78.198
1,FALSE,15,1.014,60,,,"(1142, 907)",,1,99,1.65,"640.0, 512.0",vertical,"(390.0, 762.0)",1.566666667,0.618,1,82.066
1,FALSE,16,0.779,46,,,"(1153, 886)",,1,79,1.316666667,"640.0, 512.0",vertical,"(890.0, 762.0)",1.316666667,0.525,1,96.907
1,FALSE,17,1.21,72,,,"(1149, 890)",,1,108,1.8,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.666666667,0.57,1,100.979
1,FALSE,18,1.18,70,,,"(1146, 877)",,1,120,2,"640.0, 512.0",horizontal,"(390.0, 262.0)",1.566666667,0.804,0,104.963
1,FALSE,19,0.343,20,,,"(1192, 908)",,1,70,1.166666667,"640.0, 512.0",vertical,"(890.0, 762.0)",1.05,0.805,0,110.924
1,FALSE,20,1.433,85,,,"(1137, 913)",,1,130,2.166666667,"640.0, 512.0",horizontal,"(390.0, 762.0)",0.75,0.731,1,114.677
1,FALSE,21,0.918,55,,,"(1107, 896)",,1,87,1.45,"640.0, 512.0",horizontal,"(890.0, 262.0)",0.7,0.509,1,119.633
