block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,0.813,48,[],[],"[(1183, 893)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.75],[0.796],0,0.456
1,True,2,0.746,44,[],[],"[(1186, 892)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.55],[0.544],1,86.826
1,True,3,1.132,67,[],[],"[(1127, 870)]",[],[1],[36],[0.6],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.8666666666666667],[0.556],1,91.8
1,True,4,0.544,32,[],[],"[(1066, 866)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.65],[0.814],0,96.76
1,False,1,0.791,47,[],[],"[(1124, 923)]",[],[1],[38],[0.6333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.2],[0.586],1,101.98
1,False,2,1.114,66,[],[],"[(1122, 880)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.65],[0.803],0,107.774
1,False,3,0.94,56,[],[],"[(1146, 870)]",[],[1],[43],[0.7166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.9166666666666666],[0.674],1,114.094
1,False,4,1.116,66,[],[],"[(1116, 895)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.5],[0.8],0,120.359
1,False,5,1.118,67,[],[],"[(1191, 878)]",[],[1],[42],[0.7],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.3666666666666667],[0.656],1,125.815
1,False,6,0.995,59,[],[],"[(1099, 880)]",[],[1],[38],[0.6333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.6],[0.594],1,131.351
1,False,7,0.998,59,[],[],"[(1087, 875)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.95],[0.795],0,136.765
1,False,8,0.735,44,[],[],"[(1118, 875)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.4166666666666667],[0.571],1,141.932
1,False,9,0.652,39,[],[],"[(1106, 880)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.45],[0.57],1,148.236
1,False,10,1.009,60,[],[],"[(1072, 888)]",[],[1],[38],[0.6333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.3833333333333333],[0.59],1,153.103
1,False,11,0.776,46,[],[],"[(1033, 896)]",[],[1],[39],[0.65],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.5166666666666666],[0.599],1,158.135
1,False,12,1.042,62,[],[],"[(1118, 868)]",[],[1],[40],[0.6666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.95],[0.617],1,162.052
1,False,13,0.833,49,[],[],"[(1090, 894)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.5166666666666666],[0.573],1,166.705
1,False,14,0.648,38,[],[],"[(1103, 866)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.55],[0.591],1,171.739
1,False,15,1.14,68,[],[],"[(1090, 894)]",[],[1],[38],[0.6333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.65],[0.59],1,175.699
1,False,16,1.177,70,[],[],"[(1094, 884)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.1666666666666667],[0.541],1,180.289
1,False,17,0.918,55,[],[],"[(1072, 862)]",[],[1],[46],[0.7666666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.6666666666666666],[0.716],1,185.258
1,False,18,0.958,57,[],[],"[(1063, 908)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.8],[0.573],1,189.852
1,False,19,0.815,48,[],[],"[(1050, 861)]",[],[1],[41],[0.6833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.6333333333333333],[0.642],1,194.32
1,False,20,1.15,69,[],[],"[(1035, 860)]",[],[1],[38],[0.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.9],[0.59],1,199.474
1,False,21,0.759,45,[],[],"[(1066, 866)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.55],[0.577],1,204.19
1,False,22,0.658,39,[],[],"[(1056, 870)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.6333333333333333],[0.544],1,209.363
1,False,23,0.987,59,[],[],"[(1049, 861)]",[],[1],[41],[0.6833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.6833333333333333],[0.64],1,214.442
1,False,24,0.868,52,[],[],"[(1050, 863)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.6166666666666667],[0.808],0,219.063
1,False,25,0.579,34,[],[],"[(1123, 880)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.65],[0.572],1,224.656
1,False,26,0.518,31,[],[],"[(1049, 880)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.3666666666666667],[0.551],1,230.941
1,False,27,0.635,38,[],[],"[(1070, 848)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.5666666666666667],[0.803],0,235.588
1,False,28,0.857,51,[],[],"[(1122, 882)]",[],[1],[51],[0.85],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.8666666666666667],[0.804],0,239.77
1,False,29,0.664,39,[],[],"[(1148, 906)]",[],[1],[31],[0.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.5666666666666667],[0.474],1,265.168
1,False,30,0.577,34,[],[],"[(1088, 867)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.0],[0.541],1,275.279
1,False,31,1.028,61,[],[],"[(1078, 879)]",[],[1],[33],[0.55],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.35],[0.507],1,279.613
1,False,32,0.907,54,[],[],"[(1049, 886)]",[],[1],[36],[0.6],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.4166666666666667],[0.561],1,284.683
