block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1096, 847)]",[],[1],[0.2833333333333333],horizontal,"(890.0, 262.0)",1.3166666666666667,0.252,1,0.371,1
0,2,target,"[(1106, 501), (1043, 810)]",[],"[0, 1]",[],horizontal,"(390.0, 762.0)",,"('cti', 1.469)",0,195.052,0
0,3,target,"[(1071, 780)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.7,nan,0,954.008,0
0,4,target,"[(624, 164), (610, 164), (348, 571), (1102, 839)]",[],"[0, 0, 0, 1]",[0.85],vertical,"(890.0, 762.0)",1.2,nan,0,958.764,0
0,5,target,"[(1083, 797)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.15,0.497,1,991.192,1
0,6,target,"[(1081, 810)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",0.55,0.577,1,995.813,1
0,7,target,"[(1085, 799)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.232)",0,1001.265,0
0,8,target,"[(1082, 810)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.1166666666666667,nan,0,1005.738,0
0,9,target,"[(1085, 792)]",[],[1],[0.6333333333333333],horizontal,"(890.0, 262.0)",0.5166666666666666,0.602,1,1010.551,1
0,10,target,"[(1107, 796)]",[],[1],[0.21666666666666667],vertical,"(390.0, 262.0)",1.0,0.182,0,1015.275,0
0,11,target,"[(1098, 799)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 262.0)",0.8666666666666667,0.194,0,1019.498,0
0,12,target,"[(1102, 803)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.9666666666666667,nan,0,1023.448,0
0,13,target,"[(1094, 803)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",1.2833333333333332,0.619,1,1028.23,1
0,14,target,"[(1116, 805)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.4166666666666667,0.461,1,1033.615,1
0,15,target,"[(1100, 808)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",1.1333333333333333,0.559,1,1038.774,1
0,16,target,"[(1095, 806)]",[],[1],[0.6833333333333333],horizontal,"(390.0, 762.0)",0.9833333333333333,0.639,1,1043.831,2
0,17,target,"[(1105, 796)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",0.9833333333333333,0.446,1,1049.222,2
0,18,target,"[(1113, 786)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.1833333333333333,0.539,1,1054.064,2
0,19,target,"[(1106, 793)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 262.0)",1.5666666666666667,0.283,1,1059.591,2
0,20,target,"[(1098, 801)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.7166666666666667,0.509,1,1064.844,2
0,21,target,"[(1112, 785)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.3833333333333333,0.464,1,1070.162,3
0,22,target,"[(1102, 796)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",1.3,0.539,1,1076.134,3
0,23,target,"[(1089, 816)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.0666666666666667,0.525,1,1081.898,3
0,24,target,"[(1104, 801)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.7,0.512,1,1087.477,3
0,25,target,"[(1094, 805)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.0166666666666666,0.509,1,1092.673,3
0,26,target,"[(1075, 795)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.65,0.525,1,1098.665,3
0,27,target,"[(1071, 801)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.65,0.575,1,1103.831,3
0,28,target,"[(1100, 792)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.85,0.478,1,1109.812,3
0,29,target,"[(1100, 776)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.617)",0,1115.532,0
0,30,target,"[(1106, 801)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",1.0,0.507,1,1120.239,1
