block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,catch,"[(1041, 827)]",[],[1],[],horizontal,"(890.0, 262.0)",1.183333333,nan,1,0.075,1
0,2,target,"[(1041, 832)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.75,nan,0,2544.721,0
0,3,target,"[(1056, 839)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",1.533333333,0.446,1,2549.404,1
0,4,target,"[(1061, 816)]",[],[1],[0.7333333333333333],horizontal,"(890.0, 262.0)",0.733333333,0.689,1,2562.287,1
0,5,target,"[(1074, 837)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 762.0)",0.616666667,0.638,1,2566.721,1
0,6,target,"[(1040, 806)]",[],[1],[0.2],horizontal,"(890.0, 762.0)",1.583333333,0.165,1,2571.221,2
0,7,target,"[(1090, 798)]",[],[1],[0.31666666666666665],vertical,"(890.0, 762.0)",1.283333333,0.281,1,2576.804,2
0,8,target,"[(1093, 797)]",[],[1],[0.65],horizontal,"(390.0, 262.0)",1.25,0.611,1,2582.321,2
0,9,target,"[(1082, 791)]",[],[1],[0.7666666666666666],horizontal,"(390.0, 762.0)",1.033333333,0.717,1,2587.599,2
0,10,target,"[(1081, 795)]",[],[1],[0.7166666666666667],vertical,"(390.0, 262.0)",0.583333333,0.671,1,2593.078,2
0,11,target,"[(1079, 787)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",1.416666667,0.574,1,2597.553,3
0,12,target,"[(1081, 802)]",[],[1],[0.8166666666666667],horizontal,"(390.0, 762.0)",1.633333333,0.784,1,2603.131,3
0,13,target,"[(1103, 810)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.516666667,nan,0,2609.771,0
0,14,target,"[(1102, 781)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.9,nan,0,2615.282,0
0,15,catch,"[(1094, 794)]",[],[1],[],vertical,"(390.0, 762.0)",1.166666667,nan,1,2620.396,1
0,16,target,"[(1084, 791)]",[],[1],[0.6333333333333333],vertical,"(890.0, 762.0)",0.65,0.589,1,2624.314,1
0,17,target,"[(1080, 831)]",[],[1],[0.31666666666666665],vertical,"(890.0, 262.0)",1.433333333,0.277,1,2628.637,1
0,18,target,"[(1097, 820)]",[],[1],[0.25],horizontal,"(890.0, 262.0)",1.566666667,0.22,1,2633.538,2
0,19,target,"[(1085, 807)]",[],[1],[0.7166666666666667],vertical,"(390.0, 262.0)",1.066666667,0.675,1,2638.77,2
0,20,target,"[(1070, 778)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.866666667,0.6,1,2644.502,2
0,21,catch,"[(1080, 790)]",[],[1],[],vertical,"(890.0, 262.0)",1.216666667,nan,1,2649.755,2
0,22,target,"[(1066, 778)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.533333333,0.492,1,2654.672,2
0,23,target,"[(1090, 806)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 262.0)",1.4,0.346,1,2659.386,3
0,24,target,"[(1097, 807)]",[],[1],[0.36666666666666664],vertical,"(890.0, 262.0)",1.216666667,0.33,1,2665.022,3
0,25,target,"[(1084, 789)]",[],[1],[0.11666666666666667],vertical,"(390.0, 262.0)",1.583333333,0.082,0,2670.805,0
0,26,target,"[(1078, 816)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.7,0.574,1,2675.638,1
0,27,target,"[(1075, 808)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",1.083333333,0.543,1,2680.109,1
0,28,catch,"[(1083, 796)]",[],[1],[],horizontal,"(390.0, 762.0)",1.233333333,nan,1,2684.687,1
0,29,target,"[(1081, 799)]",[],[1],[0.8],vertical,"(890.0, 762.0)",0.533333333,0.754,1,2688.804,2
0,30,catch,"[(1073, 809)]",[],[1],[],horizontal,"(890.0, 262.0)",1.6,nan,1,2693.872,2
0,31,target,"[(1070, 801)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.5,nan,0,2699.272,0
0,32,target,"[(1080, 793)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.55,0.526,1,2703.522,1
0,33,catch,"[(1104, 818)]",[],[1],[],horizontal,"(390.0, 762.0)",1.45,nan,1,2707.338,1
0,34,target,"[(1060, 826)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.9,nan,0,2711.73,0
0,35,target,"[(1079, 806)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.883333333,nan,0,2716.872,0
0,36,target,"[(1073, 816)]",[],[1],[0.6833333333333333],vertical,"(890.0, 762.0)",0.633333333,0.649,1,2721.922,1
0,37,target,"[(1085, 783)]",[],[1],[0.11666666666666667],vertical,"(390.0, 262.0)",1.55,0.087,0,2726.371,0
0,38,target,"[(1087, 812)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.35,nan,0,2730.805,0
0,39,target,"[(1075, 809)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.966666667,0.557,1,2736.204,1
0,40,target,"[(1075, 782)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",0.65,0.556,1,2740.539,1
0,41,target,"[(1071, 783)]",[],[1],[0.6833333333333333],vertical,"(390.0, 762.0)",0.5,0.644,1,2744.788,1
0,42,target,"[(1073, 776)]",[],[1],[0.8],horizontal,"(890.0, 762.0)",0.9,0.76,1,2749.122,2
0,43,target,"[(1092, 790)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.292)",0,2753.926,0
0,44,target,"[(1080, 799)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.133333333,0.54,1,2758.523,1
0,45,target,"[(1060, 781)]",[],[1],[0.6333333333333333],vertical,"(390.0, 262.0)",0.516666667,0.596,1,2762.821,1
0,46,target,"[(1076, 808)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.45,0.513,1,2766.88,1
0,47,target,"[(1090, 813)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.2,0.546,1,2771.872,2
0,48,target,"[(1074, 786)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.933333333,0.543,1,2776.936,2
0,49,target,"[(1076, 802)]",[],[1],[0.75],horizontal,"(890.0, 762.0)",0.833333333,0.71,1,2782.206,2
0,50,target,"[(1084, 792)]",[],[1],[0.06666666666666667],vertical,"(390.0, 262.0)",1.633333333,0.036,0,2787.524,0
0,51,catch,"[(1110, 780)]",[],[1],[],horizontal,"(390.0, 262.0)",1.5,nan,1,2792.067,1
0,52,catch,"[(1074, 794)]",[],[1],[],horizontal,"(390.0, 762.0)",1.166666667,nan,1,2796.422,1
0,53,target,"[(1063, 799)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.716666667,0.575,1,2800.371,1
0,54,target,"[(1065, 803)]",[],[1],"[0.85, 0.85]",vertical,"(890.0, 762.0)",0.516666667,"0.797,nan",0,2804.844,0
0,55,target,"[(1079, 772)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",1.4,0.572,1,2809.389,1
