block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1093, 861)]",[],[1],[0.4],horizontal,"(390.0, 762.0)",1.05,0.365,1,0.071,1,0.0,0.25
0,2,target,"[(1137, 830)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.6666666666666666,0.51,1,13.113,1,0.0,0.25
0,3,target,"[(1136, 788)]",[],[1],[0.25],vertical,"(890.0, 262.0)",1.1833333333333333,0.21,1,27.651,1,0.0,0.25
0,4,target,"[(1138, 801)]",[],[1],[0.43333333333333335],vertical,"(390.0, 762.0)",1.3666666666666667,0.393,1,32.713,2,0.0,0.25
0,5,target,"[(1184, 782)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.5,0.507,1,38.734,2,0.0,0.25
0,6,catch,"[(1184, 778)]",[],[1],[],horizontal,"(890.0, 262.0)",1.65,nan,1,43.642,2,0.0,0.25
0,7,target,"[(434, 482), (1194, 843)]",[],"[0, 1]",[0.65],horizontal,"(390.0, 762.0)",0.7,0.608,1,49.663,2,0.0,0.25
0,8,target,"[(1123, 789)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",1.45,0.425,1,59.062,3,0.0,0.25
0,9,target,"[(1185, 779)]",[],[1],[0.6833333333333333],vertical,"(390.0, 762.0)",1.0666666666666667,0.64,1,65.307,3,0.0,0.25
0,10,target,"[(1184, 781)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",0.5833333333333334,0.444,1,71.474,3,0.0,0.25
0,11,catch,"[(1157, 772)]",[],[1],[],vertical,"(890.0, 262.0)",1.65,nan,1,76.794,3,0.0,0.25
0,12,catch,"[(1179, 769)]",[],[1],[],vertical,"(890.0, 762.0)",1.65,nan,1,83.023,3,0.0,0.25
0,13,catch,"[(1165, 771)]",[],[1],[],vertical,"(890.0, 262.0)",1.65,nan,1,88.81,3,0.0,0.25
0,14,target,"[(1149, 798)]",[],[1],[0.4666666666666667],horizontal,"(390.0, 762.0)",0.7833333333333333,0.429,1,94.774,3,0.0,0.25
0,15,target,"[(1209, 759)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.65,0.494,1,100.442,3,0.0,0.25
0,16,target,"[(1169, 764)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.9166666666666666,0.542,1,105.607,3,0.0,0.25
0,17,target,"[(1169, 765)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 762.0)",1.0333333333333332,0.636,1,111.689,3,0.0,0.25
0,18,target,"[(1219, 773)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",0.7333333333333333,0.477,1,117.742,3,0.0,0.25
0,19,target,"[(1140, 748), (1185, 792)]",[],"[0, 1]",[0.4666666666666667],vertical,"(890.0, 262.0)",1.2666666666666666,0.429,1,123.241,3,0.0,0.25
0,20,target,"[(1166, 774)]",[],[1],[0.75],horizontal,"(890.0, 262.0)",0.43333333333333335,0.701,1,129.994,3,0.0,0.25
