block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1025, 823)]",[],[1],[0.7333333333333333],vertical,"(890.0, 262.0)",1.4,0.688,1,0.366,1,0.0,0.1
0,2,target,"[(1018, 838)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.45,nan,0,103.127,0,0.0,0.1
0,3,target,"[(1056, 838)]",[],[1],[0.7],vertical,"(890.0, 762.0)",1.1666666666666667,0.65,1,108.244,1,0.0,0.1
0,4,target,"[(1029, 795)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.9333333333333333,nan,0,115.967,0,0.0,0.1
0,5,target,"[(517, 505), (1029, 872)]",[],"[0, 1]",[0.85],vertical,"(390.0, 262.0)",0.6166666666666667,nan,0,120.676,0,0.0,0.1
0,6,target,"[(1020, 816)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.45,nan,0,127.194,0,0.0,0.1
0,7,target,"[(1002, 806), (1041, 861)]",[],"[0, 1]",[0.85],horizontal,"(890.0, 262.0)",1.3333333333333333,nan,0,131.629,0,0.0,0.1
0,8,target,"[(1017, 930)]",[],[1],[],vertical,"(390.0, 762.0)",,"('fix', 0.285)",0,148.027,0,0.0,0.1
0,9,target,"[(1006, 823)]",[],[1],[0.35],vertical,"(890.0, 262.0)",1.3666666666666667,0.317,1,152.345,1,0.0,0.1
0,10,target,"[(1033, 806)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.75,0.542,1,160.051,1,0.0,0.1
0,11,target,"[(1052, 813)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 262.0)",0.9833333333333333,0.618,1,164.752,1,0.0,0.1
0,12,target,"[(1040, 811)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 262.0)",1.1666666666666667,0.589,1,169.503,2,0.0,0.1
