block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1154, 896)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 262.0)",0.6,0.384,1,0.069,1
0,2,target,"[(1154, 895)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.268)",,8.947,0
0,3,catch,"[(170, 977), (448, 650), (443, 820), (695, 619), (1031, 765)]",[],"[0, 0, 0, 0, 1]",[],horizontal,"(890.0, 262.0)",,"('fix', 0.166),nan",1,13.4,1
0,4,target,"[(1128, 787)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.293)",,81.159,0
0,5,target,"[(1136, 847)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('fix', 0.047)",,89.809,0
0,6,target,"[(1136, 848)]",[],[1],[],vertical,"(890.0, 262.0)",,"('fix', 0.032)",,91.569,0
0,7,target,"[(1040, 850)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('fix', 0.576)",,93.786,0
0,8,target,"[(1120, 804)]","[(1120, 804)]",[1],[0.18333333333333332],vertical,"(390.0, 762.0)",,"('bar', 0.194)",,96.099,0
0,9,target,"[(687, 861), (597, 909), (721, 804), (662, 315), (600, 847), (924, 611), (636, 320), (682, 229), (1069, 790)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",[],horizontal,"(890.0, 762.0)",,"('fix', 0.066)",,101.758,0
0,10,target,"[(1076, 793)]",[],[1],[0.3],horizontal,"(390.0, 762.0)",1.6,0.261,1,459.96,1
0,11,target,"[(1071, 782)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.2333333333333334,0.55,1,465.52,1
0,12,target,"[(1071, 784)]",[],[1],[8.316666666666666],vertical,"(390.0, 262.0)",1.3166666666666667,8.137,0,473.676,0
