block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc
1,True,1,1.366,81,[3233],[],"[(1192, 871)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 262.0)",0,1
1,True,2,1.435,86,[9735],[],"[(1179, 906)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",0,1
1,True,3,0.925,55,[14476],[],"[(1180, 919)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",1,1
