block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,0.473,28,[],[],"[(1176, 867)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.5],[0.453],1,0.355
1,True,2,1.453,87,[],[],"[(1178, 885)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,27.41
1,True,3,0.906,54,[],[],"[(1166, 883)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.0],[0.525],1,31.292
1,True,4,0.646,38,[],[],"[(1117, 887)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.8666666666666667],[0.804],0,35.726
1,False,1,0.561,33,[],[],"[(1153, 905)]",[],[1],[66],[1.1],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.0833333333333333],[0.528],1,39.618
1,False,2,1.331,79,[],[],"[(1113, 892)]",[],[1],[114],[1.9],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.5833333333333334],[0.554],1,45.049
1,False,3,0.549,32,[],[],"[(1105, 884)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.7],[0.802],0,49.044
1,False,4,0.893,53,[],[],"[(1143, 901)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.7],[0.721],1,52.693
1,False,5,1.024,61,[],[],"[(1032, 885)]",[],[1],[109],[1.8166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.65],[0.765],1,56.566
1,False,6,0.465,27,[],[],"[(1129, 888)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.6666666666666667],[0.546],1,61.576
1,False,7,1.162,69,[],[],"[(1096, 896)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.85],[0.67],1,65.745
1,False,8,1.122,67,[],[],"[(1100, 897)]",[],[1],[105],[1.75],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.1666666666666667],[0.607],1,69.961
1,False,9,1.467,88,[],[],"[(1106, 876)]",[],[1],[122],[2.033333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.8666666666666667],[0.539],1,74.36
1,False,10,1.025,61,[],[],"[(1067, 884)]",[],[1],[105],[1.75],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.5833333333333334],[0.703],1,78.712
1,False,11,0.815,48,[],[],"[(1100, 886)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.6],[0.461],1,82.602
1,False,12,0.647,38,[],[],"[(1091, 887)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.5333333333333332],[0.577],1,87.064
1,False,13,0.7,42,[],[],"[(1051, 866)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.1833333333333333],[0.549],1,91.313
1,False,14,1.4,84,[],[],"[(1112, 903)]",[],[1],[119],[1.9833333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.4166666666666667],[0.556],1,95.296
1,False,15,1.232,73,[],[],"[(1088, 881)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.9166666666666666],[0.59],1,100.156
1,False,16,0.843,50,[],[],"[(1087, 913)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.2666666666666666],[0.51],1,104.4
1,False,17,0.93,55,[],[],"[(1053, 895)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.5166666666666666],[0.735],1,108.532
1,False,18,1.288,77,[],[],"[(1058, 899)]",[],[1],[110],[1.8333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.75],[0.529],1,112.261
1,False,19,1.41,84,[],[],"[(1066, 903)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.4],[0.499],1,116.48
1,False,20,0.671,40,[],[],"[(1093, 884)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.6166666666666667],[0.604],1,121.284
1,False,21,0.551,33,[],[],"[(1084, 889)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.2166666666666666],[0.786],1,124.667
1,False,22,0.906,54,[],[],"[(1087, 891)]",[],[1],[88],[1.4666666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.2166666666666666],[0.539],1,128.746
1,False,23,0.822,49,[],[],"[(1087, 892)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.7166666666666667],[0.541],1,132.924
1,False,24,0.775,46,[],[],"[(1118, 890)]",[],[1],[84],[1.4],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.55],[0.605],1,136.516
1,False,25,0.359,21,[],[],"[(1099, 886)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.1166666666666667],[0.639],1,140.897
1,False,26,0.318,19,[],[],"[(1096, 876)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.55],[0.608],1,144.511
1,False,27,0.676,40,[],[],"[(1086, 882)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.7],[0.541],1,148.496
1,False,28,0.518,31,[],[],"[(1087, 888)]",[],[1],[62],[1.0333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.15],[0.49],1,151.977
1,False,29,0.477,28,[],[],"[(1081, 879)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.6166666666666667],[0.575],1,155.844
1,False,30,0.492,29,[],[],"[(1082, 905)]",[],[1],[60],[1.0],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.5],[0.491],1,159.031
1,False,31,1.139,68,[],[],"[(1093, 897)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.4],[0.526],1,162.041
1,False,32,1.181,70,[],[],"[(1051, 898)]",[],[1],[106],[1.7666666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.9166666666666666],[0.573],1,166.625
1,False,33,0.687,41,[],[],"[(1081, 888)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.4],[0.555],1,170.778
1,False,34,0.508,30,[],[],"[(1096, 905)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.0333333333333332],[0.557],1,174.921
1,False,35,0.732,43,[],[],"[(1095, 889)]",[],[1],"[93, 93]","[1.55, 1.55]","[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.35],"[0.807, 0.807]",0,178.532
1,False,36,1.492,89,[],[],"[(1139, 868)]",[],[1],[121],[2.0166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.5666666666666667],[0.513],1,182.93
1,False,37,1.307,78,[],[],"[(1118, 899)]",[],[1],[114],[1.9],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.4833333333333334],[0.571],1,188.935
1,False,38,0.956,57,[],[],"[(1093, 890)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.7666666666666666],[0.586],1,193.799
1,False,39,1.494,89,[],[],"[(1099, 889)]",[],[1],[123],[2.05],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.8333333333333334],[0.543],1,197.583
1,False,40,0.397,23,[],[],"[(1093, 877)]",[],[1],[55],[0.9166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.3666666666666667],[0.509],1,201.917
