block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,1.024,61,[],[],"[(1199, 896)]",[],[1],[111],[1.8499999999999999],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.5833333333333334],[0.798],0,0.359
1,True,2,0.514,30,[],[],"[(1194, 920)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.2666666666666666],[0.797],0,54.076
1,True,3,1.377,82,[],[],"[(1114, 915)]",[],[1],[129],[2.15],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.0166666666666666],[0.756],1,74.34
1,True,4,0.908,54,[],[],"[(1160, 883)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.5833333333333333],[0.802],0,87.653
1,False,1,0.772,46,[],[],"[(1247, 864), (1085, 858)]",[],"[0, 1]",[81],[1.35],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.7],[0.563],1,92.61
1,False,2,0.402,24,[],[],"[(1127, 889)]",[],[1],[64],[1.0666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.0833333333333333],[0.635],1,102.804
1,False,3,0.795,47,[],[],"[(1136, 872)]",[],[1],[79],[1.3166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.65],[0.506],1,106.495
1,False,4,1.091,65,[],[],"[(1178, 889)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.2166666666666666],[0.806],0,109.974
1,False,5,0.618,37,[],[],"[(1130, 894)]",[],[1],[75],[1.25],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.1166666666666667],[0.603],1,114.689
1,False,6,0.599,35,[],[],"[(1102, 896)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.6666666666666666],[0.509],1,118.941
1,False,7,0.774,46,[],[],"[(1105, 899)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.4333333333333333],[0.475],1,122.227
1,False,8,0.562,33,[],[],"[(1111, 898)]",[],[1],[65],[1.0833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.1666666666666667],[0.507],1,126.382
1,False,9,1.5,90,[],[],"[(1095, 902)]",[],[1],[123],[2.05],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.9833333333333333],[0.529],1,131.427
1,False,10,0.607,36,[],[],"[(1120, 889)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.4666666666666666],[0.603],1,135.96
1,False,11,0.495,29,[],[],"[(1080, 907)]",[],[1],[55],[0.9166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.5666666666666667],[0.41],1,140.15
1,False,12,1.064,63,[],[],"[(1113, 888)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.5833333333333334],[0.58],1,144.11
1,False,13,0.782,46,[],[],"[(1115, 885)]",[],[1],[76],[1.2666666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.0666666666666667],[0.472],1,147.868
1,False,14,0.703,42,[],[],"[(1100, 891)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.95],[0.559],1,151.726
1,False,15,0.69,41,[],[],"[(1081, 899)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.0166666666666666],[0.571],1,155.506
1,False,16,1.196,71,[],[],"[(1117, 892)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.6166666666666667],[0.671],1,159.29
1,False,17,1.032,61,[],[],"[(1102, 915)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.6],[0.477],1,163.239
1,False,18,0.44,26,[],[],"[(1106, 889)]",[],[1],[63],[1.05],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.0],[0.595],1,166.838
1,False,19,0.614,36,[],[],"[(1098, 892)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.3],[0.661],1,170.372
1,False,20,0.814,48,[],[],"[(1115, 903)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.2666666666666666],[0.593],1,174.431
1,False,21,1.424,85,[],[],"[(1112, 882)]",[],[1],[117],[1.95],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.2],[0.512],1,178.59
1,False,22,1.195,71,[],[],"[(1110, 878)]",[],[1],[105],[1.75],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.1333333333333333],[0.539],1,183.204
1,False,23,1.499,89,[],[],"[(1116, 883)]",[],[1],[123],[2.05],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.95],[0.538],1,187.541
1,False,24,0.935,56,[],[],"[(1113, 884)]",[],[1],[95],[1.5833333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.6833333333333333],[0.626],1,191.994
1,False,25,0.712,42,[],[],"[(1137, 885)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.15],[0.562],1,196.712
1,False,26,0.628,37,[],[],"[(1086, 899)]",[],[1],[69],[1.15],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[0.5666666666666667],[0.513],1,200.59
1,False,27,0.874,52,[],[],"[(1075, 888)]",[],[1],[85],[1.4166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.6333333333333333],[0.524],1,203.83
1,False,28,0.913,54,[],[],"[(1117, 894)]",[],[1],[83],[1.3833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.1833333333333333],[0.462],1,207.376
1,False,29,1.092,65,[],[],"[(1087, 880)]",[],[1],[97],[1.6166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.1166666666666667],[0.507],1,211.365
1,False,30,0.353,21,[],[],"[(1129, 886)]",[],[1],[57],[0.95],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.3],[0.58],1,215.573
1,False,31,1.031,61,[],[],"[(1105, 887)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[1.4166666666666667],[0.474],1,219.943
1,False,32,0.624,37,[],[],"[(1113, 880)]",[],[1],[78],[1.3],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.6],[0.658],1,224.314
1,False,33,0.991,59,[],[],"[(1120, 893)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.2333333333333334],[0.623],1,228.676
1,False,34,1.074,64,[],[],"[(1120, 889)]",[],[1],[98],[1.6333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.7166666666666667],[0.543],1,232.993
