block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
2,30,catch,"[(1124, 907)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.966666667,nan,1,3930.99
2,31,catch,"[(1095, 925)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.016666667,nan,1,3934.882
2,32,catch,"[(1095, 899)]",[],[1],[0.05],vertical,"(390.0, 262.0)",0.883333333,nan,1,3939.12
2,33,catch,"[(1126, 911)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.566666667,nan,1,3943.091
2,34,catch,"[(1095, 909)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,3946.898
2,35,catch,"[(974, 767), (1054, 273), (72, 28), (63, 658), (15, 77), (1230, 35), (94, 312), (55, 857), (1072, 865)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",[],horizontal,"(890.0, 762.0)",,fix_phase,0,3951.788
2,36,catch,"[(97, 46), (950, 31), (78, 67), (698, 105), (1075, 761)]",[],"[0, 0, 0, 0, 1]",[],horizontal,"(890.0, 762.0)",,fix_phase,0,3958.191
2,37,catch,"[(1095, 838)]",[],[1],[],vertical,"(890.0, 262.0)",,fix_phase,0,3960.943
2,38,catch,"[(91, 136), (1027, 82), (944, 404), (756, 90), (87, 87), (11, 87), (1081, 206), (49, 62), (843, 116), (765, 165), (919, 298), (139, 86), (270, 362), (218, 404), (172, 440), (1090, 215), (918, 775), (838, 622), (116, 273), (446, 117), (986, 180), (364, 245), (1042, 123), (1066, 126), (771, 208), (737, 126), (122, 140), (228, 140), (34, 215), (1134, 880)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[],vertical,"(890.0, 262.0)",,fix_phase,0,3962.421
2,39,catch,"[(1130, 868)]",[],[1],[],horizontal,"(890.0, 262.0)",,fix_phase,0,3989.907
2,40,catch,"[(930, 651), (1081, 876)]","[(1076, 885)]","[0, 1]",[0.0],vertical,"(890.0, 262.0)",,bar_phase,0,3992.194
2,41,catch,"[(1095, 893)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,3995.176
2,42,catch,"[(1106, 881)]",[],[1],[],vertical,"(890.0, 762.0)",,fix_phase,0,3999.581
2,43,catch,"[(1073, 909)]","[(1076, 912)]",[1],[0.36666666666666664],vertical,"(390.0, 262.0)",,bar_phase,0,4001.68
2,44,catch,"[(486, 165), (1109, 906)]","[(1090, 904)]","[0, 1]",[0.21666666666666667],horizontal,"(390.0, 762.0)",,bar_phase,0,4005.099
2,45,catch,"[(44, 337), (131, 313), (983, 475), (1003, 225), (1107, 875)]",[],"[0, 0, 0, 0, 1]",[0.05],horizontal,"(390.0, 762.0)",0.6,nan,1,4010.06
2,46,catch,"[(1104, 911)]","[(1085, 901)]",[1],[0.13333333333333333],horizontal,"(390.0, 762.0)",,bar_phase,0,4021.959
2,47,catch,"[(141, 229), (1130, 863)]",[],"[0, 1]",[0.05],vertical,"(390.0, 262.0)",0.516666667,nan,1,4024.559
2,48,catch,"[(1119, 900)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.816666667,nan,1,4029.98
2,49,catch,"[(1127, 864)]",[],[1],"[0.05, 0.05]",vertical,"(390.0, 762.0)",1.133333333,nan,1,4033.991
2,50,catch,"[(1077, 890)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.666666667,nan,1,4040.002
2,51,catch,"[(1025, 904)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.733333333,nan,1,4043.859
2,52,catch,"[(1114, 911)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.083333333,nan,1,4047.9
2,53,catch,"[(974, 911), (1069, 919)]",[],"[0, 1]",[],horizontal,"(390.0, 262.0)",,cti_phase,0,4052.116
2,54,catch,"[(1110, 898)]",[],[1],[0.05],vertical,"(890.0, 262.0)",0.783333333,nan,1,4056.375
2,55,catch,"[(1095, 897)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,4060.443
2,56,catch,"[(1075, 278), (1075, 878)]",[],"[0, 1]",[],vertical,"(890.0, 762.0)",,cti_phase,0,4064.675
2,57,catch,"[(1104, 883)]",[],[1],[0.05],vertical,"(890.0, 262.0)",0.733333333,nan,1,4074.544
2,58,catch,"[(1057, 910)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.883333333,nan,1,4078.667
2,59,catch,"[(1095, 901)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",1.466666667,nan,1,4082.766
2,60,catch,"[(1123, 902)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.85,nan,1,4087.407
2,61,catch,"[(1132, 904)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,4091.677
2,62,catch,"[(1099, 899)]",[],[1],[0.05],vertical,"(890.0, 762.0)",1.15,nan,1,4095.709
2,63,catch,"[(470, 495), (1116, 868)]",[],"[0, 1]",[0.05],vertical,"(890.0, 762.0)",0.566666667,nan,1,4100.099
2,64,catch,"[(968, 401), (1085, 865)]",[],"[0, 1]",[0.05],horizontal,"(890.0, 262.0)",1.266666667,nan,1,4115.768
2,65,catch,"[(1095, 910)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,4121.508
2,66,catch,"[(1123, 878)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.233333333,nan,1,4126.31
2,67,catch,"[(1137, 907)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.55,nan,1,4130.325
2,68,catch,"[(1102, 903)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,4133.81
2,69,catch,"[(1122, 892)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.716666667,nan,1,4138.766
2,70,catch,"[(1099, 909)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.733333333,nan,1,4142.529
2,71,catch,"[(1098, 906)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.266666667,nan,1,4146.552
2,72,catch,"[(1100, 908)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4151.009
2,73,catch,"[(1099, 888)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,4155.227
2,74,catch,"[(1095, 887)]",[],[1],[0.05],horizontal,"(890.0, 762.0)",1.3,nan,1,4159.757
2,75,catch,"[(1095, 913)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.916666667,nan,1,4164.91
3,76,target,"[(1095, 896)]",[],[1],[0.1],vertical,"(890.0, 262.0)",1.25,0.067,1,4169.04
3,77,target,"[(1108, 906)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.633333333,nan,0,4173.308
3,78,target,"[(1104, 899)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.716666667,0.526,1,4178.374
3,79,target,"[(1081, 898)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,4183.108
3,80,target,"[(1114, 896)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",1.166666667,0.427,1,4187.61
3,81,target,"[(1114, 901)]",[],[1],[0.45],vertical,"(390.0, 762.0)",0.933333333,0.409,1,4192.393
3,82,target,"[(1095, 909)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.933333333,0.511,1,4196.627
3,83,target,"[(969, 911), (1088, 880)]",[],"[0, 1]",[],horizontal,"(890.0, 762.0)",,cti_phase,0,4200.911
3,84,target,"[(1085, 881)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.266666667,0.573,1,4214.106
3,85,target,"[(1105, 906)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.8,0.572,1,4219.26
3,86,target,"[(1104, 905)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",1.083333333,0.456,1,4223.393
3,87,target,"[(1115, 902)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.816666667,0.491,1,4227.854
3,88,target,"[(1095, 909)]",[],[1],[0.5],vertical,"(890.0, 262.0)",0.6,0.457,1,4232.327
3,89,target,"[(1095, 902)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.266666667,0.479,1,4236.326
3,90,target,"[(1066, 906)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.583333333,nan,0,4241.113
3,91,target,"[(1133, 897)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4245.275
3,92,target,"[(1116, 880)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.616666667,0.505,1,4249.809
3,93,target,"[(1104, 906)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.716666667,0.491,1,4254.378
3,94,target,"[(1106, 912)]",[],[1],[0.45],horizontal,"(890.0, 762.0)",1.466666667,0.409,1,4258.916
3,95,target,"[(1100, 909)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.666666667,0.542,1,4263.592
3,96,target,"[(1104, 906)]",[],[1],[0.26666666666666666],horizontal,"(390.0, 262.0)",1.183333333,0.232,1,4267.659
3,97,target,"[(1100, 908)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",1.033333333,0.572,1,4272.232
3,98,target,"[(1106, 910)]",[],[1],[0.26666666666666666],vertical,"(890.0, 762.0)",1.283333333,0.231,1,4277.149
3,99,target,"[(1109, 910)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.55,0.472,1,4282.004
3,100,target,"[(1100, 906)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.683333333,0.505,1,4286.354
4,101,catch,"[(1114, 910)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.75,nan,1,4290.76
4,102,catch,"[(1105, 893)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.666666667,nan,1,4294.376
4,103,catch,"[(1102, 894)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.516666667,nan,1,4299.244
4,104,catch,"[(1106, 905)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.966666667,nan,1,4303.142
4,105,catch,"[(1094, 892)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",1.3,nan,1,4307.52
4,106,catch,"[(1114, 907)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.683333333,nan,1,4312.378
4,107,catch,"[(1104, 908)]",[],[1],[0.05],vertical,"(390.0, 262.0)",0.95,nan,1,4315.993
4,108,catch,"[(1107, 892)]",[],[1],[],vertical,"(390.0, 262.0)",,cti_phase,0,4320.362
4,109,catch,"[(1129, 893)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.75,nan,1,4325.14
4,110,catch,"[(1109, 902)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.233333333,nan,1,4329.117
4,111,catch,"[(1095, 897)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.6,nan,1,4333.365
4,112,catch,"[(1099, 901)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,4337.009
4,113,catch,"[(1129, 897)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.666666667,nan,1,4342.006
4,114,catch,"[(1104, 903)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",1.283333333,nan,1,4346.661
4,115,catch,"[(1130, 916)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.866666667,nan,1,4351.276
4,116,catch,"[(1098, 900)]",[],[1],[0.05],vertical,"(390.0, 762.0)",1.383333333,nan,1,4355.423
4,117,catch,"[(1108, 902)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.533333333,nan,1,4359.682
4,118,catch,"[(1099, 910)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.716666667,nan,1,4363.661
4,119,catch,"[(1098, 889)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.7,nan,1,4368.199
4,120,catch,"[(1090, 899)]",[],[1],[0.05],vertical,"(390.0, 262.0)",0.616666667,nan,1,4372.145
4,121,catch,"[(1102, 902)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.5,nan,1,4376.066
4,122,catch,"[(1107, 907)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.916666667,nan,1,4380.227
4,123,catch,"[(1097, 899)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,4384.476
4,124,catch,"[(1109, 897)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.066666667,nan,1,4388.526
4,125,catch,"[(1100, 917)]",[],[1],[0.05],vertical,"(890.0, 762.0)",1.1,nan,1,4393.01
4,126,catch,"[(1095, 909)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.233333333,nan,1,4397.322
4,127,catch,"[(1110, 898)]",[],[1],[0.05],vertical,"(890.0, 262.0)",0.95,nan,1,4401.393
4,128,catch,"[(1100, 902)]",[],[1],[0.05],horizontal,"(890.0, 762.0)",0.5,nan,1,4405.727
4,129,catch,"[(1104, 899)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.716666667,nan,1,4408.926
4,130,catch,"[(1095, 875)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.683333333,nan,1,4412.496
4,131,catch,"[(1100, 896)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.65,nan,1,4416.082
4,132,catch,"[(1108, 906)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.983333333,nan,1,4420.292
4,133,catch,"[(1104, 915)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,4424.311
4,134,catch,"[(1095, 911)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.783333333,nan,1,4428.277
4,135,catch,"[(1100, 908)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.95,nan,1,4431.862
4,136,catch,"[(1114, 878)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.7,nan,1,4436.299
4,137,catch,"[(1108, 912)]",[],[1],[],vertical,"(390.0, 262.0)",,cti_phase,0,4439.777
4,138,catch,"[(1114, 897)]",[],[1],[0.05],vertical,"(890.0, 762.0)",1.133333333,nan,1,4444.561
4,139,catch,"[(1115, 893)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.883333333,nan,1,4449.076
4,140,catch,"[(1128, 911)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,4453.378
4,141,catch,"[(1104, 873)]",[],[1],[0.05],vertical,"(390.0, 762.0)",1.316666667,nan,1,4457.416
4,142,catch,"[(1109, 915)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.516666667,nan,1,4461.857
4,143,catch,"[(1105, 915)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.983333333,nan,1,4465.876
4,144,catch,"[(1104, 914)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.083333333,nan,1,4470.048
4,145,catch,"[(1097, 902)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,4474.31
4,146,catch,"[(1104, 898)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.833333333,nan,1,4478.523
4,147,catch,"[(1097, 888)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,4482.444
4,148,catch,"[(1121, 894)]",[],[1],[0.05],horizontal,"(890.0, 762.0)",0.583333333,nan,1,4486.766
4,149,catch,"[(1097, 901)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,4490.565
4,150,catch,"[(1118, 886)]",[],[1],[0.05],horizontal,"(890.0, 762.0)",0.933333333,nan,1,4495.361
5,151,target,"[(1097, 908)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.583333333,0.513,1,4499.573
5,152,target,"[(1100, 898)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.6,0.507,1,4503.886
5,153,target,"[(1095, 899)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,4508.095
5,154,target,"[(1116, 888)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4512.676
5,155,target,"[(1110, 876)]",[],[1],[0.45],horizontal,"(390.0, 762.0)",1.283333333,0.41,1,4516.936
5,156,target,"[(1109, 908)]",[],[1],[0.11666666666666667],horizontal,"(890.0, 262.0)",1.533333333,0.082,1,4521.809
5,157,target,"[(1114, 908)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,4526.429
5,158,target,"[(1119, 893)]",[],[1],[0.06666666666666667],vertical,"(390.0, 762.0)",1.383333333,0.036,1,4530.448
5,159,target,"[(1098, 892)]",[],[1],[0.23333333333333334],vertical,"(390.0, 262.0)",1.533333333,0.201,1,4535.143
5,160,target,"[(1105, 898)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,4539.878
5,161,target,"[(1107, 896)]",[],[1],[0.7166666666666667],vertical,"(890.0, 262.0)",0.633333333,0.667,1,4544.071
5,162,target,"[(1113, 885)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.8,0.45,1,4548.434
5,163,target,"[(1097, 906)]",[],[1],[0.5],vertical,"(890.0, 262.0)",0.75,0.462,1,4552.644
5,164,target,"[(1098, 903)]",[],[1],[0.45],vertical,"(890.0, 762.0)",1.016666667,0.405,1,4557.178
5,165,target,"[(1134, 906)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",0.983333333,0.541,1,4561.961
5,166,target,"[(1098, 905)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.983333333,0.477,1,4566.529
5,167,target,"[(1104, 906)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",0.95,0.489,1,4570.862
5,168,target,"[(1075, 894)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.983333333,0.507,1,4575.173
5,169,target,"[(1112, 907)]",[],[1],[0.45],vertical,"(390.0, 762.0)",1.35,0.405,1,4579.436
5,170,target,"[(1105, 901)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.95,0.516,1,4583.95
5,171,target,"[(1115, 906)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 762.0)",1.133333333,0.474,1,4588.42
5,172,target,"[(1111, 894)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.883333333,0.49,1,4593.206
5,173,target,"[(1095, 902)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.583333333,0.475,1,4597.687
5,174,target,"[(1097, 896)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,4601.96
5,175,target,"[(1086, 896)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.6,0.46,1,4606.678
6,176,catch,"[(1095, 886)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",1.066666667,nan,1,4612.224
6,177,catch,"[(1107, 897)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.866666667,nan,1,4616.382
6,178,catch,"[(1102, 893)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.133333333,nan,1,4620.778
6,179,catch,"[(1104, 905)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.55,nan,1,4625.194
6,180,catch,"[(1095, 893)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.4,nan,1,4629.193
6,181,catch,"[(1098, 908)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.983333333,nan,1,4633.627
6,182,catch,"[(1097, 903)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.55,nan,1,4637.862
6,183,catch,"[(1098, 884)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4641.683
6,184,catch,"[(1130, 879)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.616666667,nan,1,4645.983
6,185,catch,"[(1107, 876)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.733333333,nan,1,4649.261
6,186,catch,"[(1098, 898)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.883333333,nan,1,4653.545
6,187,catch,"[(1097, 909)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.166666667,nan,1,4658.076
6,188,catch,"[(1098, 902)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.283333333,nan,1,4662.427
6,189,catch,"[(1113, 912)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,4666.993
6,190,catch,"[(1097, 909)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.016666667,nan,1,4671.305
6,191,catch,"[(1104, 903)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4675.645
6,192,catch,"[(1129, 904)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.666666667,nan,1,4680.127
6,193,catch,"[(1104, 908)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.6,nan,1,4685.064
6,194,catch,"[(1095, 904)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",1.233333333,nan,1,4689.528
6,195,catch,"[(1108, 892)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.183333333,nan,1,4693.895
6,196,catch,"[(1100, 905)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.766666667,nan,1,4698.291
6,197,catch,"[(1107, 907)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.383333333,nan,1,4702.462
6,198,catch,"[(1110, 909)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4707.064
6,199,catch,"[(1104, 897)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",0.966666667,nan,1,4712.761
6,200,catch,"[(1100, 892)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.866666667,nan,1,4717.056
6,201,catch,"[(1076, 920)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.55,nan,1,4721.012
6,202,catch,"[(1098, 905)]",[],[1],[0.05],vertical,"(890.0, 262.0)",0.683333333,nan,1,4725.112
6,203,catch,"[(1128, 908)]",[],[1],[0.05],vertical,"(390.0, 762.0)",1.266666667,nan,1,4729.081
6,204,catch,"[(1115, 914)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",1.3,nan,1,4786.861
6,205,catch,"[(1090, 934)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.216666667,nan,1,4791.586
6,206,catch,"[(1085, 941)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,4795.75
6,207,catch,"[(1096, 889)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",1.233333333,nan,1,4800.042
6,208,catch,"[(1093, 887)]",[],[1],[0.05],vertical,"(390.0, 262.0)",1.066666667,nan,1,4804.544
6,209,catch,"[(1123, 899)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.883333333,nan,1,4810.482
6,210,catch,"[(1095, 892)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.55,nan,1,4817.388
6,211,catch,"[(1104, 908)]",[],[1],[0.05],horizontal,"(890.0, 262.0)",0.733333333,nan,1,4821.464
6,212,catch,"[(1125, 912)]",[],[1],[0.05],horizontal,"(390.0, 762.0)",1.183333333,nan,1,4825.244
6,213,catch,"[(1131, 911)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,4829.395
6,214,catch,"[(1131, 897)]",[],[1],[0.05],vertical,"(890.0, 262.0)",0.75,nan,1,4833.599
6,215,catch,"[(1095, 927)]",[],[1],[0.05],horizontal,"(390.0, 262.0)",0.783333333,nan,1,4837.466
6,216,catch,"[(1095, 932)]",[],[1],[],vertical,"(890.0, 262.0)",,cti_phase,0,4841.697
6,217,catch,"[(1104, 899)]",[],[1],[0.05],vertical,"(890.0, 262.0)",1.033333333,nan,1,4846.023
6,218,catch,"[(1098, 935)]",[],[1],[0.05],vertical,"(390.0, 762.0)",0.766666667,nan,1,4849.946
6,219,catch,"[(1130, 916)]",[],[1],[],horizontal,"(890.0, 262.0)",,cti_phase,0,4853.973
6,220,catch,"[(1114, 902)]",[],[1],[0.05],vertical,"(890.0, 762.0)",0.983333333,nan,1,4858.595
