block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1084, 846)]",[],[1],[0.4],horizontal,"(890.0, 762.0)",0.95,0.367,1,0.433,1,0.0,same
0,2,invalid_same_bar,"[(1157, 829)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 762.0)",1.3666666666666667,0.3,1,14.627,1,0.0,same
0,3,valid,"[(1164, 810)]",[],[1],[0.35],vertical,"(890.0, 762.0)",1.3166666666666667,0.321,1,280.434,1,0.0,same
0,4,valid,"[(1142, 793)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.1,nan,0,285.739,0,0.0,same
0,5,valid,"[(1160, 800)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 1.392)",0,290.868,0,0.0,same
0,6,valid,"[(1109, 798)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 762.0)",0.3833333333333333,0.597,1,308.972,1,0.0,same
0,7,catch,"[(1183, 777)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,314.62,1,0.0,same
0,8,valid,"[(1180, 800)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.0833333333333333,0.531,1,319.988,1,0.0,same
0,9,invalid_adjacent_other_bar,"[(1183, 775)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.6166666666666667,0.564,1,325.001,2,0.0,other
0,10,catch,"[(1185, 778)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,330.493,2,0.0,same
0,11,invalid_same_bar,"[(1177, 793)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.4,nan,0,335.773,0,0.0,same
0,12,valid,"[(1165, 819)]",[],[1],[0.5],vertical,"(390.0, 262.0)",0.7166666666666667,0.461,1,340.435,1,0.0,same
0,13,valid,"[(1181, 821)]",[],[1],[0.5],vertical,"(390.0, 762.0)",1.4,0.463,1,345.179,1,0.0,same
