block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1125, 827)]",[],[1],[0.3],horizontal,"(890.0, 762.0)",1.1,0.268,1,0.088,1
0,2,catch,"[(1123, 825)]",[],[1],[],vertical,"(890.0, 262.0)",1.5833333333333333,nan,1,8.864,1
0,3,target,"[(1123, 825)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",1.65,0.55,1,14.129,1
0,4,target,"[(1124, 821)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.2833333333333332,nan,0,20.251,0
0,5,target,"[(1124, 821)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.2,nan,0,25.13,0
0,6,target,"[(1124, 821)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.1,nan,0,35.19,0
0,7,target,"[(1124, 821)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.5333333333333332,nan,0,40.834,0
0,8,target,"[(1124, 821)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.35,nan,0,46.775,0
0,9,target,"[(1127, 826)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.15,nan,0,52.081,0
0,10,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.6833333333333333,nan,0,57.18,0
0,11,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.0333333333333332,nan,0,61.927,0
0,12,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.1666666666666667,nan,0,66.956,0
0,13,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.1333333333333333,nan,0,72.07,0
0,14,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.9333333333333333,nan,0,77.152,0
0,15,target,"[(1128, 825)]",[],[1],[0.7],horizontal,"(890.0, 262.0)",0.9333333333333333,0.666,1,81.603,1
0,16,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.35,nan,0,86.356,0
0,17,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.2,nan,0,91.303,0
0,18,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.5333333333333332,nan,0,96.591,0
0,19,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.35,nan,0,102.213,0
0,20,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.0666666666666667,nan,0,107.619,0
0,21,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.6,nan,0,112.153,0
0,22,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.5333333333333332,nan,0,116.7,0
0,23,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.6166666666666667,nan,0,121.997,0
0,24,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.4666666666666666,nan,0,127.871,0
0,25,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.2166666666666666,nan,0,133.078,0
0,26,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.6833333333333333,nan,0,138.398,0
0,27,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.6166666666666667,nan,0,142.881,0
0,28,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.25,nan,0,147.564,0
0,29,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.1666666666666667,nan,0,152.312,0
0,30,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.6,nan,0,157.271,0
0,31,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.5333333333333333,nan,0,161.927,0
0,32,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.7833333333333333,nan,0,166.499,0
0,33,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.65,nan,0,171.086,0
0,34,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.1333333333333333,nan,0,175.989,0
0,35,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.65,nan,0,181.012,0
0,36,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.9833333333333333,nan,0,186.111,0
0,37,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.75,nan,0,190.869,0
0,38,target,"[(1128, 825)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.4166666666666667,nan,0,195.471,0
0,39,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.7166666666666667,nan,0,201.095,0
0,40,target,"[(1128, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.6666666666666667,nan,0,205.893,0
