block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1121, 873)]",[],[1],[0.48333333333333334],vertical,"(390.0, 762.0)",0.7333333333333333,0.443,1,0.578,1
0,2,target,"[(1128, 872)]",[],[1],[0.3333333333333333],vertical,"(390.0, 262.0)",0.8166666666666667,0.294,1,4.819,1
0,3,target,"[(1128, 872)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",0.5166666666666666,0.296,1,8.898,1
0,4,target,"[(1128, 872)]",[],[1],[0.3333333333333333],vertical,"(890.0, 262.0)",1.2333333333333334,0.3,1,13.142,2
0,5,target,"[(1128, 872)]",[],[1],[0.35],horizontal,"(390.0, 762.0)",0.7166666666666667,0.314,1,17.666,1
