block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,1.326,79,[],[],"[(1215, 899)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[],[0],0,0.045
1,True,2,0.712,42,[],[],"[(1240, 882), (1215, 867)]",[],"[0, 1]",[92],[1.5333333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.6166666666666667],[0.807],0,4.44
1,True,3,0.567,34,[],[],"[(1154, 917)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.5],[0.429],1,17.21
1,True,4,0.808,48,[],[],"[(558, 559), (1197, 927)]",[],"[0, 1]",[79],[1.3166666666666667],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.7666666666666666],[0.497],1,96.128
1,False,1,1.38,82,[],[],"[(523, 511), (1190, 885)]",[],"[0, 1]",[],[],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[],[0],0,116.168
1,False,2,0.6,36,[],[],"[(1144, 880)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.95],[0.804],0,123.831
1,False,3,0.5,30,[],[],"[(1166, 881)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.6666666666666666],[0.69],1,130.628
1,False,4,0.499,29,[],[],"[(1170, 899)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[1.6666666666666667],[0.513],1,163.113
1,False,5,0.909,54,[],[],"[(1194, 889)]",[],[1],[86],[1.4333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.3333333333333333],[0.509],1,167.678
1,False,6,0.505,30,[],[],"[(1192, 904)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.4333333333333333],[0.431],1,180.265
1,False,7,0.994,59,[],[],"[(1170, 899)]",[],[1],[87],[1.45],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.45],[0.445],1,184.429
1,False,8,1.008,60,[],[],"[(1197, 899)]",[],[1],[91],[1.5166666666666666],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.5166666666666666],[0.491],1,188.874
1,False,9,1.352,81,[],[],"[(1173, 901)]",[],[1],[123],[2.05],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.6333333333333333],[0.673],1,192.632
1,False,10,1.147,68,[],[],"[(1197, 905)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.55],[0.575],1,196.868
