block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1048, 832)]",[],[1],[0.3833333333333333],vertical,"(390.0, 762.0)",1.2166666666666666,0.347,1,0.051,1
0,2,target,"[(250, 593), (1061, 829)]",[],"[0, 1]",[],vertical,"(390.0, 262.0)",,"('fix', 0.066)",0,77.446,0
0,3,target,"[(993, 970), (1016, 942)]",[],"[0, 1]",[],horizontal,"(890.0, 762.0)",,"('cti', 1.37)",0,178.426,0
0,4,target,"[(1001, 911), (985, 937), (999, 949), (1030, 958), (997, 935), (922, 958), (495, 786), (930, 962), (926, 939), (1026, 980), (1047, 841)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.3833333333333333],vertical,"(890.0, 262.0)",0.6833333333333333,0.35,1,261.917,1
0,5,target,"[(1080, 846)]",[],[1],[0.4],vertical,"(390.0, 262.0)",1.5666666666666667,0.362,1,1473.446,1
